DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT11,2000,276226,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT11,2001,275956,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT11,2002,276673,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT11,2003,276542,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT11,2004,276793,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT11,2005,278033,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT11,2006,279128,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT11,2007,280062,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT11,2008,280977,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT11,2009,282777,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT11,2010,283697,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT12,2000,1535083,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT12,2001,1539416,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT12,2002,1544667,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT12,2003,1549269,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT12,2004,1557291,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT12,2005,1568949,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT12,2006,1580501,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT12,2007,1588567,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT12,2008,1595503,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT12,2009,1602958,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT12,2010,1605897,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT13,2000,1548537,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT13,2001,1553956,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT13,2002,1571123,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT13,2003,1592846,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT13,2004,1610409,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT13,2005,1632568,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT13,2006,1652448,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT13,2007,1661246,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT13,2008,1671221,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT13,2009,1680135,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT13,2010,1689995,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT21,2000,560696,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT21,2001,559571,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT21,2002,559933,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT21,2003,558623,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT21,2004,558026,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT21,2005,558926,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT21,2006,559277,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT21,2007,559393,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT21,2008,559715,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT21,2009,559462,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT21,2010,557998,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT22,2000,1182930,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT22,2001,1182441,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT22,2002,1188117,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT22,2003,1189315,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT22,2004,1192168,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT22,2005,1196780,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT22,2006,1200854,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT22,2007,1202483,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT22,2008,1203701,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT22,2009,1204795,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT22,2010,1205045,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT31,2000,1370035,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT31,2001,1373134,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT31,2002,1377803,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT31,2003,1382532,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT31,2004,1387488,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT31,2005,1394726,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT31,2006,1400287,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT31,2007,1403663,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT31,2008,1405762,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT31,2009,1408619,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT31,2010,1409253,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT32,2000,512854,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT32,2001,514851,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT32,2002,517050,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT32,2003,517084,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT32,2004,519691,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT32,2005,522369,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT32,2006,524920,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT32,2007,526048,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT32,2008,525944,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT32,2009,526699,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT32,2010,526730,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT33,2000,667459,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT33,2001,671492,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT33,2002,675700,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT33,2003,679457,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT33,2004,683639,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT33,2005,688954,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT33,2006,694253,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT33,2007,697253,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT33,2008,699588,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT33,2009,702502,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT33,2010,704662,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT34,2000,348366,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT34,2001,350129,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT34,2002,352574,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT34,2003,354605,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT34,2004,357068,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT34,2005,360054,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT34,2006,362630,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT34,2007,364269,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT34,2008,365578,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT34,2009,367056,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,AT34,2010,368366,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE10,2000,959318,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE10,2001,964405,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE10,2002,978384,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE10,2003,992041,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE10,2004,999899,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE10,2005,1006749,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE10,2006,1018804,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE10,2007,1031215,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE10,2008,1048491,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE10,2009,1068532,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE10,2010,1089538,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE21,2000,1643972,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE21,2001,1645652,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE21,2002,1652450,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE21,2003,1661119,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE21,2004,1668812,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE21,2005,1676858,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE21,2006,1688493,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE21,2007,1700570,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE21,2008,1715707,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE21,2009,1731174,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE21,2010,1744862,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE22,2000,791178,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE22,2001,794785,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE22,2002,798583,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE22,2003,802528,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE22,2004,805786,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE22,2005,809942,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE22,2006,814658,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE22,2007,820272,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE22,2008,826690,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE22,2009,833160,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE22,2010,838505,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE23,2000,1361623,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE23,2001,1363672,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE23,2002,1366652,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE23,2003,1370136,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE23,2004,1373720,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE23,2005,1380072,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE23,2006,1389450,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE23,2007,1398253,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE23,2008,1408484,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE23,2009,1420415,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE23,2010,1432326,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE24,2000,1014704,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE24,2001,1018403,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE24,2002,1022821,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE24,2003,1027839,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE24,2004,1031904,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE24,2005,1037786,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE24,2006,1044133,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE24,2007,1052467,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE24,2008,1060232,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE24,2009,1068838,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE24,2010,1076924,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE25,2000,1128774,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE25,2001,1130040,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE25,2002,1132275,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE25,2003,1133931,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE25,2004,1135802,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE25,2005,1138503,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE25,2006,1141866,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE25,2007,1145878,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE25,2008,1150487,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE25,2009,1155290,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE25,2010,1159366,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE31,2000,349884,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE31,2001,352018,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE31,2002,355207,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE31,2003,358012,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE31,2004,360717,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE31,2005,363776,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE31,2006,366481,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE31,2007,370460,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE31,2008,373492,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE31,2009,375645,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE31,2010,379515,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE32,2000,1279467,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE32,2001,1279823,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE32,2002,1281042,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE32,2003,1281706,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE32,2004,1283200,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE32,2005,1286275,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE32,2006,1290079,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE32,2007,1294844,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE32,2008,1300097,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE32,2009,1304436,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE32,2010,1309880,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE33,2000,1019442,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE33,2001,1020042,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE33,2002,1024130,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE33,2003,1025842,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE33,2004,1029605,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE33,2005,1034024,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE33,2006,1040297,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE33,2007,1047414,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE33,2008,1053722,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE33,2009,1060035,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE33,2010,1067685,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE34,2000,246820,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE34,2001,248750,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE34,2002,250406,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE34,2003,252295,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE34,2004,254120,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE34,2005,256004,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE34,2006,258547,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE34,2007,261178,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE34,2008,264084,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE34,2009,266950,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE34,2010,269023,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE35,2000,443903,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE35,2001,445824,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE35,2002,447775,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE35,2003,450395,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE35,2004,452856,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE35,2005,455863,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE35,2006,458574,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE35,2007,461983,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE35,2008,465380,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE35,2009,468605,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BE35,2010,472281,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BG31,2000,1081257,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BG31,2001,1067180,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BG31,2002,1015303,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BG31,2003,993778,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BG31,2004,973553,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BG31,2005,954395,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BG31,2006,934755,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BG31,2007,916308,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BG31,2008,898371,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BG31,2009,881573,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BG31,2010,865332,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BG32,2000,1047670,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BG32,2001,1040117,
ESTAT:DEMO_R_D2JAN(1.0),03/07/23 23:00:00,A,NR,T,TOTAL,BG32,2002,982500,
