,RegionCode,T,Nuts0,sp61,tc,tl_mean,tl_diff,sp61_resi_regional_alt,sp61_resi_regional_alt_cont,population,empden,labprod,unemployment
18,FI19,2000,FI,9.49237812567331,2.0721113487585745,4.603551595824945,2.2518807279997617,0.5,,1317215,1.0033375947010323,0.0517871558063964,11.5
19,FI20,2000,FI,5.75501299612374,2.699952024196578,4.050209825014279,4.100480704822427,0.5,,25706,0.8909269570913856,0.0593720588235294,
20,HU21,2000,HU,7.890007228694553,2.1736239514521127,4.745485593933226,1.9757189913549256,0.5,,1119047,3.985616620793749,0.0120475829806192,5.2
21,HU22,2000,HU,8.008397072238552,2.053047760390993,4.879117957705534,2.188891708142841,0.5,,1004598,3.786442496869969,0.0136174067076051,4.4
22,HU23,2000,HU,7.543448247998306,2.064180841757728,4.805349670574908,2.044863972685121,0.5,,999690,2.46453525301715,0.0106795532646048,7.9
23,HU31,2000,HU,7.608864449281291,2.123886765222073,4.77044098292315,2.0977374602086574,0.5,,1304597,3.1044753890833268,0.0099041496761813,10.0
24,HU32,2000,HU,7.8351942455004915,2.073252619763023,4.839023229919296,2.0976985949188136,0.5,,1564136,2.766137208516391,0.0106081042557523,9.7
25,HU33,2000,HU,7.874728948640942,2.0850280115694084,4.889455837916976,2.0680108344199675,0.5,,1383497,2.713770885661243,0.0102172032193158,5.0
26,ITC1,2000,IT,10.879952239460646,1.8578844987131,4.901902856156174,2.5020676388506526,0.5,,4225083,7.077282053345134,0.0566695941336971,6.6
27,ITC2,2000,IT,7.353248217896737,2.570852576573446,4.659831773227229,1.8981207075478608,0.5,,118861,1.6702686014201915,0.0636044362292051,
28,ITC3,2000,IT,9.808478235651515,2.620426529679774,4.9752702598733,2.330799484670373,0.5,,1587787,11.075652337150366,0.0619824915254237,9.2
29,ITC4,2000,IT,11.82006378052823,1.990305666589912,4.875388410702383,2.105487273735415,0.5,,8971148,16.869298245614033,0.0675631740419115,4.4
30,ITF1,2000,IT,9.436934453318653,2.821858549936658,4.94492293008021,2.159038930802381,0.5,,1261117,4.206185567010309,0.0537139928698752,7.5
