,Region,RegionCode,RegionName,T,Nuts0,Nuts1,sp61,tc,tc_ratio,tl_min,tl_mean,tl_max,sp61_n,sp61_d,tl_min_n,tl_min_d,tl_mean_n,tl_mean_d,tl_max_n,tl_max_d,tc_n,tc_d,tc_ratio_n,tc_ratio_d,sp61_resi_n,sp61_resi_d_alt,sp61_resi_regional_alt,sp61_resi_regional_alt_cont
1868,R7,AT32,Salzburg,2007,AT,AT3,10022.91992702,2.10087287854375,1.897650930368669,3.3593769635260475,4.848537261841253,6.432890573570188,1.092368758155651,0.09236875815565093,1.0108090154377214,0.010809015437721392,1.0170668721222034,0.01706687212220337,1.0349690582766728,0.03496905827667285,1.0188132012114488,0.018813201211448805,1.0047023568210227,0.004702356821022713,1.092368758155651,0.09236875815565093,1.0,0.44326102350653873
1869,R8,AT33,Tirol,2007,AT,AT3,12408.65796785,2.1177761233188686,1.8833374716854707,3.350158702792382,4.8475376074241,6.374969566117237,1.0524856144559498,0.05248561445594979,1.0114571013337157,0.011457101333715691,1.0106612477427692,0.01066124774276922,1.0276483635092506,0.027648363509250595,1.0205907460757409,0.02059074607574085,1.0187432286021458,0.018743228602145834,1.0524856144559498,0.05248561445594979,-1.0,-0.17991274158502452
1870,R9,AT34,Vorarlberg,2007,AT,AT3,6290.40733892,2.088021940403175,1.8347804038108446,3.339685289029579,4.8028106150672,6.37964132181827,1.072905423684756,0.07290542368475594,1.0142425184144144,0.014242518414414373,1.0135309471484972,0.01353094714849723,1.032802705094331,0.03280270509433092,1.0204677105773046,0.020467710577304565,1.0136817869571353,0.013681786957135289,1.072905423684756,0.07290542368475594,1.0,0.13914659574755225
1871,R10,BE10,Region_de_BruxellesCapitale,2007,BE,BE1,26281.440040979003,1.885074730002382,1.8178641708472356,3.1723067028174854,4.653062260499937,5.606958986644052,1.029394271333354,0.029394271333353927,1.004638614679095,0.004638614679095099,1.0016035990683427,0.0016035990683427315,1.0022712983049182,0.0022712983049182345,1.0136948797592875,0.013694879759287515,1.0316097098102406,0.03160970981024058,1.029394271333354,0.029394271333353927,-1.0,-0.5407147722142467
1872,R11,BE21,Prov_Antwerpen,2007,BE,BE2,29475.6640509,2.084768230633233,1.8275382789201355,3.1959514790361787,4.813982361610188,5.658604388633617,1.0586489923751297,0.05864899237512966,1.003061401230907,0.003061401230906924,1.0030209958146108,0.003020995814610794,1.0099471313908281,0.009947131390828146,1.0114137920499524,0.01141379204995241,1.0200106296215794,0.0200106296215794,1.0586489923751297,0.05864899237512966,-1.0,-0.08361001649150826
1873,R12,BE22,Prov_Limburg_B,2007,BE,BE2,10126.4355529,2.255228209122861,2.252537659794476,3.211374891332361,4.821757258531335,5.370244694444273,1.0913250349124852,0.09132503491248523,1.0048476813737715,0.004847681373771451,1.0075687819894927,0.007568781989492734,1.008615095802035,0.008615095802035011,1.0099365888632499,0.009936588863249884,1.008898187405323,0.00889818740532311,1.0913250349124852,0.09132503491248523,1.0,0.42695285712791836
1874,R13,BE23,Prov_OostVlaanderen,2007,BE,BE2,19476.0896747,2.1337997869691963,1.9874855918522047,3.247595424909922,4.910982365277605,5.592049195671848,1.0864215464908253,0.08642154649082534,1.0026100647016112,0.002610064701611181,1.0067449726368347,0.006744972636834712,1.0125583450865896,0.012558345086589595,1.0028898556748138,0.0028898556748138127,0.9977338930235037,-0.002266106976496318,1.0864215464908253,0.08642154649082534,1.0,0.3503358942120393
1875,R14,BE24,Prov_Vlaams_Brabant,2007,BE,BE2,15839.38711789,2.1317431942088194,2.074302566571649,3.2149794080332335,4.746670468799246,5.5022265607345355,1.0616294286559558,0.061629428655955776,1.0044157535491753,0.004415753549175339,1.0028262528512397,0.002826252851239719,1.0110330913320213,0.01103309133202135,1.0121788202531454,0.012178820253145428,1.0268976341769998,0.026897634176999752,1.0616294286559558,0.061629428655955776,-1.0,-0.03704072614863532
1876,R15,BE25,Prov_WestVlaanderen,2007,BE,BE2,17018.17468929,2.1746688563296486,1.8953252319122913,3.2616247232164737,4.949396962721693,5.5955740413495985,1.0742720335654794,0.0742720335654794,1.0025318231628215,0.0025318231628215226,1.003632408432311,0.0036324084323109407,1.006887627497885,0.006887627497885074,1.009152984970633,0.009152984970633105,1.01148805987065,0.011488059870649936,1.0742720335654794,0.0742720335654794,1.0,0.16049986296224653
1877,R16,BE31,Prov_Brabant_Wallon,2007,BE,BE3,5312.76366289,2.319556467397589,2.4694172414969313,3.2457283255259197,4.778627492653997,5.394308271950291,1.019650780911548,0.019650780911548038,1.0055103162760906,0.005510316276090554,0.9939266995883728,-0.006073300411627236,0.9969941374348471,-0.0030058625651528947,1.0209531200528144,0.020953120052814356,1.0545033242424275,0.05450332424242754,1.019650780911548,0.019650780911548038,-1.0,-0.6929567232752875
1878,R17,BE32,Prov_Hainaut,2007,BE,BE3,11832.77715898,2.2047998855571085,2.3232749363113583,3.2774221533551255,4.881956896382144,5.551783588152775,1.0486060725205508,0.048606072520550825,1.0046389450492157,0.0046389450492156925,1.0060509284090822,0.006050928409082168,1.0109039671001832,0.010903967100183154,1.0063486868949147,0.006348686894914746,1.0145920811735778,0.014592081173577798,1.0486060725205508,0.048606072520550825,-1.0,-0.2405305497727803
1879,R18,BE33,Prov_Liege,2007,BE,BE3,11182.65939146,2.206863464180004,2.143025184891502,3.2540528844113945,4.885452207938006,5.52565080697453,1.0757305492017573,0.07573054920175726,1.0031608491081345,0.0031608491081345225,1.0085813438982398,0.008581343898239835,1.0158429064502845,0.015842906450284522,1.0082828218179165,0.008282821817916508,0.9987828539207246,-0.0012171460792753663,1.0757305492017573,0.07573054920175726,1.0,0.18328915678892652
1880,R19,BE34,Prov_Luxembourg_B,2007,BE,BE3,2667.367453789,2.25399404888655,2.339876541291366,3.213489838399485,4.901610957451186,5.601400896891462,1.031017974315048,0.031017974315048047,1.005789233899619,0.005789233899619051,1.0074257361860404,0.007425736186040366,1.0123910155124074,0.0123910155124074,1.009312451160056,0.009312451160055968,1.0192685301751747,0.019268530175174714,1.031017974315048,0.031017974315048047,-1.0,-0.5153444275866664
1881,R20,BE35,Prov_Namur,2007,BE,BE3,4746.647736561,2.265103656139616,2.397397789268586,3.263048871036396,4.913782836777486,5.523199046216341,1.0612437412427844,0.06124374124278442,1.0045718059456665,0.004571805945666529,0.9997889987262636,-0.00021100127373641087,1.0101914656916418,0.010191465691641755,1.0105604251873472,0.010560425187347233,1.014146785662549,0.01414678566254901,1.0612437412427844,0.06124374124278442,-1.0,-0.04306708854434133
1882,R21,CZ01,Praha,2007,CZ,CZ0,16939.393001619,2.143783648418002,1.4122379294880654,4.125886232729881,5.44345481994877,6.15575403286249,1.1416398297917043,0.1416398297917043,1.0157698591210862,0.015769859121086194,1.0191755173983066,0.019175517398306585,1.0176555476771132,0.017655547677113193,1.0191497316882359,0.01914973168823586,1.0008058150046102,0.0008058150046101886,1.1416398297917043,0.1416398297917043,1.0,1.2131210789907203
1883,R22,CZ02,Stredni_Cechy,2007,CZ,CZ0,7813.63966611,2.2303733044360454,1.4008839979400045,4.262660692534369,5.74829717415006,6.324199666942965,1.1155849705175795,0.11558497051757954,1.0127808074707034,0.012780807470703426,1.0139976275233273,0.013997627523327338,1.0191828675727237,0.019182867572723694,1.0225205044875822,0.02252050448758225,1.0213655158520731,0.021365515852073136,1.1155849705175795,0.11558497051757954,1.0,0.8060141348881964
1884,R23,CZ03,Jihozapad,2007,CZ,CZ0,6941.0774146,2.2394917324314276,1.4709849108742874,4.181463329427095,5.587537055750201,6.123421793967365,1.05918433657431,0.059184336574310104,1.0133782914812934,0.013378291481293436,1.0144741586003434,0.0144741586003434,1.015919488729361,0.015919488729360998,1.0295889255958097,0.029588925595809723,1.0362751783572772,0.03627517835727723,1.05918433657431,0.059184336574310104,-1.0,-0.07524526814731732
1885,R24,CZ04,Severozapad,2007,CZ,CZ0,6055.47170664,2.225976088162299,1.4412397872126035,4.221372980456657,5.633798398387978,6.229251218818568,1.087694480705675,0.08769448070567498,1.01257916341699,0.012579163416990058,1.0165901965167066,0.016590196516706568,1.0213045567654828,0.02130455676548282,1.0268094933165426,0.026809493316542587,1.0277162057001614,0.027716205700161423,1.087694480705675,0.08769448070567498,1.0,0.37022547998177063
1886,R25,CZ05,Severovychod,2007,CZ,CZ0,8040.24903565,2.277546872879188,1.5195080122222109,4.236562966215088,5.594641183594044,6.1855563099840465,1.1043890141684054,0.1043890141684054,1.0123536514773264,0.012353651477326366,1.0174112139959537,0.01741121399595369,1.0133535716936843,0.01335357169368434,1.0208814901646404,0.02088149016464036,1.0124089707973736,0.012408970797373575,1.1043890141684054,0.1043890141684054,1.0,0.631077416648307
1887,R26,CZ06,Jihovychod,2007,CZ,CZ0,9503.48707228,2.2326904448252316,1.4769996328027613,4.153697977874045,5.563283563159137,6.089198285141386,1.1264760192773198,0.12647601927731977,1.009089116547477,0.009089116547476905,1.0219368788507048,0.021936878850704833,1.0134013336575693,0.013401333657569348,1.018540997204334,0.018540997204333998,1.0033697788269669,0.003369778826966874,1.1264760192773198,0.12647601927731977,1.0,0.9761866747588179
1888,R27,CZ07,Stredni_Morava,2007,CZ,CZ0,6244.59549356,2.2436795794933366,1.4726597557208039,4.22876520248897,5.588034086242389,6.164561832116194,1.111884990253189,0.1118849902531891,1.0170218777791409,0.01702187777914088,1.0187209114463116,0.018720911446311606,1.0244127935088927,0.024412793508892694,1.0230760472851934,0.023076047285193413,1.0149052672199121,0.014905267219912144,1.111884990253189,0.1118849902531891,1.0,0.7482019762106961
1889,R28,CZ08,Moravskoslezko,2007,CZ,CZ0,7016.091416679999,2.154416404735535,1.3768661693519493,4.114198455606969,5.559078383755099,6.10967238395337,1.1195273878196617,0.11952738781966166,1.0155769740745033,0.015576974074503314,1.0212900802205824,0.02129008022058243,1.026073078696464,0.026073078696464025,1.0228485862922614,0.022848586292261386,1.0117616958016462,0.01176169580164621,1.1195273878196617,0.11952738781966166,1.0,0.8676143701203816
1890,R29,DE11,Stuttgart,2007,DE,DE1,65788.63810504001,1.8173365977688798,1.6295516528488472,3.2192295009398997,4.2948585732295665,4.953522883351048,1.090910978528991,0.090910978528991,1.0143497537393655,0.014349753739365534,1.0164555727187168,0.016455572718716782,1.0139199281548403,0.013919928154840333,1.0169361478090946,0.01693614780909458,0.9933083891449489,-0.0066916108550511,1.090910978528991,0.090910978528991,1.0,0.4204832298235835
1891,R30,DE12,Karlsruhe,2007,DE,DE1,41810.5684503,1.8080452671314662,1.6254230311280926,3.2065274689385985,4.253588595753011,4.8196357511054355,1.0362785753441126,0.03627857534411261,1.0114508734360739,0.011450873436073872,1.0073157940215274,0.007315794021527378,1.0108628493627925,0.01086284936279247,1.0174322572086403,0.01743225720864028,1.0113437593581018,0.011343759358101835,1.0362785753441126,0.03627857534411261,-1.0,-0.4331475833606864
1892,R31,DE13,Freiburg,2007,DE,DE1,29445.55272086,1.8715772728706324,1.6521567931919996,3.305413470516835,4.392348685017676,4.977094035363068,1.0432252980230605,0.04322529802306052,1.0163126336749104,0.016312633674910426,1.0087517606193104,0.008751760619310378,0.9950316772192492,-0.004968322780750767,1.0186412101675408,0.018641210167540834,1.0085926651517076,0.008592665151707646,1.0432252980230605,0.04322529802306052,-1.0,-0.3246051033725965
1893,R32,DE14,Tubingen,2007,DE,DE1,27631.5982935,1.8750976615579718,1.6382554816592212,3.282237750879481,4.415332183958098,5.032913413419119,1.0634046014606395,0.06340460146063953,1.0116147803462525,0.011614780346252518,1.011354605790815,0.011354605790814931,1.0007422787772458,0.0007422787772457529,1.0123682730353325,0.0123682730353325,0.9989491017202213,-0.001050898279778667,1.0634046014606395,0.06340460146063953,-1.0,-0.009303666885896822
1894,R33,DE21,Oberbayern,2007,DE,DE2,87022.3929801,1.8316926095283268,1.4826818914106792,3.326661605370452,4.495880120762594,5.0977290264046395,1.061651726955015,0.061651726955014974,1.0144494349032112,0.014449434903211156,1.0102720509661878,0.010272050966187773,0.9972481819383608,-0.002751818061639155,1.0093546213849307,0.009354621384930706,0.9926061528014817,-0.007393847198518322,1.061651726955015,0.061651726955014974,-1.0,-0.036692315424433505
1895,R34,DE22,Niederbayern,2007,DE,DE2,15985.131598369999,1.8992685629836858,1.6683556552309589,3.323243979845574,4.408375056611072,5.218293880652694,1.054687698986185,0.054687698986185085,1.0132036398438269,0.013203639843826886,1.0082174996960234,0.008217499696023367,0.9992137535039215,-0.0007862464960785021,1.0129849334144339,0.012984933414433852,1.002968551156059,0.002968551156059096,1.054687698986185,0.054687698986185085,-1.0,-0.1455051904128009
1896,R35,DE23,Oberpfalz,2007,DE,DE2,14971.19708221,1.9280084945527785,1.776024747290959,3.3090676675428314,4.366326557290878,5.200988636797044,1.091180959919308,0.09118095991930808,1.0151993291390615,0.015199329139061524,1.0144607750868695,0.014460775086869493,1.0012938021050686,0.0012938021050685755,1.0151866014926596,0.015186601492659602,0.9946007044771948,-0.005399295522805159,1.091180959919308,0.09118095991930808,1.0,0.42470168664271873
1897,R36,DE24,Oberfranken,2007,DE,DE2,12944.42843401,1.9639604251705054,1.8914473023569498,3.3285677772588387,4.320164895558806,5.042727052868859,1.0115797625654888,0.01157976256548876,1.0152587216580231,0.015258721658023111,1.0036781588477732,0.0036781588477732274,0.993553158954642,-0.006446841045357976,1.0144532692406099,0.014453269240609856,1.0154524219352143,0.015452421935214344,1.0115797625654888,0.01157976256548876,-1.0,-0.8190663130485363
1898,R37,DE25,Mittelfranken,2007,DE,DE2,22855.68541894,1.8866012800794922,1.7934893289595033,3.2564676113552453,4.247409871416668,4.8657516805551895,1.0423240054477234,0.04232400544772341,1.0127249228324642,0.01272492283246418,1.0068944252155858,0.006894425215585809,0.9957078870469691,-0.004292112953030891,1.015120959288598,0.015120959288597913,1.0085689915357934,0.00856899153579338,1.0423240054477234,0.04232400544772341,-1.0,-0.33868779183494324
1899,R38,DE26,Unterfranken,2007,DE,DE2,18007.92931475,1.9394248432956387,1.8535610292708529,3.301724977871452,4.323378069572546,5.054045861211289,1.025264590056198,0.025264590056198077,1.0128418942606991,0.01284189426069915,1.0027614264025817,0.0027614264025817015,1.000815079120751,0.0008150791207510721,1.013889096844947,0.013889096844946991,1.0128128193644463,0.012812819364446337,1.025264590056198,0.025264590056198077,-1.0,-0.6052410053891062
1900,R39,DE27,Schwaben,2007,DE,DE2,24507.85237314,1.9049397091040665,1.662592990733334,3.3804788407302393,4.436623334042367,5.14397834243857,1.0030996845747038,0.003099684574703776,1.0140825691220365,0.014082569122036537,1.0023979395912455,0.002397939591245457,0.9917366655884613,-0.008263334411538703,1.015813984609374,0.01581398460937411,1.020632667536064,0.020632667536063964,1.0030996845747038,0.003099684574703776,-1.0,-0.9515674561273647
1901,R40,DE30,Berlin,2007,DE,DE3,39915.5660166,1.7396618456640134,1.6239037512714913,3.1815187208418605,4.209198068276647,4.924822833069783,1.0511136934281107,0.051113693428110674,1.0108753425330643,0.010875342533064325,1.0108573345923162,0.010857334592316192,1.017643762612069,0.017643762612068903,1.0152966747953258,0.015296674795325815,0.997492134025229,-0.0025078659747710397,1.0511136934281107,0.051113693428110674,-1.0,-0.20134899542609763
1902,R41,DE41,Brandenburg__Nordost,2007,DE,DE4,9983.62410749,1.922375772419763,1.8972678558139329,3.2084969816047617,4.458032249765433,5.025929367156699,1.0190114974797868,0.01901149747978681,1.0091001150493772,0.009100115049377244,1.0024494865704954,0.002449486570495374,1.0132729903199984,0.013272990319998401,1.0089662772889811,0.00896627728898114,0.9980321880731816,-0.001967811926818386,1.0190114974797868,0.01901149747978681,-1.0,-0.7029455212028262
1903,R42,DE42,Brandenburg__Sudwest,2007,DE,DE4,14211.67452885,1.8549164638698268,1.772524182499121,3.1739154908016203,4.3869851254820835,4.979616639641334,1.0405515255256466,0.04055152552564656,1.0086567476098665,0.008656747609866455,1.0040890622176244,0.004089062217624395,1.017332059049836,0.017332059049836035,1.0096108426984818,0.00961084269848178,0.9947420263312138,-0.00525797366878622,1.0405515255256466,0.04055152552564656,-1.0,-0.36638277483093284
1904,R43,DE50,Bremen,2007,DE,DE5,13187.277474272,1.8062022298449285,1.5531045978561153,3.1916924725893354,4.375139490124768,5.0086026504696335,1.0369925480106768,0.03699254801067675,1.0115804402417683,0.011580440241768297,1.0088061511812665,0.008806151181266486,1.0126022750400046,0.012602275040004551,1.0132329173412848,0.013232917341284844,0.999185799972262,-0.0008142000277380212,1.0369925480106768,0.03699254801067675,-1.0,-0.4219917668045663
1905,R44,DE60,Hamburg,2007,DE,DE6,45093.97057056,1.7433100252880975,1.4742922499409405,3.214430897450935,4.308379429239414,5.0245446458836,1.0054733459093341,0.005473345909334126,1.0087654725984243,0.008765472598424306,0.9993369301717171,-0.0006630698282829028,1.0052071984373903,0.005207198437390259,1.0152194771916376,0.015219477191637631,1.022115862810398,0.0221158628103979,1.0054733459093341,0.005473345909334126,-1.0,-0.9144790189146045
1906,R45,DE71,Darmstadt,2007,DE,DE7,74375.6552582,1.7206284527934292,1.4580522374532687,3.2017122576559562,4.239983037286678,4.823056787785773,1.0128354805627082,0.012835480562708224,1.008329997313519,0.008329997313518911,1.0036963233922476,0.003696323392247569,1.0039394729141045,0.003939472914104458,1.0091336592636493,0.009133659263649285,1.0147876374123925,0.01478763741239253,1.0128354805627082,0.012835480562708224,-1.0,-0.7994457305259415
1907,R46,DE72,Giessen,2007,DE,DE7,13390.072665529999,1.9107238253328762,1.831198062883115,3.2469907804489138,4.317693934235388,4.843445719079565,1.0434109392796147,0.0434109392796147,1.0038107988338276,0.003810798833827622,1.0109423355131508,0.010942335513150825,1.0108217335888858,0.010821733588885829,1.009794385951644,0.009794385951644058,0.998312572847715,-0.0016874271522849815,1.0434109392796147,0.0434109392796147,-1.0,-0.3217044603923376
1908,R47,DE73,Kassel,2007,DE,DE7,16049.325408949999,1.9224807316006831,1.8610995232322558,3.2498861114463296,4.310047267276081,4.93580364241047,1.0106446486714875,0.010644648671487511,1.0035725209003794,0.0035725209003794056,1.0060088281546862,0.006008828154686174,1.0065610367157702,0.006561036715770241,1.0105571228792876,0.010557122879287562,1.0088881336078948,0.008888133607894755,1.0106446486714875,0.010644648671487511,-1.0,-0.8336774593137831
1909,R48,DE80,MecklenburgVorpommern,2007,DE,DE8,16248.039784613,1.8777163100218106,1.7837705957624959,3.214428788031747,4.455831783304465,5.029849685136583,1.0673029468752369,0.06730294687523686,1.0083523048905654,0.008352304890565376,1.0087148695601804,0.008714869560180416,1.0118832707383867,0.011883270738386686,1.0020302368533083,0.002030236853308276,0.9716081672108795,-0.028391832789120497,1.0673029468752369,0.06730294687523686,1.0,0.05160794549686153
1910,R49,DE91,Braunschweig,2007,DE,DE9,20400.097358142,1.8896491230508938,1.8942923562965233,3.187559008643679,4.222263675309294,4.803673549024739,1.1001655181218815,0.10016551812188146,1.0116619772618376,0.011661977261837597,1.023418498957733,0.02341849895773307,1.0318677854709373,0.03186778547093727,1.0097686256582894,0.009768625658289398,0.9838565538895883,-0.01614344611041174,1.1001655181218815,0.10016551812188146,1.0,0.5650853285376252
1911,R50,DE92,Hannover,2007,DE,DE9,27126.799576420002,1.8289321350643597,1.6964266046296606,3.2106559125003136,4.348877164674911,4.9146563548418705,0.9913322148761943,-0.008667785123805727,1.010046472759873,0.010046472759873026,1.0073229738006824,0.007322973800682364,1.0078560987230598,0.007856098723059812,1.0186025609389535,0.018602560938953516,1.0184157139055592,0.018415713905559183,0.9913322148761943,-0.008667785123805727,-1.0,-1.135434065360478
1912,R51,DE93,Luneburg,2007,DE,DE9,16805.073123269,1.9556724100925098,1.8229388405162925,3.3007258004057505,4.512808777536381,5.082233891709468,1.020390296084901,0.02039029608490095,1.0055354500020566,0.0055354500020565744,1.0039745412456986,0.003974541245698626,1.0001398215051125,0.0001398215051124918,1.0114414180279796,0.0114414180279796,1.0149630710085786,0.014963071008578632,1.020390296084901,0.02039029608490095,-1.0,-0.6814018052780854
1913,R52,DE94,WeserEms,2007,DE,DE9,30567.619725440003,1.837900860504702,1.5819338799746343,3.2585686338740265,4.449820382056736,5.01780005014145,1.0471597610704315,0.047159761070431516,1.0113646931097355,0.011364693109735535,1.0066247480417738,0.00662474804177382,0.9950391012708585,-0.004960898729141516,1.0114602445419665,0.01146024454196648,0.9985909275356746,-0.0014090724643254227,1.0471597610704315,0.047159761070431516,-1.0,-0.2631291532994286
1914,R53,DEA1,Dusseldorf,2007,DE,DEA,82468.5115681,1.7627607620515613,1.5282761495549528,3.2616868460223736,4.311860994168962,4.894219809148891,1.1057661860042554,0.10576618600425536,1.016990295473923,0.016990295473922945,1.0171210527743646,0.017121052774364598,1.017048468399396,0.01704846839939611,1.0149997275361342,0.01499972753613421,0.9846187632818714,-0.015381236718128632,1.1057661860042554,0.10576618600425536,1.0,0.6525957143177835
1915,R54,DEA2,Koln,2007,DE,DEA,66278.54047395,1.7294904883843587,1.52345547529234,3.220875865654619,4.250763439892902,4.90641603247439,1.075587550883018,0.07558755088301794,1.0138444850900026,0.013844485090002578,1.0109180207256627,0.010918020725662725,1.0112315927603897,0.011231592760389653,1.012041968076547,0.012041968076546894,0.9911236152786186,-0.008876384721381414,1.075587550883018,0.07558755088301794,1.0,0.1810548093322286
1916,R55,DEA3,Munster,2007,DE,DEA,31214.1280148,1.8096289378062893,1.666409722490307,3.2478662999223795,4.305203590655572,5.015112323295727,1.0777074999749503,0.0777074999749503,1.0145581547662093,0.014558154766209253,1.0129226390126855,0.012922639012685533,1.0122962660597112,0.012296266059711236,1.0145107116575953,0.014510711657595321,0.9894190324077785,-0.01058096759222149,1.0777074999749503,0.0777074999749503,1.0,0.21417899501250207
1917,R56,DEA4,Detmold,2007,DE,DEA,26226.27845628,1.877835429705512,1.789322079302417,3.232392937622688,4.270053764939296,4.921459781321455,1.0941372558106208,0.09413725581062082,1.0155653955507085,0.01556539555070846,1.014861560980037,0.014861560980037103,1.0183611936568964,0.01836119365689637,1.018068382457626,0.018068382457625987,0.9964797407541819,-0.0035202592458181137,1.0941372558106208,0.09413725581062082,1.0,0.47089378361444983
1918,R57,DEA5,Arnsberg,2007,DE,DEA,45195.074165750004,1.8294133754014505,1.7110773396271046,3.249762583089358,4.2914979900770005,4.921215232987112,1.0687156081507054,0.06871560815070543,1.0147621425615108,0.01476214256151076,1.0142925535610225,0.014292553561022547,1.0151818816016769,0.015181881601676883,1.0175259672845187,0.017525967284518718,0.9962026391069078,-0.0037973608930922387,1.0687156081507054,0.06871560815070543,1.0,0.07368076534429492
1919,R58,DEB1,Koblenz,2007,DE,DEB,17173.45924845,1.8854291632153246,1.8284058812906085,3.221045115061278,4.353002752511736,4.868354962384325,1.0122723171852748,0.012272317185274773,1.0103820215735544,0.01038202157355439,1.0035072109498808,0.0035072109498808235,1.0011279878396575,0.0011279878396575072,1.0143169310543259,0.014316931054325854,1.0128008007709708,0.012800800770970788,1.0122723171852748,0.012272317185274773,-1.0,-0.8082451532825663
1920,R59,DEB2,Trier,2007,DE,DEB,5605.346814114,1.8847106400392513,1.7948659847017474,3.1792261558986414,4.348209947831852,4.988326133691154,1.026733857207821,0.026733857207821066,1.0145860509366567,0.014586050936656658,1.004035350031398,0.0040353500313980994,0.9914424335051103,-0.008557566494889701,1.0167616080799158,0.01676160807991578,1.0122524260208476,0.01225242602084764,1.026733857207821,0.026733857207821066,-1.0,-0.5822837192309162
1921,R60,DEB3,RheinhessenPfalz,2007,DE,DEB,25026.66786148,1.8106836033278202,1.7371409167155982,3.1905776271032193,4.235509980517788,4.89983284789967,1.0528978963862647,0.05289789638626474,1.0093514540080635,0.009351454008063476,1.0093598563733117,0.009359856373311715,1.0048372075376182,0.004837207537618182,1.0131181982815654,0.013118198281565352,0.9978725758822462,-0.0021274241177537956,1.0528978963862647,0.05289789638626474,-1.0,-0.1734708400958119
1922,R61,DEC0,Saarland,2007,DE,DEC,14034.896584655,1.816548884423025,1.667799634891648,3.1986529314911865,4.161975939599326,4.844590695159536,1.0524503341413842,0.052450334141384225,1.0129008086415123,0.012900808641512329,1.0122911547514146,0.012291154751414624,1.012625265241576,0.012625265241575923,1.0169332855207383,0.01693328552073825,0.9988187426172809,-0.0011812573827191253,1.0524503341413842,0.052450334141384225,-1.0,-0.18046399618588999
1923,R62,DED1,Chemnitz,2007,DE,DED,14477.871284600002,1.8963295617405715,1.9233918991640082,3.176231164821978,4.251594144628802,4.8217152174061,1.0357084679524295,0.035708467952429546,1.0074708103435275,0.007470810343527479,1.0099731379863113,0.009973137986311276,1.0196191785063229,0.019619178506322887,1.0103089728908736,0.010308972890873624,1.0007032764008088,0.0007032764008088055,1.0357084679524295,0.035708467952429546,-1.0,-0.4420555062781149
1924,R63,DED2,Dresden,2007,DE,DED,16305.174647209999,1.8302017713051983,1.7864193478038712,3.1573518359013466,4.275179434656442,4.856729510670848,1.047976564832346,0.047976564832346025,1.0061898608000026,0.006189860800002611,1.0097281203781974,0.009728120378197369,1.0069408967453128,0.006940896745312841,1.0115495941228971,0.011549594122897133,0.9997634890629424,-0.00023651093705756576,1.047976564832346,0.047976564832346025,-1.0,-0.2503666017943167
1925,R64,DED3,Leipzig,2007,DE,DED,9837.56578277,1.8242066782144855,1.8816331492225935,3.10760960793046,4.248046981572819,4.900483377798803,1.0327275665326145,0.03272756653261455,1.0081668268486133,0.008166826848613251,1.0116387429645468,0.011638742964546811,1.0131111671885358,0.013111167188535777,1.0168593400814658,0.016859340081465835,1.0081169143304582,0.008116914330458247,1.0327275665326145,0.03272756653261455,-1.0,-0.4886320644135464
1926,R65,DEE1,Dessau,2007,DE,DEE,4730.75751932,1.8708579637184584,1.8447091300781802,3.0560439021270556,4.33765687790527,4.970093878679112,1.0675737931164175,0.06757379311641754,1.0156088754076187,0.015608875407618683,1.0123226060154347,0.012322606015434667,1.0191142341582387,0.019114234158238652,1.0134200148411427,0.013420014841142747,0.9861697653639151,-0.013830234636084904,1.0675737931164175,0.06757379311641754,1.0,0.055839915603037624
1927,R66,DEE2,Halle,2007,DE,DEE,8971.69134293,1.8764580012780612,1.9010397132266335,3.138689606336076,4.393305121151088,5.026381495397536,1.0284067407649422,0.028406740764942207,1.0111603816127062,0.01116038161270616,1.0112403294664845,0.011240329466484456,1.0192441013791653,0.019244101379165324,1.008776802966457,0.008776802966456998,0.9806716984155947,-0.01932830158440535,1.0284067407649422,0.028406740764942207,-1.0,-0.5561449285503118
1928,R67,DEE3,Magdeburg,2007,DE,DEE,11128.24691738,1.8848463124086636,1.849670043672113,3.1640456211981736,4.41740421750068,5.024723263915442,1.0789822817898027,0.07898228178980271,1.0120158568714643,0.012015856871464337,1.0122968505500651,0.01229685055006513,1.0174739992732995,0.017473999273299512,1.0122332266382932,0.012233226638293182,0.9852497042322079,-0.014750295767792077,1.0789822817898027,0.07898228178980271,1.0,0.23409744951582112
1929,R68,DEF0,SchleswigHolstein,2007,DE,DEF,34405.2401491,1.8667860916501668,1.600513226939282,3.3161226286459695,4.497065127115316,5.0177431494522775,1.0048643444060885,0.004864344406088517,1.0150040780300644,0.015004078030064427,1.0022858604001579,0.0022858604001578797,1.0015564061996616,0.0015564061996615752,1.0180119984888143,0.018011998488814296,1.015019813522125,0.015019813522124892,1.0048643444060885,0.004864344406088517,-1.0,-0.9239946619787903
1930,R69,DEG0,Thuringen,2007,DE,DEG,21634.000083209998,1.950291870400722,1.9027399838429424,3.2224084789346508,4.384093609593021,4.951091222563141,1.0558353406729093,0.055835340672909295,1.012551689119163,0.012551689119163045,1.0113869653702512,0.01138696537025119,1.0081757618079117,0.008175761807911686,1.0149496081262348,0.014949608126234804,0.9925026358287015,-0.007497364171298537,1.0558353406729093,0.055835340672909295,-1.0,-0.12757329927912087
