,Region,RegionCode,RegionName,T,Nuts0,Nuts1,sp61,tc,tc_ratio,tl_min,tl_mean,tl_max,sp61_n,sp61_d,tl_min_n,tl_min_d,tl_mean_n,tl_mean_d,tl_max_n,tl_max_d,tc_n,tc_d,tc_ratio_n,tc_ratio_d,sp61_resi_n,sp61_resi_d_alt,sp61_resi_regional_alt,sp61_resi_regional_alt_cont
294,R29,DE11,Stuttgart,2001,DE,DE1,53312.37366158,1.7088087525946327,1.5795685923205323,3.1017488596017504,4.07884725962384,4.578910131807186,1.0803879147581381,0.08038791475813811,0.9994504769137463,-0.0005495230862536671,1.0010222275549834,0.0010222275549833792,1.0010036093369903,0.0010036093369902854,0.9983394314275296,-0.0016605685724704333,0.9932784848143092,-0.006721515185690752,1.0803879147581381,0.08038791475813811,1.0,0.9027974062289726
295,R30,DE12,Karlsruhe,2001,DE,DE1,34450.10785319,1.678555426735526,1.5529649171069537,3.0765388318960607,4.028735612705365,4.5417783151048035,1.0517051569023772,0.0517051569023772,0.9993508228340757,-0.0006491771659242751,0.9961564970964002,-0.0038435029035998047,0.9924607406946575,-0.007539259305342494,0.9960956711534384,-0.0039043288465615555,0.9928592048360058,-0.00714079516399424,1.0517051569023772,0.0517051569023772,1.0,0.22387101019491742
296,R31,DE13,Freiburg,2001,DE,DE1,24245.81705,1.7217983466445486,1.576119554401863,3.126584913414913,4.135843708308533,4.668414138600109,1.0294540136433015,0.02945401364330147,1.0015232189812697,0.001523218981269725,0.9950488990732564,-0.004951100926743557,0.9882574792008799,-0.011742520799120082,1.000011154521657,1.1154521657008587e-05,1.003115118160614,0.003115118160613939,1.0294540136433015,0.02945401364330147,-1.0,-0.3028178311114475
297,R32,DE14,Tubingen,2001,DE,DE1,21709.9257274,1.7458714210723685,1.6079167170998876,3.121585197479197,4.160157001758191,4.700189736747291,1.0466613735742567,0.046661373574256704,0.998414133166638,-0.0015858668333620374,0.999097617840223,-0.0009023821597770043,0.9936795788619784,-0.006320421138021559,0.9964371293094417,-0.003562870690558273,0.9943372951400111,-0.005662704859988876,1.0466613735742567,0.046661373574256704,1.0,0.1044836885657414
298,R33,DE21,Oberbayern,2001,DE,DE2,71568.7756994,1.7084271868307561,1.4379798416826557,3.136068864013856,4.205315565155472,4.728848308028452,1.0239522533688499,0.023952253368849874,0.9965393211716232,-0.003460678828376751,0.9904531913517918,-0.009546808648208227,0.9888701413587697,-0.011129858641230284,0.9933554848408879,-0.00664451515911213,1.0010008570589923,0.0010008570589923327,1.0239522533688499,0.023952253368849874,-1.0,-0.43304555515948656
299,R34,DE22,Niederbayern,2001,DE,DE2,13314.06129913,1.7502801866944084,1.5701122851790477,3.153054169579245,4.197745752011335,4.898581340050333,1.087860184006439,0.08786018400643902,0.9995145127414643,-0.0004854872585356995,1.0037149288727532,0.0037149288727531538,0.9991991985702094,-0.0008008014297905541,0.9930564620831082,-0.00694353791689184,0.97548115421844,-0.02451884578156005,1.087860184006439,0.08786018400643902,1.0,1.079667456747009
300,R35,DE23,Oberpfalz,2001,DE,DE2,11411.70253952,1.7817250057420322,1.715995763201789,3.1443894992378407,4.082046491964461,4.788219039008768,0.9661036167700525,-0.03389638322994748,1.0003353816655591,0.0003353816655591313,0.9822895315654885,-0.017710468434511517,0.9868808384182663,-0.013119161581733652,0.9989513845017148,-0.0010486154982851659,1.0195314731494496,0.019531473149449585,0.9661036167700525,-0.03389638322994748,-1.0,-1.8023339115654549
301,R36,DE24,Oberfranken,2001,DE,DE2,11496.70945991,1.8029130349995386,1.7503069060413192,3.1599835649963595,4.096557030914286,4.672642073823613,1.0701106764075339,0.07011067640753388,0.9979903934823079,-0.0020096065176921085,1.0062520304276312,0.006252030427631228,1.0103326776995354,0.010332677699535386,0.9918733699672668,-0.008126630032733173,0.9779856481107438,-0.022014351889256156,1.0701106764075339,0.07011067640753388,1.0,0.6595331974786524
302,R37,DE25,Mittelfranken,2001,DE,DE2,18216.94701489,1.7385433810582565,1.730651772444305,3.0984492431041737,3.965680724638471,4.456252711520985,0.9190931211522669,-0.08090687884773307,1.0017196344618935,0.0017196344618934933,0.9796889223349097,-0.020311077665090327,0.9689379781375539,-0.03106202186244611,1.0019478715228225,0.0019478715228224974,1.0311312588444201,0.03113125884442014,0.9190931211522669,-0.08090687884773307,-1.0,-2.915081386060746
303,R38,DE26,Unterfranken,2001,DE,DE2,15182.16482681,1.7932640837744442,1.755898980306572,3.1351776712931927,4.083819996744252,4.616805495757509,1.0540230800292003,0.05402308002920031,0.999218103569334,-0.0007818964306659515,1.0018736529676706,0.0018736529676706137,1.001242032539547,0.0012420325395470222,0.9966711066837421,-0.0033288933162578527,0.9916259107128769,-0.008374089287123132,1.0540230800292003,0.05402308002920031,1.0,0.27873669649648497
304,R39,DE27,Schwaben,2001,DE,DE2,20363.08114569,1.7595368839713477,1.5837793122742139,3.195976852513989,4.172848954767316,4.739719753951137,1.040496350090282,0.04049635009028196,1.003764971035262,0.003764971035262077,1.000341672455495,0.00034167245549499015,0.9983012000272551,-0.0016987999727449132,0.9991257217548086,-0.0008742782451913733,0.9963755171506059,-0.003624482849394095,1.040496350090282,0.04049635009028196,-1.0,-0.04144360324101949
305,R40,DE30,Berlin,2001,DE,DE3,32586.60515243,1.6211228676696736,1.612339063832098,3.05655686863334,3.903074647926389,4.494906686635611,1.0001556469228803,0.00015564692288028148,0.9974952938722979,-0.00250470612770215,0.9929436595960344,-0.007056340403965633,0.9915687551799719,-0.008431244820028105,0.9974693442764988,-0.002530655723501196,1.0031763480660763,0.003176348066076251,1.0001556469228803,0.00015564692288028148,-1.0,-0.9963158073942434
306,R41,DE41,Brandenburg__Nordost,2001,DE,DE4,8720.91049434,1.8301038820659337,1.9476325164615398,3.095600169219882,4.186502159214543,4.756256862514943,1.107764460880178,0.10776446088017799,0.9975404198820772,-0.0024595801179227994,1.0149677485420534,0.014967748542053405,1.0147400489682823,0.014740048968282293,0.992162793847516,-0.007837206152483955,0.9659894868805367,-0.03401051311946335,1.107764460880178,0.10776446088017799,1.0,1.5508055192550885
307,R42,DE42,Brandenburg__Sudwest,2001,DE,DE4,10822.26975959,1.7361784525670247,1.7990189319560574,3.0539404522990217,4.074089669380283,4.656522353809915,0.9867407482547843,-0.013259251745215694,0.9979372603948796,-0.0020627396051203784,0.9978336649256163,-0.002166335074383685,0.9957049014223371,-0.004295098577662859,1.0052863293642045,0.005286329364204478,1.0192050537358224,0.019205053735822375,0.9867407482547843,-0.013259251745215694,-1.0,-1.3138490394388451
308,R43,DE50,Bremen,2001,DE,DE5,10416.918559347,1.6794923899534981,1.5391676125858678,3.0553084077464003,4.00751170609692,4.608233783951874,1.0380398894842076,0.038039889484207556,0.9952198438666467,-0.004780156133353253,0.9998188125334133,-0.00018118746658668528,1.0024385032517407,0.0024385032517406646,0.9927114811068012,-0.007288518893198814,0.9867845146210031,-0.01321548537899686,1.0380398894842076,0.038039889484207556,-1.0,-0.09958849832636989
309,R44,DE60,Hamburg,2001,DE,DE6,41801.01349397,1.6232960206454,1.3339085067313416,3.0832827215836973,4.172656879025545,4.767002856030467,1.0871033407644923,0.08710334076449233,0.999180256862864,-0.0008197431371359531,1.0062572962362792,0.006257296236279242,1.0129525423723635,0.01295254237236354,0.98962734241814,-0.010372657581860012,0.9692716685447413,-0.03072833145525866,1.0871033407644923,0.08710334076449233,1.0,1.0617528316192026
310,R45,DE71,Darmstadt,2001,DE,DE7,63704.0105649,1.6128304812281649,1.4099134913861446,3.0634640817115577,4.0284065799156314,4.571060943536967,1.0536794149564306,0.05367941495643058,0.998694091493245,-0.001305908506755049,1.0018993135673733,0.001899313567373273,1.0015504123119288,0.0015504123119287616,0.9955060508773755,-0.004493949122624463,0.9900511305925099,-0.009948869407490069,1.0536794149564306,0.05367941495643058,1.0,0.2706020781145406
311,R46,DE72,Giessen,2001,DE,DE7,10619.60325149,1.7732455135807406,1.8033076109577983,3.0889803843376744,4.044542509286669,4.576339609244379,1.025826602462689,0.025826602462688975,0.9960660208652741,-0.003933979134725929,0.9954578263360037,-0.004542173663996341,0.991158155966881,-0.00884184403311905,0.997608238814844,-0.0023917611851560494,0.9978201406924229,-0.0021798593075771366,1.025826602462689,0.025826602462688975,-1.0,-0.38867935154722516
312,R47,DE73,Kassel,2001,DE,DE7,13178.84007786,1.7710243454637353,1.8115166748587457,3.0791474285573455,4.055476955474675,4.53378678920415,1.034038646042483,0.03403864604248308,0.9965946178048263,-0.003405382195173723,0.9999574098960667,-4.2590103933259904e-05,0.9983217388576363,-0.0016782611423636906,0.9975996279817545,-0.0024003720182455,0.9949561496937074,-0.005043850306292619,1.034038646042483,0.03403864604248308,-1.0,-0.19429870029529533
313,R48,DE80,MecklenburgVorpommern,2001,DE,DE8,13010.843029305,1.7820641657234388,1.872662308172692,3.0819638610690983,4.125423026450598,4.640317730254441,1.0503536740673052,0.050353674067305176,0.9976673486661843,-0.0023326513338156607,1.0020275434702988,0.002027543470298765,1.0031961179708668,0.0031961179708668297,0.9952103379473694,-0.00478966205263065,0.9829472442578906,-0.017052755742109404,1.0503536740673052,0.050353674067305176,1.0,0.19188115150937798
314,R49,DE91,Braunschweig,2001,DE,DE9,16146.698428800999,1.7422340909145417,1.8584796487618416,3.0589606999758066,3.970440913843766,4.589599197450006,1.0901755384227465,0.0901755384227465,0.9968021347538633,-0.003197865246136744,1.0006262092974547,0.0006262092974547162,1.0036686381840785,0.0036686381840784765,0.9930375231250469,-0.006962476874953105,0.9791559395466637,-0.02084406045333631,1.0901755384227465,0.0901755384227465,1.0,1.134472341176539
315,R50,DE92,Hannover,2001,DE,DE9,21723.91844913,1.6835538144320459,1.6635168570877976,3.064063011914662,4.039052336559583,4.5767382218034065,1.011409421875629,0.0114094218756291,0.9933138205913811,-0.006686179408618931,0.9898678037968067,-0.010132196203193278,0.9922905258015714,-0.007709474198428601,0.9880183036869936,-0.011981696313006385,0.9905651286639194,-0.009434871336080564,1.011409421875629,0.0114094218756291,-1.0,-0.7299367894186938
316,R51,DE93,Luneburg,2001,DE,DE9,14617.396607242,1.8168842382362391,1.7371571519106428,3.1734828094314134,4.252922494728938,4.778880335868211,0.9742289461580412,-0.02577105384195877,0.9910204968914738,-0.008979503108526243,0.9939063372702983,-0.006093662729701688,0.9926120905534237,-0.007387909446576302,0.9926118479123809,-0.007388152087619115,1.0091348842146146,0.009134884214614614,0.9742289461580412,-0.02577105384195877,-1.0,-1.6100058019144234
317,R52,DE94,WeserEms,2001,DE,DE9,25466.62150858,1.7054236083340386,1.5416302346990989,3.114530120574855,4.231645257385397,4.809389105177319,1.0087210402974216,0.0087210402974216,0.9953963314833252,-0.004603668516674819,0.9932443123546922,-0.006755687645307762,0.9944164541870034,-0.005583545812996582,0.9918944818475522,-0.008105518152447755,0.9982361921303907,-0.0017638078696092796,1.0087210402974216,0.0087210402974216,-1.0,-0.7935712985281506
318,R53,DEA1,Dusseldorf,2001,DE,DEA,63790.814993320004,1.6582154767863229,1.5346735761944892,3.1083266174013096,4.027308732248242,4.52365168029899,1.0488300436585938,0.04883004365859378,0.9999732303358481,-2.676966415193771e-05,1.0018641286402539,0.0018641286402538704,1.0001895339314386,0.0001895339314386124,0.9981090646076058,-0.0018909353923941552,0.9920937290478188,-0.007906270952181216,1.0488300436585938,0.04883004365859378,1.0,0.1558165266404497
319,R54,DEA2,Koln,2001,DE,DEA,52370.3239987,1.6361998423562896,1.5393379846459572,3.0748119581949274,3.9632730722171354,4.549973036197184,1.020676576402568,0.020676576402568037,0.9948162491072031,-0.005183750892796879,0.9952886622398525,-0.004711337760147538,0.9977040350665308,-0.0022959649334691745,0.9879129910805745,-0.01208700891942549,0.9846555568973134,-0.015344443102686567,1.020676576402568,0.020676576402568037,-1.0,-0.5105814590803439
320,R55,DEA3,Munster,2001,DE,DEA,22843.321416500003,1.6920542914535477,1.7010502293910184,3.1009291456024846,4.007693618540892,4.536258556740012,1.0701528365617117,0.07015283656171167,1.0001371380696735,0.00013713806967352582,1.0048068810473887,0.004806881047388689,1.0111868138521685,0.011186813852168465,0.9942404177322205,-0.005759582267779506,0.9803685649026024,-0.01963143509739762,1.0701528365617117,0.07015283656171167,1.0,0.6605311364382221
321,R56,DEA4,Detmold,2001,DE,DEA,20683.6652829,1.7458109603668261,1.7633269356718733,3.0937011280216646,3.997619857493027,4.542269768504411,0.9966438325895789,-0.003356167410421107,0.9974597826962082,-0.0025402173037918363,0.991458786541078,-0.008541213458922003,0.9894398699492569,-0.010560130050743077,0.9963444695557737,-0.003655530444226285,1.0047266256348804,0.004726625634880355,0.9966438325895789,-0.003356167410421107,-1.0,-1.079441128217261
322,R57,DEA5,Arnsberg,2001,DE,DEA,35028.75685766,1.7104324040167223,1.7067571826204988,3.098814501111839,4.000829894541469,4.509862001742604,1.00189213888018,0.0018921388801800276,0.9966279685257684,-0.003372031474231596,0.9951809512534008,-0.004819048746599219,0.9972650444897397,-0.002734955510260262,0.9933017727309826,-0.006698227269017365,0.9957473106356132,-0.00425268936438683,1.00189213888018,0.0018921388801800276,-1.0,-0.9552127087228983
323,R58,DEB1,Koblenz,2001,DE,DEB,14631.29080603,1.7597521425955134,1.7608653347423318,3.095722741386907,4.110821017764697,4.658255435683951,0.9850073985539983,-0.014992601446001674,0.9923324216440357,-0.007667578355964322,0.9954100172012864,-0.004589982798713588,1.0046685789574936,0.004668578957493619,0.9898249422576249,-0.010175057742375149,1.0052056180599576,0.005205618059957562,0.9850073985539983,-0.014992601446001674,-1.0,-1.3548777602940458
324,R59,DEB2,Trier,2001,DE,DEB,4734.77801929,1.7525151790180595,1.7206385835276967,3.044573204167598,4.035009945311766,4.569813987841402,0.9914916333174749,-0.008508366682525081,0.9851958977603329,-0.014804102239667105,0.9926865229235495,-0.00731347707645047,0.9858297537833838,-0.014170246216616222,0.9864033581832398,-0.013596641816760235,1.001481023678355,0.001481023678354898,0.9914916333174749,-0.008508366682525081,-1.0,-1.2013946760960703
325,R60,DEB3,RheinhessenPfalz,2001,DE,DEB,20208.39880296,1.6975656137763342,1.6971164273316488,3.0791331099619192,4.001087655934475,4.597595268139537,0.9480540186798873,-0.051945981320112744,0.9973241393141337,-0.002675860685866338,0.9924666418658339,-0.007533358134166113,0.9897547946656724,-0.0102452053343276,0.992277444154687,-0.007722555845313006,1.0211012949233012,0.02110129492330115,0.9480540186798873,-0.051945981320112744,-1.0,-2.2295713704891544
326,R61,DEC0,Saarland,2001,DE,DEC,9605.651591116999,1.6745211893838479,1.6901452755136346,3.025683844894923,3.8228200638185212,4.351461569904083,1.033751436719107,0.033751436719106964,0.9920820647025008,-0.007917935297499179,0.997375024109106,-0.0026249758908940546,1.002807300109612,0.0028073001096120542,0.9916377802341017,-0.008362219765898349,0.9860586005014265,-0.013941399498573537,1.033751436719107,0.033751436719106964,-1.0,-0.20109700022892463
327,R62,DED1,Chemnitz,2001,DE,DED,11101.943983770001,1.7493120584221777,1.919500352277378,3.0423567114352474,3.9162140893853783,4.5521489512169255,1.0380657116683332,0.03806571166833317,0.9996446437570141,-0.00035535624298588253,1.002434552690136,0.002434552690135927,1.005648672780576,0.005648672780576014,0.9982228894995332,-0.0017771105004668053,0.9928536062349359,-0.007146393765064096,1.0380657116683332,0.03806571166833317,-1.0,-0.09897728226080565
328,R63,DED2,Dresden,2001,DE,DED,11905.18849421,1.697039906441019,1.7943864504428717,3.039179866398254,3.933125930909281,4.425222842597107,1.0985203890501587,0.0985203890501587,1.002524578163641,0.0025245781636409337,1.015495642653227,0.015495642653226893,1.0151162643976717,0.015116264397671664,1.0044258867471534,0.004425886747153385,0.98316881369963,-0.01683118630036995,1.0985203890501587,0.0985203890501587,1.0,1.3319965607931532
329,R64,DED3,Leipzig,2001,DE,DED,7232.232232853999,1.7055162842260945,1.9210064934301765,2.99301047006308,3.881645455225389,4.534181552648375,1.0681961690875734,0.06819616908757342,0.9999790190803259,-2.0980919674062903e-05,1.0132701579438774,0.013270157943877425,1.0101906304440968,0.010190630444096849,1.0019511745335332,0.0019511745335332176,0.990432746298134,-0.009567253701865952,1.0681961690875734,0.06819616908757342,1.0,0.6142164409290201
330,R65,DEE1,Dessau,2001,DE,DEE,3338.0629583200002,1.7595725442605092,1.919405508705055,2.9424915796428577,4.0219195914528205,4.631569003956802,1.0835414566370798,0.08354145663707979,0.9959107499796427,-0.004089250020357316,1.0031515414335754,0.0031515414335754333,1.0148132347069374,0.014813234706937406,0.9870851487314339,-0.012914851268566063,0.9699414571343323,-0.03005854286566767,1.0835414566370798,0.08354145663707979,1.0,0.9774423491378469
331,R66,DEE2,Halle,2001,DE,DEE,7723.68710606,1.761552672981245,1.9353111497865412,3.0163576525473017,4.079752428287778,4.6869223787894025,1.00309151338287,0.003091513382869948,0.9963090056647536,-0.0036909943352464447,1.0081419731046863,0.00814197310468634,1.0109954957356209,0.010995495735620864,0.9943634055335445,-0.00563659446645548,0.9917952931787811,-0.008204706821218877,1.00309151338287,0.003091513382869948,-1.0,-0.9268232835253191
332,R67,DEE3,Magdeburg,2001,DE,DEE,8098.60135784,1.7941272794400465,1.9698750797399796,3.044005683695015,4.137962187644325,4.707902776010325,1.0556588986298099,0.05565889862980988,0.9964479453309585,-0.0035520546690415156,1.008243233276343,0.00824323327634291,1.0106256893754957,0.010625689375495684,0.9920897663823272,-0.007910233617672846,0.9787890699669404,-0.021210930033059627,1.0556588986298099,0.05565889862980988,1.0,0.31745683744883996
333,R68,DEF0,SchleswigHolstein,2001,DE,DEF,30369.624978400003,1.7349943936673418,1.5482518504016283,3.146797820886617,4.249096532326196,4.7415384581286775,1.04385847370999,0.043858473709990076,0.9980546353148463,-0.0019453646851537165,0.9991398589849259,-0.0008601410150741451,0.9981243394913687,-0.001875660508631305,0.9942850879968999,-0.005714912003100148,0.9844298255669733,-0.015570174433026662,1.04385847370999,0.043858473709990076,1.0,0.038138509595837165
334,R69,DEG0,Thuringen,2001,DE,DEG,16702.61395363,1.8279298632287535,1.9597085449469684,3.086787097875929,4.06567194750967,4.567702884597761,1.0612353189512045,0.06123531895120449,0.9990361019164825,-0.0009638980835174893,1.0008108807965257,0.0008108807965256926,0.997006785756065,-0.0029932142439349496,1.0002406718153805,0.00024067181538045546,0.9868995285093736,-0.01310047149062643,1.0612353189512045,0.06123531895120449,1.0,0.44945177917007667
335,R70,DK01,Hovedstadsreg,2001,DK,DK0,24695.11056402,1.7115537475626266,1.7889570075481578,3.0169441680537235,4.237263050488369,5.005747551900563,0.9735600479886186,-0.026439952011381385,1.0043055871815336,0.004305587181533621,0.9980456374393712,-0.001954362560628753,1.0092653356063617,0.009265335606361669,0.9966269734627333,-0.0033730265372666768,1.000642684627295,0.0006426846272951092,0.9735600479886186,-0.026439952011381385,-1.0,-1.6258387502579406
336,R71,DK02,Ost_for_Storebelt,2001,DK,DK0,8193.58935807,1.866657019919072,2.0767851581973478,3.024871353182454,4.256538320251928,4.915784476821365,1.045245790971452,0.04524579097145209,1.0042884377009917,0.004288437700991743,1.0063019945416842,0.0063019945416842305,1.0130853556844317,0.013085355684431699,1.0007751241393494,0.0007751241393494368,0.9839989164240649,-0.016001083575935104,1.045245790971452,0.04524579097145209,1.0,0.07097657604735398
337,R72,DK03,West_for_Storebelt,2001,DK,DK0,37823.4086979,1.76369098432977,1.67665768294734,3.0590390797039597,4.270474535154675,4.941597134958861,1.0202631299475307,0.020263129947530656,1.0050965824068576,0.005096582406857619,1.0039506830617142,0.0039506830617142,0.9953282981351628,-0.00467170186483723,0.9988965990087194,-0.0011034009912805898,0.9873287350085213,-0.012671264991478748,1.0202631299475307,0.020263129947530656,-1.0,-0.520367816204131
338,R73,EE00,Eesti,2001,EE,EE0,3422.72016131,2.02890218080489,1.3884434919409827,3.892758661576735,5.134581254268858,6.644739750616884,1.1471373735764023,0.14713737357640233,1.0480540128005877,0.04805401280058774,1.0558153424037116,0.055815342403711554,1.1873234785383922,0.18732347853839215,1.0687842192366606,0.06878421923666056,1.0291822492870426,0.029182249287042605,1.1471373735764023,0.14713737357640233,1.0,2.482769936785536
339,R74,ES11,Galicia,2001,ES,ES1,15090.776222100001,1.9235816147373614,1.3774372557636867,3.5969445851803594,4.961525961938899,5.454402421803772,1.0829095957846104,0.08290959578461043,0.9617525562565318,-0.038247443743468224,0.9825156322393283,-0.01748436776067175,0.9857952741787029,-0.01420472582129706,0.9882915722310618,-0.011708427768938212,1.019763225349246,0.019763225349245905,1.0829095957846104,0.08290959578461043,1.0,0.9624860812113349
340,R75,ES12,Principado_de_Asturias,2001,ES,ES1,6492.299176009999,1.928607949446736,1.517479429580954,3.4960070479991217,4.7324116491716195,5.332113584632561,1.0859692258375304,0.08596922583753042,0.9604637654256267,-0.039536234574373275,0.9859005758317055,-0.014099424168294461,0.9935440294346118,-0.006455970565388158,0.9751784949016772,-0.024821505098322816,0.9856871927065695,-0.01431280729343054,1.0859692258375304,0.08596922583753042,1.0,1.0349081131328306
341,R76,ES13,Cantabria,2001,ES,ES1,3730.9340285,1.9757802759740255,1.6273366132322276,3.44981435315072,4.684947944517233,5.280411041493726,1.1064929066280704,0.10649290662807043,0.966935418030181,-0.033064581969818985,0.9946070971572533,-0.0053929028427467385,1.00060528468057,0.000605284680569973,0.9749209478019549,-0.02507905219804507,0.9623296942265874,-0.03767030577341257,1.1064929066280704,0.10649290662807043,1.0,1.5207075855038619
342,R77,ES21,Pais_Vasco,2001,ES,ES2,17237.51861475,1.9442263063802052,1.4692309892209185,3.5756473448680963,4.8454561123287405,5.332160000843478,1.0728821943859186,0.07288219438591859,1.753126015457582,0.7531260154575821,1.3624689841213882,0.36246898412138817,1.1957540840246672,0.1957540840246672,1.4240179939413111,0.4240179939413111,0.9207359287353518,-0.07926407126464818,1.0728821943859186,0.07288219438591859,1.0,0.7251355611729229
343,R78,ES22,Comunidad_Foral_de_Navarra,2001,ES,ES2,4555.528713,1.9844178500050076,1.636424126415958,3.5272413397835227,4.65072091099062,5.256210233993613,1.0619485739060193,0.061948573906019266,0.9663338504544794,-0.03366614954552061,0.990987416300694,-0.00901258369930602,0.9974575190501797,-0.002542480949820347,0.9853745891117491,-0.014625410888250867,0.9974480073642089,-0.0025519926357910894,1.0619485739060193,0.061948573906019266,1.0,0.46633466115656497
344,R79,ES23,La_Rioja,2001,ES,ES2,2254.62507391,2.100942152378817,1.9673499547367375,3.4869413373645894,4.631528378575815,5.340496066263454,1.076790907397329,0.07679090739732897,0.9723037154865802,-0.027696284513419767,0.9940002401375415,-0.005999759862458487,0.994570382185091,-0.005429617814909027,0.971815089258208,-0.02818491074179197,0.9523655603912491,-0.04763443960875091,1.076790907397329,0.07679090739732897,1.0,0.8176555500566023
345,R80,ES24,Aragon,2001,ES,ES2,8530.76757965,1.9868530546689986,1.5593345056650285,3.594576889901032,4.795235972716282,5.386492467653082,1.098341820787866,0.09834182078786591,0.9620192015010148,-0.03798079849898517,0.9870642579353026,-0.012935742064697386,0.9954757916326195,-0.0045242083673805444,0.983643025659242,-0.016356974340758,1.0014945161394537,0.0014945161394537276,1.098341820787866,0.09834182078786591,1.0,1.3277698156742157
346,R81,ES30,Comunidad_de_Madrid,2001,ES,ES3,45542.6157503,1.9580994433903918,2.1108697811897774,2.658136048799191,4.400460918951905,5.241888891099493,1.1055008528811339,0.10550085288113387,1.0035491928513751,0.003549192851375116,0.9864847336119065,-0.013515266388093528,0.9936205874779013,-0.006379412522098726,0.9880727542005475,-0.01192724579945248,1.0247896695700143,0.024789669570014272,1.1055008528811339,0.10550085288113387,1.0,1.4972254824764348
347,R82,ES41,Castilla_y_Leon,2001,ES,ES4,16536.95565381,1.890182308108792,1.389417714463501,3.4579672326612556,4.887069980988713,5.572528505321089,1.0682361391535011,0.06823613915350113,0.9656394386263442,-0.03436056137365584,0.9784966796076717,-0.021503320392328273,0.9914135896718229,-0.008586410328177085,0.982475084034082,-0.017524915965917987,1.0064653080848596,0.006465308084859567,1.0682361391535011,0.06823613915350113,1.0,0.6151625400784118
348,R83,ES42,Castillala_Mancha,2001,ES,ES4,10048.8305972,1.9662201325132957,1.585884282299637,3.461087591367755,4.771328464611228,5.429951850795388,1.0826086212928747,0.08260862129287472,0.9597679775423078,-0.040232022457692196,0.9811970442983563,-0.018802955701643698,0.9885560704235996,-0.011443929576400391,0.9779139116719515,-0.02208608832804848,0.9952136777783279,-0.004786322221672079,1.0826086212928747,0.08260862129287472,1.0,0.9553619570946831
349,R84,ES43,Extremadura,2001,ES,ES4,4690.6777486,2.0682667945935482,2.10489744508946,3.522773223452877,4.664560281109215,5.30934294610636,1.0699100794375915,0.06991007943759153,0.9632025566797003,-0.03679744332029966,0.9886316487692881,-0.011368351230711893,0.9891879262534022,-0.010812073746597761,0.9703800828756293,-0.02961991712437073,0.9638510360120296,-0.036148963987970406,1.0699100794375915,0.06991007943759153,1.0,0.6547850286120748
350,R85,ES51,Cataluna,2001,ES,ES5,52758.108961699996,1.395236005000527,3.4759851208466084,2.000000000000001,3.0168803429971933,4.489712844786712,1.1034606132204516,0.10346061322045164,1.000000000000012,1.199040866595169e-14,0.9842624362712933,-0.015737563728706716,1.0280827278061182,0.028082727806118202,0.9641026191441452,-0.03589738085585481,1.0134673520577107,0.013467352057710658,1.1034606132204516,0.10346061322045164,1.0,1.4489326172352872
351,R86,ES52,Comunidad_Valenciana,2001,ES,ES5,28164.848946,1.8926916098863276,1.4952356705924332,3.233239651449249,4.6477199467996115,5.34190775455044,1.1280201102316727,0.1280201102316727,0.9699046439266004,-0.030095356073399637,0.9813999657938128,-0.018600034206187166,0.9880325372894939,-0.011967462710506083,0.9855361555814787,-0.014463844418521332,1.0116025386352108,0.011602538635210768,1.1280201102316727,0.1280201102316727,1.0,2.0302606359037743
352,R87,ES53,Illes_Balears,2001,ES,ES5,7485.30495172,1.8867067340362123,1.6471788495107886,3.4135315544156106,4.591068433377427,5.133236569510084,1.0980819627261083,0.09808196272610825,0.9602960274375426,-0.03970397256245739,0.9810127449118429,-0.01898725508815713,0.9819895918166303,-0.01801040818336974,0.9737476663282248,-0.026252333671775152,0.995757845968392,-0.004242154031607992,1.0980819627261083,0.09808196272610825,1.0,1.3216189253645487
353,R88,ES61,Andalucia,2001,ES,ES6,39286.4617547,1.3146759268276087,2.1105095586591753,2.000000000000007,3.1165611186025424,4.688672528612511,1.0915053727570823,0.09150537275708226,1.0000000000000147,1.4654943925052066e-14,0.9948744924667821,-0.005125507533217943,0.9945477824167082,-0.005452217583291841,0.9859644055166517,-0.014035594483348346,0.9961099210733528,-0.003890078926647167,1.0915053727570823,0.09150537275708226,1.0,1.1659497756852149
354,R89,ES62,Region_de_Murcia,2001,ES,ES6,7396.33434272,2.026363421653013,1.6697202662896935,3.61210455587045,4.811869564373018,5.384895221236732,1.10069098785714,0.10069098785714004,0.9632281243288243,-0.03677187567117568,0.9901116799610752,-0.009888320038924814,0.9945681536802722,-0.005431846319727818,0.9718027754663665,-0.02819722453363349,0.9602107615751154,-0.039789238424884577,1.10069098785714,0.10069098785714004,1.0,1.383375052103872
355,R90,ES63,Ciudad_Autonoma_de_Ceuta_ES,2001,ES,ES6,359.721504934,1.4904103528378547,1.8136416627361074,1.0000000000000009,3.6619705144955064,5.173543942812058,1.0675744149087636,0.06757441490876359,1.0000000000000033,3.3306690738754696e-15,0.9933781185047195,-0.006621881495280535,1.027829522416628,0.02782952241662806,0.9715183339750477,-0.02848166602495228,0.9499434835630316,-0.0500565164369684,1.0675744149087636,0.06757441490876359,1.0,0.5994993999122098
