,Region,RegionCode,RegionName,T,Nuts0,Nuts1,sp61,tc,tc_ratio,tl_min,tl_mean,tl_max,sp61_n,sp61_d,tl_min_n,tl_min_d,tl_mean_n,tl_mean_d,tl_max_n,tl_max_d,tc_n,tc_d,tc_ratio_n,tc_ratio_d,sp61_resi_n,sp61_resi_d_alt,sp61_resi_d,sp61_resi,sp61_resi_alt,sp61_resi_regional,sp61_resi_regional_alt,sp61_resi_regional_alt_cont,key,tl_diff
729,R205,PT17,Lisboa,2002,PT,PT1,9.988477520569589,1.682769250479409,1.5184676943499826,2.3952770875592067,4.161253786110059,5.2459974814966275,1.1295804344855311,0.04906655612024746,0.7574945611117035,-0.24185780385700217,0.9159630600880831,-0.09092409048302674,0.9767818406648539,-0.026880261728092103,0.9142732578733759,-0.07848496546305939,0.9197216577527614,-0.05406174634597338,1.1295804344855311,0.12958043448553114,0.04906655612024746,1.0,1.0,1.0,1.0,0.48842160522581,PT172002,2.850720393937421
730,R206,PT18,Alentejo,2002,PT,PT1,8.47159620171153,1.7578020345646457,1.4821354448614006,2.456182092365516,4.610297478714417,5.573794750089026,1.0420664772790105,0.002844839512109676,0.7510808121495652,-0.24776382593471558,0.923903682594576,-0.0771504098715744,0.9358780615968473,-0.0559231456693553,0.8923774843860113,-0.1030475161375054,0.9307440500718244,-0.06328996089678385,1.0420664772790105,0.04206647727901047,0.002844839512109676,-1.0,-1.0,-1.0,0.0,-0.5168047252935309,PT182002,3.1176126577235097
731,R207,SE11,Stockholm,2002,SE,SE1,10.245860134911313,1.7745362288750708,1.6845164084851163,2.278514849416881,3.9624929581343697,4.795217554548406,0.953113192413179,0.10582520818862451,0.7114200780952491,-0.27882327133807194,0.9721332907014257,-0.005900143574106287,0.9576921998000366,-0.020101832895724092,1.011513429887574,0.023644247252338935,1.0230254031462382,0.013557600880441889,0.953113192413179,-0.046886807586820956,0.10582520818862451,1.0,-1.0,1.0,0.0,-1.5385638479247585,SE112002,2.516702705131525
732,R208,SE12,ostra_Mellansverige,2002,SE,SE1,9.575262978151011,1.7101585343338042,1.7046378155402064,2.2223024588816083,3.931333830423269,4.707567003149807,0.9976165344556068,0.03772979974155988,0.6638343343566677,-0.33001418359970236,0.9558824527665045,-0.042408997870017395,0.9907068012360701,-0.00875495990078523,0.9077371323200798,-0.07694124712506567,0.9062479995606363,-0.06461846773860946,0.9976165344556068,-0.0023834655443931707,0.03772979974155988,-1.0,1.0,-1.0,0.0,-1.027377602380105,SE122002,2.4852645442681984
733,R209,SE21,Sydsverige,2002,SE,SE2,9.410590196431192,1.7258739308654107,1.681236196968583,2.4944680786089304,4.190334673345085,4.920510906125829,0.9575820950891595,0.0509859350948666,0.7875315419664932,-0.20281487688423983,1.010829141558911,0.019583550967165353,0.9981796063135555,-0.002275100882439096,1.0131363565273852,0.03363016587528167,1.0334475568208132,0.04877774732411333,0.9575820950891595,-0.04241790491084052,0.0509859350948666,-1.0,-1.0,1.0,0.0,-1.487231937200818,SE212002,2.4260428275168984
734,R210,SE22,Norra_Mellansverige,2002,SE,SE2,8.963487520793583,1.6088479252094334,1.699956544587909,2.0938953438460595,3.7667658718352173,4.7347906420328805,0.9230925318490152,0.04387195173453351,0.6281393217562644,-0.371938469439658,0.9085805514171584,-0.08587542440771301,0.976379922698827,-0.024777766780194055,0.8468809682258046,-0.14561421479605385,0.8818835926132738,-0.13533299972937884,0.9230925318490152,-0.07690746815098481,0.04387195173453351,-1.0,-1.0,-1.0,0.0,-1.883395225935312,SE222002,2.640895298186821
735,R211,SE23,Mellersta_Norrland,2002,SE,SE2,8.25204307260111,1.5941016204419436,1.9890501962499711,1.9999999999999978,3.4688780683749654,4.405290666610227,0.9348560028768131,-0.04395467875086212,0.5463824313729403,-0.4506038477886296,0.801716485370454,-0.19784405430922258,0.882394753986316,-0.11338758453348285,0.6910284482055804,-0.3014083821925919,0.7233253613390166,-0.27496246910941413,0.9348560028768131,-0.06514399712318686,-0.04395467875086212,-1.0,-1.0,-1.0,0.0,-1.7482744841370788,SE232002,2.4052906666102296
736,R212,SE31,ovre_Norrland,2002,SE,SE3,8.5143918598535,1.607372798119976,1.6924962205871539,2.12997633605271,3.8635501798643914,4.746573696632623,0.9777590464332706,0.029591894300698862,0.6233811029901155,-0.3718999684402434,0.9207398303307001,-0.07639860755372219,0.9860376328778363,-0.005174679960009976,0.8394958571254091,-0.1341837962469018,0.8500643821608567,-0.10892192057114292,0.9777590464332706,-0.022240953566729393,0.029591894300698862,-1.0,1.0,-1.0,0.0,-1.255470017066816,SE312002,2.616597360579913
737,R213,SE32,Smaland_med_oarna,2002,SE,SE3,9.074582340040672,1.7710882293363823,1.7090409179181953,2.443314257639429,4.321132571934101,4.957035869621736,0.981337901451343,0.007364603754121735,0.7909436570196274,-0.2023871893433823,1.0277242802218065,0.017395340338358878,0.9900853832767966,-0.037540966624036276,1.022781186770005,0.03989714984897241,1.0344918841955453,0.07124034228848397,0.981337901451343,-0.01866209854865697,0.007364603754121735,-1.0,1.0,-1.0,0.0,-1.2143616109095223,SE322002,2.513721611982307
738,R214,SE33,Vastsverige,2002,SE,SE3,9.827215347799742,1.7922298027265096,1.6666053407573485,3.0796764952649145,4.494283648531605,5.184124142063258,0.9644648172628228,0.028211504985760083,0.9717317409930214,-0.024102394880701428,1.0666075071232355,0.068223625003486,1.034968239356613,0.025495254070055706,1.085439313881822,0.10774430620036846,1.1000589222266777,0.11625811117872598,0.9644648172628228,-0.03553518273717715,0.028211504985760083,-1.0,1.0,-1.0,0.0,-1.4081737643623005,SE332002,2.1044476467983433
739,R215,SI00,Slovenija,2002,SI,SI0,9.25109538952073,1.9476971624030401,1.5605189903879093,2.7258908662707215,4.571646870591964,5.751986562331765,1.124346568076362,0.07972452915692152,0.8113625345563671,-0.16884678904534223,1.0034930558884356,0.00809247650666034,1.0922197739007777,0.09180882507007082,1.0469432502650962,0.053214206014137844,1.0644822363227087,0.05381742708476844,1.124346568076362,0.12434656807636202,0.07972452915692152,0.0,0.0,1.0,1.0,0.42830296252174654,SI002002,3.0260956960610432
740,R216,SK01,Bratislavsky_kraj,2002,SK,SK0,8.244056858435826,2.236985157405925,1.4291467136563227,3.5166751204387525,5.317436001161141,7.0971836033869575,1.2103037226061586,0.14120849037927186,0.8518817813343187,-0.11497675929724338,0.9884391749525078,-0.008210266047014025,1.0324839407861046,0.002093364942665099,1.1060404182318344,0.07367452054965584,1.1358438161180953,0.07223286082895997,1.2103037226061586,0.2103037226061586,0.14120849037927186,1.0,1.0,1.0,1.0,1.4156471278183105,SK012002,3.580508482948205
741,R217,SK02,Zapadne_Slovensko,2002,SK,SK0,8.480426337911474,2.242160951501729,1.4529457446792688,2.786720919142404,5.4309255454115855,7.8308560408789445,1.1379375695735028,0.06282386749218882,0.6728143817069104,-0.33632518900333863,0.9892772870059889,-0.0288502837787723,1.1398428168694006,0.11494076461386427,1.0735577545512622,0.030996287085015117,1.1228133131179006,0.05087978849407904,1.1379375695735028,0.13793756957350278,0.06282386749218882,-1.0,-1.0,1.0,1.0,0.5844155758596762,SK022002,5.044135121736541
742,R218,SK03,Stredne_Slovensko,2002,SK,SK0,8.033153401763695,2.1901882793763203,1.4934915770530326,2.8339343492517592,5.204507124059248,6.870863989868161,1.2719819622818764,0.13578766463709813,0.7144527869539432,-0.29055674981881685,0.9610834254418039,-0.05877667306539358,1.030328239702008,-0.021784277043128464,0.9969697990009129,-0.033976235939067956,0.9910634861998302,-0.05303786039432801,1.2719819622818764,0.27198196228187643,0.13578766463709813,1.0,1.0,1.0,1.0,2.124112297503205,SK032002,4.0369296406164015
743,R219,SK04,Vychodne_Slovensko,2002,SK,SK0,8.070062533460671,2.1443510755756736,1.4550229977129057,2.968068058963258,5.272887142054349,6.744077038953794,1.2280984756465272,0.09884551630151228,0.7323931614897824,-0.2696974028849378,0.9778794071567782,-0.03636216932293945,1.0089756942307235,-0.03671297212766511,1.0047285972020656,-0.024481159628757743,1.0310884606629285,-0.020302761141861803,1.2280984756465272,0.2280984756465272,0.09884551630151228,-1.0,1.0,1.0,1.0,1.6200460016922802,SK042002,3.776008979990536
744,R220,UKC1,Tees_Valley_and_Durham,2002,UK,UKC,8.962129736647647,1.5603625335734836,1.6776989953561043,2.23976847286243,3.6351096391041766,4.980946134230834,0.9363178665858694,0.024163506221187125,0.6413720715654646,-0.3731664745933484,0.880005987825447,-0.11016724266097022,0.949647449704015,-0.01232175244780076,0.8467895227215679,-0.15625613421358187,0.8716114664555886,-0.14559609941775398,0.9363178665858694,-0.06368213341413065,0.024163506221187125,-1.0,-1.0,-1.0,0.0,-1.731482832395104,UKC12002,2.741177661368404
745,R221,UKC2,Northumberland_Tyne_and_Wear,2002,UK,UKC,9.42056185535821,1.5458659694234873,1.554145576540368,2.36860873491635,3.6802472596855487,5.188167041178961,1.2520674951385495,0.1452079267458053,0.6913315279974853,-0.3050971326723466,0.898454738595846,-0.10791335753364917,1.0024856479367346,-0.008796758880355027,0.8565390430721856,-0.13619478432493226,0.8332490234870112,-0.1430683023504864,1.2520674951385495,0.25206749513854954,0.1452079267458053,1.0,1.0,1.0,1.0,1.895365393926516,UKC22002,2.8195583062626106
746,R222,UKD1,Cumbria,2002,UK,UKD,8.336820449064696,1.671101042764757,1.8207588279194034,2.3150398920401374,3.6897881910604875,4.903473719851215,1.0373308143563316,-0.011185456806490635,0.7046428832476732,-0.3119513657806616,0.9136282764952355,-0.09247622342783246,0.9342040197292644,-0.05759270027171337,0.8725681254948161,-0.12326249124233535,0.8753779340555115,-0.10046280336906566,1.0373308143563316,0.037330814356331565,-0.011185456806490635,-1.0,-1.0,-1.0,0.0,-0.5712007692423505,UKD12002,2.5884338278110777
747,R223,UKD2,Cheshire,2002,UK,UKD,9.372933582208075,1.6243013218339395,1.610766504554559,2.2857792018396066,3.732110444559357,5.292133119540043,1.1120787068731206,0.061090567872264856,0.625164634209391,-0.3719809193856888,0.8648503782600433,-0.13355855076143308,0.9428018237607201,-0.05188835238873735,0.8388349012012853,-0.1542485682833058,0.85635474448573,-0.1409336169133305,1.1120787068731206,0.1120787068731206,0.061090567872264856,-1.0,1.0,1.0,1.0,0.28738855875923336,UKD22002,3.006353917700437
748,R224,UKD3,Greater_Manchester,2002,UK,UKD,10.110884659815175,1.5776120654412187,1.63213540132552,2.3954912931204397,3.7930841102553496,5.161764748241307,1.0749464890895692,0.04573763018367982,0.7307819820532488,-0.25531284242989205,0.9242520967841668,-0.06500055567031682,0.9608385793824137,-0.021381328815683665,0.9128256791588509,-0.06385659581671765,0.9200308008360447,-0.059448438412683435,1.0749464890895692,0.07494648908956925,0.04573763018367982,-1.0,-1.0,1.0,0.0,-0.13912949868067367,UKD32002,2.766273455120867
749,R225,UKD4,Lancashire,2002,UK,UKD,9.471520306651929,1.6655777053712335,1.7002167150562486,2.2625952653670334,3.7705747031776324,5.123026335159773,1.0673973349189703,0.04578628294677145,0.6580100549730903,-0.34503064660136196,0.8942615093906333,-0.10405753406276574,0.9488986993901555,-0.040100604558501396,0.8703118255394469,-0.12012277101173185,0.8704226404452422,-0.1125962790841567,1.0673973349189703,0.06739733491897026,0.04578628294677145,-1.0,-1.0,1.0,0.0,-0.225842621794601,UKD42002,2.8604310697927398
750,R226,UKD5,Merseyside,2002,UK,UKD,9.361755031102597,1.571092171775252,1.7506585200396414,2.390463761506134,3.6663848139431714,4.937211864865262,1.0759920539888748,0.11055152552476932,0.7095420366298328,-0.2870792580320811,0.8916840376869183,-0.09068111987076155,0.951080364706939,0.000719584461842282,0.8614585346584435,-0.12798649557240394,0.8750261505392473,-0.12865499332970975,1.0759920539888748,0.07599205398887476,0.11055152552476932,1.0,-1.0,1.0,0.0,-0.1271196501879535,UKD52002,2.5467481033591275
751,R227,UKE1,East_Riding_and_North_Lincolnshire,2002,UK,UKE,8.993100043839657,1.673737795110633,1.7668729831026169,2.2238190234395234,3.7681054349571133,5.107916092702284,1.1148389417201074,0.10351774569596506,0.6273342394928931,-0.37413202519648436,0.9038968185695894,-0.09172026910725728,0.9647490425058697,-0.01989485651900169,0.8599396191821193,-0.130545479760787,0.8589729738229717,-0.13427548903402808,1.1148389417201074,0.11483894172010745,0.10351774569596506,1.0,1.0,1.0,1.0,0.3190939099417926,UKE12002,2.884097069262761
752,R228,UKE2,North_Yorkshire,2002,UK,UKE,9.066828796357447,1.6207299205804397,1.619015141727718,2.2717307630872217,3.7760262031424188,5.289328950017849,1.127120911659712,0.15468303480560475,0.6434286153794565,-0.3464970313401219,0.8963073787892242,-0.09141624967496187,0.9685190719493445,0.0015272330586946214,0.8542383836384847,-0.13805816522561787,0.8606660892645633,-0.15343605888657497,1.127120911659712,0.12712091165971207,0.15468303480560475,1.0,1.0,1.0,1.0,0.46017037326297916,UKE22002,3.017598186930627
753,R229,UKE3,South_Yorkshire,2002,UK,UKE,9.177991629789268,1.5865548594203556,1.7397506365802142,2.1817913170303527,3.602638642369471,5.065604877260057,1.1460576757996765,0.1038874528003626,0.6344427654720387,-0.36866377298573416,0.8829708114370362,-0.11543498780412953,0.9832784258932425,-0.012020938504664125,0.8494929325162681,-0.14503184046166429,0.846298462187252,-0.14294772893278085,1.1460576757996765,0.14605767579967655,0.1038874528003626,1.0,1.0,1.0,1.0,0.6776869218908178,UKE32002,2.8838135602297044
754,R230,UKE4,West_Yorkshire,2002,UK,UKE,9.94685247027246,1.5852788018142594,1.645640042657947,2.273560474807433,3.7621559036583974,5.093565093209469,1.095473086209421,0.0780127905335477,0.6835120155720804,-0.3120663350746693,0.9030343169534305,-0.09230760451455033,0.9525495681559838,-0.04119909929365462,0.8886048950052069,-0.10087184568847918,0.8852814455086593,-0.09601769372573898,1.095473086209421,0.09547308620942108,0.0780127905335477,1.0,1.0,1.0,1.0,0.09664861671347398,UKE42002,2.820004618402036
755,R231,UKF1,Derbyshire_and_Nottinghamshire,2002,UK,UKF,9.827648580661466,1.5971981661901762,1.677056318139996,2.204819347595483,3.737984672629721,5.169276774619597,1.0659445568335602,0.06082983607162018,0.6538001108308372,-0.33830938918314335,0.8871004303631415,-0.10221066945238566,0.9441994308133073,-0.03003467209955657,0.8703728285585041,-0.1151563832313921,0.8852200445029146,-0.110337816573856,1.0659445568335602,0.06594455683356015,0.06082983607162018,-1.0,-1.0,1.0,0.0,-0.24252991180491842,UKF12002,2.9644574270241137
756,R232,UKF2,Leicestershire_Rutland_and_Northants,2002,UK,UKF,9.661954072824841,1.6656316709200953,1.6594386712026892,2.220047342381494,3.7461807456010527,5.049496667052331,1.0448444104097911,0.049305814332029074,0.6416411433619776,-0.36146883475060065,0.8886862225874989,-0.10784038175057342,0.9648585702921245,-0.03177004777804271,0.869867139641743,-0.12009709699693893,0.8719625668935542,-0.11722483997861988,1.0448444104097911,0.04484441040979115,0.049305814332029074,-1.0,-1.0,1.0,0.0,-0.4848960833280789,UKF22002,2.829449324670837
757,R233,UKF3,Lincolnshire,2002,UK,UKF,8.623617138167928,1.6102287188548041,1.719706452731256,2.243163629906152,3.697976251729275,5.072986993545068,1.1982388426974253,0.08456543370527925,0.6571398642605858,-0.3323970994334836,0.8965582611250028,-0.09422421119045066,0.9713435475318041,-0.014867563652468774,0.8502336515258369,-0.14493096990793664,0.8425223596229036,-0.1409371728740212,1.1982388426974253,0.1982388426974253,0.08456543370527925,1.0,1.0,1.0,1.0,1.2770642623424384,UKF32002,2.8298233636389156
758,R234,UKG1,Herefordshire_Worcestershire_and_Warks,2002,UK,UKG,9.45282442983542,1.7002673481093362,1.7416509085577463,2.232992198818071,3.7473792667868517,5.151181109551804,1.023086419327562,0.03958910462581233,0.6370517046903237,-0.3647443950957425,0.886871874886264,-0.10929348624726454,0.9569670254047105,-0.036824216483646977,0.8773732758518786,-0.11465540143759945,0.8845052323225122,-0.11008829336865056,1.023086419327562,0.023086419327561947,0.03958910462581233,-1.0,-1.0,-1.0,0.0,-0.7348185669320102,UKG12002,2.918188910733733
759,R235,UKG2,Shropshire_and_Staffordshire,2002,UK,UKG,9.46555900448811,1.6858914065972688,1.7898300716502844,2.2333918197898255,3.720866198156888,5.0131697467213945,1.0850887854594153,0.07757346991128178,0.6378403563801386,-0.36986139978347243,0.89508395400394,-0.10308783850772907,0.9704340732344946,-0.021686475140380246,0.8681286697274857,-0.12759942001793556,0.8678250501798375,-0.12274318458638778,1.0850887854594153,0.08508878545941534,0.07757346991128178,1.0,1.0,1.0,0.0,-0.02263032885293368,UKG22002,2.779777926931569
760,R236,UKG3,West_Midlands,2002,UK,UKG,10.177256415347145,1.620704703816737,1.6808068255098405,2.3670104326236174,3.7212364748340154,5.22378876531111,1.0627589239425232,0.05772424529894149,0.722864852102541,-0.2626877313793886,0.9095280101184124,-0.07563917700187828,0.9740393354362726,0.0005327501812203428,0.9440633518041887,-0.03238368890679222,0.9514819627027544,-0.032945712678742245,1.0627589239425232,0.06275892394252325,0.05772424529894149,-1.0,-1.0,1.0,0.0,-0.2791215843067322,UKG32002,2.856778332687493
761,R237,UKH1,East_Anglia,2002,UK,UKH,10.132575111105313,1.5584692343800286,1.4565664545797303,2.000000000000005,3.6412963208238116,5.225769266806347,1.104590358551367,0.07027940442530278,0.5894143561836825,-0.40032306741324886,0.8618704103648486,-0.12849583037722723,0.9448221873784722,-0.04304200245228251,0.8793080550149669,-0.10212803664023629,0.8811021809618167,-0.10479513915937921,1.104590358551367,0.104590358551367,0.07027940442530278,1.0,1.0,1.0,1.0,0.20137388012502158,UKH12002,3.2257692668063425
762,R238,UKH2,Bedfordshire_Hertfordshire,2002,UK,UKH,10.011634251448497,1.5945531094414214,1.5586192845824824,2.0000000000000027,3.573713367819758,5.112211313821334,1.0927614082049097,0.07825811731253007,0.5958833518273783,-0.39726053092741354,0.8643056872965281,-0.12257723587398273,0.9473918774225374,-0.02749304688637577,0.9114176647604548,-0.07025276999762198,0.9093197230944072,-0.0741156326047182,1.0927614082049097,0.09276140820490975,0.07825811731253007,1.0,1.0,1.0,1.0,0.06550101218232118,UKH22002,3.112211313821331
763,R239,UKH3,Essex,2002,UK,UKH,9.728877880677038,1.5921582302992396,1.5035599669076163,2.2836458423488697,3.7564294567215497,5.220480161075232,1.0388608577062024,0.03475938471626083,0.648442470010158,-0.35070818298990003,0.8673075729618187,-0.1208006225739443,0.9219596449285913,-0.04883295297254464,0.8667331448679351,-0.12150076563845702,0.8847924294231074,-0.10769425143805778,1.0388608577062024,0.0388608577062024,0.03475938471626083,-1.0,-1.0,-1.0,0.0,-0.5536259741899839,UKH32002,2.936834318726362
