,Region,RegionCode,RegionName,T,Nuts0,Nuts1,sp61,tc,tc_ratio,tl_min,tl_mean,tl_max,sp61_n,sp61_d,tl_min_n,tl_min_d,tl_mean_n,tl_mean_d,tl_max_n,tl_max_d,tc_n,tc_d,tc_ratio_n,tc_ratio_d,sp61_resi_n,sp61_resi_d_alt,sp61_resi_regional_alt,sp61_resi_regional_alt_cont,key,tl_diff
2498,R105,FR30,Nord__PasdeCalais,2009,FR,FR3,10.466960556275046,1.4679907777214338,1.4728554052893938,2.668440437845565,4.0158634486288936,4.922513257096384,0.9848797722032334,-0.015120227796766583,0.909670452261563,-0.09032954773843704,0.9709638442171825,-0.029036155782817485,0.9861206722321688,-0.013879327767831184,0.9364157895265688,-0.06358421047343121,0.9543482327167221,-0.04565176728327791,0.9848797722032334,-0.015120227796766583,1.0,0.7766073952474061,FR302009,2.2540728192508186
2499,R106,FR41,Lorraine,2009,FR,FR4,9.963817268908462,1.5382035637009606,1.490671861197257,2.737596945580454,4.108038858999357,4.929675581549465,1.0205299289797305,0.020529928979730494,0.9222774815771038,-0.07772251842289624,0.9833506123551488,-0.016649387644851243,0.9972162918137685,-0.002783708186231526,0.9452534361086508,-0.05474656389134924,0.9421033555363286,-0.057896644463671376,1.0205299289797305,0.020529928979730494,1.0,1.3033178052481795,FR412009,2.192078635969011
2500,R107,FR42,Alsace,2009,FR,FR4,9.837112163242061,1.492572887975193,1.4119162948475517,2.6912630426469724,4.022947037373392,5.058207065829788,1.0603610048962815,0.06036100489628149,0.9162860800671412,-0.08371391993285882,0.9902986956885714,-0.009701304311428571,1.038068101708001,0.0380681017080009,0.939942126788567,-0.060057873211432966,0.9197996347739105,-0.08020036522608953,1.0603610048962815,0.06036100489628149,1.0,1.891798873039992,FR422009,2.366944023182816
2501,R108,FR43,FrancheComte,2009,FR,FR4,9.24446387641254,1.5562514715198335,1.545784661686082,2.719411053130047,4.029496629756678,5.136163303910311,1.0289900976797945,0.028990097679794546,0.9241545417960924,-0.07584545820390765,0.9914952199476365,-0.008504780052363548,1.0582372831678624,0.058237283167862364,0.9451332686792748,-0.05486673132072517,0.9168209459395815,-0.08317905406041848,1.0289900976797945,0.028990097679794546,1.0,1.4283118958106138,FR432009,2.416752250780264
2502,R109,FR51,Pays_de_la_Loire,2009,FR,FR5,10.476753820090458,1.5257068098602369,1.440558366739404,2.7148265902127386,4.076155738600478,4.930987284926258,0.9600773182466947,-0.03992268175330527,0.9217307307225849,-0.07826926927741507,0.9742774838535598,-0.025722516146440166,0.9848514106958387,-0.015148589304161297,0.9433112492686879,-0.056688750731312076,0.9534755714519213,-0.0465244285480787,0.9600773182466947,-0.03992268175330527,1.0,0.4101655090482897,FR512009,2.216160694713519
2503,R110,FR52,Bretagne,2009,FR,FR5,10.33075619206297,1.5332274270764954,1.4636197367710067,2.7174184877545713,4.058909833844983,4.863158441529203,0.9663042330669532,-0.03369576693304677,0.922844667171897,-0.07715533282810305,0.9749966547293499,-0.025003345270650068,0.987963791933298,-0.012036208066702025,0.9492151901726589,-0.050784809827341126,0.9571592210247384,-0.04284077897526162,0.9663042330669532,-0.03369576693304677,1.0,0.502164567525937,FR522009,2.1457399537746316
2504,R111,FR53,PoitouCharentes,2009,FR,FR5,9.717148879836232,1.5469492303371528,1.50258210503853,2.721567151143377,4.075868972809182,5.031134421993497,1.0071817594977077,0.007181759497707718,0.9219349227794137,-0.07806507722058631,0.9816648172932281,-0.018335182706771924,1.0397853939808186,0.039785393980818595,0.94431450260962,-0.05568549739037998,0.9430106083612841,-0.05698939163871586,1.0071817594977077,0.007181759497707718,1.0,1.1061063353319778,FR532009,2.3095672708501196
2505,R112,FR61,Aquitaine,2009,FR,FR6,10.451589551884512,1.524946327381343,1.4446109817969948,2.6905672037202417,4.0850565325980615,4.834754652127968,1.0248730325291864,0.02487303252918638,0.9051622347100624,-0.09483776528993759,0.9704993193345275,-0.029500680665472512,0.9821914360397738,-0.01780856396022623,0.9462910034065504,-0.05370899659344963,0.9515682350679489,-0.04843176493205115,1.0248730325291864,0.02487303252918638,1.0,1.3674846437154324,FR612009,2.144187448407726
2506,R113,FR62,MidiPyrenees,2009,FR,FR6,10.288102750335174,1.5008463481103784,1.4475916476956947,2.676269900513526,4.029729920539869,5.0888192636364336,1.0200645506122665,0.02006455061226653,0.91018348511546,-0.08981651488454001,0.9794631393949661,-0.020536860605033902,1.0403668998680544,0.04036689986805442,0.9406855519436369,-0.0593144480563631,0.9362522393260826,-0.06374776067391741,1.0200645506122665,0.02006455061226653,1.0,1.2964421095178866,FR622009,2.4125493631229076
2507,R114,FR63,Limousin,2009,FR,FR6,8.794974285513312,1.5542331013961195,1.5877304519076698,2.707908720391336,4.049843523143415,5.144490241584927,1.0117757744217402,0.01177577442174016,0.9209761167062619,-0.0790238832937381,0.98224760315246,-0.017752396847540042,1.068918058323368,0.06891805832336795,0.9367437706786448,-0.06325622932135522,0.9352241020108398,-0.06477589798916017,1.0117757744217402,0.01177577442174016,1.0,1.1739802439758253,FR632009,2.4365815211935913
2508,R115,FR71,RhoneAlpes,2009,FR,FR7,11.147689573452352,1.5435300169006305,1.37429977114334,2.7034085294093617,4.153322607480945,5.154223884118395,1.0024619379679076,0.0024619379679076125,0.9108456069944579,-0.08915439300554207,0.982575402015147,-0.017424597984852963,0.9904973157338898,-0.009502684266110228,0.9421755183689217,-0.05782448163107834,0.932098431071843,-0.06790156892815702,1.0024619379679076,0.0024619379679076125,1.0,1.036373706982629,FR712009,2.4508153547090337
2509,R116,FR72,Auvergne,2009,FR,FR7,9.421422806043044,1.7685811925239383,1.7267913655461418,2.7448441023153998,4.158831108678599,5.136514305344221,0.996416432567781,-0.0035835674322189925,0.9249441952245514,-0.0750558047754486,0.9861575788174013,-0.013842421182598708,1.0379623130669973,0.037962313066997266,0.9408209139264987,-0.05917908607350131,0.9047740143354656,-0.09522598566453444,0.996416432567781,-0.0035835674322189925,1.0,0.9470548675753973,FR722009,2.3916702030288213
2510,R117,FR81,LanguedocRoussillon,2009,FR,FR8,10.161642765397387,1.666229118814519,1.5695216411425161,2.713274801237553,4.2264369037319955,5.053215951612299,1.0280188354065354,0.02801883540653538,0.9105531300271749,-0.08944686997282514,0.980036709134881,-0.019963290865119054,1.0108093338968354,0.01080933389683536,0.9473496308673598,-0.05265036913264021,0.9224846184829374,-0.07751538151706261,1.0280188354065354,0.02801883540653538,1.0,1.4139620584908552,FR812009,2.339941150374746
2511,R118,FR82,ProvenceAlpesCote_d_Azur,2009,FR,FR8,10.887839034173528,1.6356889489225506,1.4854134765845215,2.696548452512764,4.197211704296557,5.018997580244078,0.9707927929085776,-0.029207207091422438,0.9114295502755938,-0.0885704497244062,0.9675425330766037,-0.03245746692339635,0.9837581961632705,-0.016241803836729463,0.9406382059399511,-0.059361794060048934,0.9439293257258142,-0.05607067427418577,0.9707927929085776,-0.029207207091422438,1.0,0.5684804384298645,FR822009,2.322449127731314
2512,R119,FR83,Corse,2009,FR,FR8,8.069229304882349,1.5793226413947776,1.6255723899338153,0.9999999999999993,3.894736454516874,4.873596807237562,1.1566661091167858,0.1566661091167858,1.0000000000000002,2.220446049250313e-16,0.9661970723836794,-0.033802927616320644,0.9731508379706788,-0.026849162029321194,0.9337300642014325,-0.06626993579856755,0.9096320558568789,-0.0903679441431211,1.1566661091167858,0.1566661091167858,1.0,3.3146509869075595,FR832009,3.873596807237563
2513,R120,GR11,Anatoliki_Makedonia_Thraki,2009,GR,GR1,8.55916608355776,1.9753590138633494,2.110555357169605,3.2812570960720144,4.67440007847889,6.904013209304309,1.0860497265933133,0.08604972659331334,1.0156048166590523,0.015604816659052334,0.9875923185190815,-0.012407681480918531,1.0633527664548763,0.06335276645487631,0.9727652412211901,-0.027234758778809876,0.9537006902476081,-0.04629930975239194,1.0860497265933133,0.08604972659331334,1.0,2.2713348515846814,GR112009,3.6227561132322945
2514,R121,GR12,Kentriki_Makedonia,2009,GR,GR1,9.72856999697887,1.9214365895041838,2.1381708133687214,3.2517886931781654,4.2736400149077385,5.31964964920701,0.9858234466546799,-0.014176553345320086,0.9813472195420524,-0.018652780457947604,0.9351700572200397,-0.06482994277996035,0.9394463508829112,-0.060553649117088826,0.944306694528127,-0.05569330547187301,0.9904264580721752,-0.00957354192782478,0.9858234466546799,-0.014176553345320086,1.0,0.7905496384847857,GR122009,2.0678609560288446
2515,R122,GR13,Dytiki_Makedonia,2009,GR,GR1,8.076518128791413,1.9408097246997364,2.072528589930141,3.2262571029292326,4.762783449860988,5.539149244248794,0.9144074621151189,-0.08559253788488108,0.9626233676150356,-0.03737663238496436,0.9826787820461652,-0.01732121795383479,0.9985113061715065,-0.0014886938284934814,0.9454117317318363,-0.05458826826816365,1.033099658243846,0.033099658243846086,0.9144074621151189,-0.08559253788488108,0.0,-0.26458015332133933,GR132009,2.312892141319561
2516,R123,GR14,Thessalia,2009,GR,GR1,8.691386825401215,1.999525731748872,2.4155898105594527,3.2715372404883176,4.445653206256222,5.496157406819243,0.9046755769701545,-0.09532442302984545,0.9834079849904563,-0.01659201500954366,0.9378075864878248,-0.06219241351217519,0.9888643940464158,-0.011135605953584204,0.9516657485530358,-0.04833425144696424,1.0782591226851335,0.07825912268513346,0.9046755769701545,-0.09532442302984545,0.0,-0.4083631175007266,GR142009,2.2246201663309257
2517,R124,GR21,Ipeiros,2009,GR,GR2,7.793615523042469,1.9006447679981489,2.5055049414438773,3.1498934890810624,4.215996845844861,6.570661676501472,0.8626608300483768,-0.1373391699516232,0.9552510972890983,-0.044748902710901706,0.9460636217125652,-0.053936378287434805,1.1198873899870712,0.11988738998707116,0.9254965569358614,-0.07450344306413859,1.1071136592310644,0.10711365923106442,0.8626608300483768,-0.1373391699516232,0.0,-1.029106659134675,GR212009,3.4207681874204097
2518,R125,GR22,Ionia_Nisia,2009,GR,GR2,7.883697392217204,1.9494838831053631,2.2532756486452095,3.24049420612215,4.285232727339829,5.403321991498661,0.9187660861015062,-0.08123391389849377,0.9566232886435604,-0.04337671135643961,0.9140145491132222,-0.08598545088677778,1.0024774139373458,0.002477413937345796,0.9282267286872946,-0.07177327131270539,1.0482351592348602,0.048235159234860214,0.9187660861015062,-0.08123391389849377,0.0,-0.20018400939125808,GR222009,2.162827785376511
2519,R126,GR23,Dytiki_Ellada,2009,GR,GR2,8.654527609208333,1.8847838030395798,2.151079258499416,3.16954495092321,4.282576146822551,5.159035888679836,0.9514116644963785,-0.048588335503621516,0.9809816508695705,-0.019018349130429546,0.9371924956915958,-0.0628075043084042,0.9597126678313559,-0.04028733216864411,0.954220170712742,-0.04577982928725799,1.0287603260365632,0.0287603260365632,0.9514116644963785,-0.048588335503621516,1.0,0.2821354959302859,GR232009,1.9894909377566257
2520,R127,GR24,Sterea_Ellada,2009,GR,GR2,8.707564328287845,2.0005414473000696,2.078370657840035,3.2845260966721725,4.55995793231567,5.634774772736117,0.9264129206690005,-0.0735870793309995,0.9914140053463486,-0.008585994653651396,0.9513419169897928,-0.04865808301020724,0.9945244872336539,-0.005475512766346058,0.9862146240374569,-0.013785375962543145,1.0812675125385656,0.08126751253856557,0.9264129206690005,-0.0735870793309995,0.0,-0.08720645937643473,GR242009,2.3502486760639445
2521,R128,GR25,Peloponnisos,2009,GR,GR2,8.699274167371277,2.0003613226664316,1.9128451695019422,3.339623308912844,4.836374637882048,5.857620832299822,1.0496060506400102,0.049606050640010224,1.027167378369587,0.027167378369586936,0.9776850799809569,-0.022314920019043116,1.0252262722314986,0.025226272231498648,1.0052236055110502,0.005223605511050167,1.0045275372106262,0.0045275372106261536,1.0496060506400102,0.049606050640010224,1.0,1.7329006555265483,GR252009,2.5179975233869776
2522,R129,GR30,Attiki,2009,GR,GR3,11.06841546968201,1.8748032746134997,1.858485398691154,3.368186584634947,4.453387283555762,5.494280511550213,1.0395016952277585,0.03950169522775848,1.0236585084340668,0.023658508434066805,0.9952381197630331,-0.004761880236966887,0.9858716673666266,-0.01412833263337343,0.9736235750882131,-0.026376424911786933,0.9606977172839586,-0.039302282716041415,1.0395016952277585,0.03950169522775848,1.0,1.5836146589642748,GR302009,2.126093926915266
2523,R130,GR41,Voreio_Aigaio,2009,GR,GR4,7.578799135774916,1.9280119391209398,2.265520107003749,0.9999999999999989,3.9138097779085324,5.122639082814282,0.9413418895933855,-0.058658110406614505,0.300202578255316,-0.6997974217446841,0.805106475519453,-0.19489352448054698,0.8730899861752093,-0.12691001382479072,0.9280234695572934,-0.07197653044270658,1.0337840856918328,0.03378408569183278,0.9413418895933855,-0.058658110406614505,1.0,0.13336040635571253,GR412009,4.122639082814283
2524,R131,GR42,Notio_Aigaio,2009,GR,GR4,8.53330351898994,1.9724224791012848,1.8889808133700259,3.4857136266953592,4.460485456760533,5.545639775137846,0.9425929882706164,-0.05740701172938356,0.9507937378508464,-0.04920626214915358,0.8924572732436625,-0.10754272675633747,0.9238009488981106,-0.0761990511018894,0.936281534521776,-0.06371846547822402,1.0879061843304607,0.08790618433046071,0.9425929882706164,-0.05740701172938356,1.0,0.1518446644016735,GR422009,2.0599261484424867
2525,R132,GR43,Kriti,2009,GR,GR4,8.80407781043133,1.9297456458452804,2.0740208428637756,3.302553402361926,4.366556515856759,5.326246571836174,0.9743333232883397,-0.02566667671166034,0.9681980705660043,-0.031801929433995735,0.9539310663000168,-0.04606893369998322,0.9990645947233215,-0.0009354052766784582,0.9424531380061065,-0.05754686199389347,0.988830265768339,-0.01116973423166101,0.9743333232883397,-0.02566667671166034,1.0,0.620789723340895,GR432009,2.023693169474248
2526,R133,HU10,KozepMagyarorszag,2009,HU,HU1,9.957743940220467,2.0013591742313266,1.6297385777768485,3.6739427051855547,4.883483198175086,6.115865100730795,0.9055021925953147,-0.09449780740468527,1.0192023266142531,0.01920232661425314,0.9858877488907886,-0.014112251109211438,0.9603737930804032,-0.03962620691959684,0.9364708135136489,-0.06352918648635109,0.9052980193225745,-0.09470198067742552,0.9055021925953147,-0.09449780740468527,0.0,-0.39615035059563974,HU102009,2.44192239554524
2527,R134,HU21,KozepDunantul,2009,HU,HU2,8.227532330867877,2.2945734500603505,2.1878781956634348,3.57290640895949,4.795011324535251,5.981238270266856,0.7705548653223279,-0.22944513467767214,1.0106275544261067,0.010627554426106745,0.9719552286139403,-0.028044771386059653,0.9505657135289125,-0.049434286471087496,0.9457190227617323,-0.05428097723826775,0.9384482260271746,-0.06155177397282541,0.7705548653223279,-0.22944513467767214,0.0,-2.3899189200321387,HU212009,2.4083318613073663
2528,R135,HU22,NyugatDunantul,2009,HU,HU2,8.301812459141921,2.1768865662396824,1.9104903591372737,3.5633415519015523,4.873495663181523,6.101076710871535,0.8348494344489078,-0.1651505655510922,1.0138693299551425,0.013869329955142451,0.9789661038285685,-0.021033896171431476,0.959474736596457,-0.04052526340354301,0.9376864967627551,-0.06231350323724494,0.9136066713066842,-0.08639332869331584,0.8348494344489078,-0.1651505655510922,0.0,-1.4400039146706538,HU222009,2.5377351589699826
2529,R136,HU23,DelDunantul,2009,HU,HU2,7.917492779263485,2.187818041547072,1.968534052007134,3.579221882766891,4.860491956515164,6.041066628059223,0.8858196220321517,-0.1141803779678483,1.0105470338644162,0.010547033864416244,0.9854059353537338,-0.014594064646266225,0.9648866592712483,-0.03511334072875172,0.9382281555937876,-0.06177184440621242,0.9081920797788222,-0.09180792022117779,0.8858196220321517,-0.1141803779678483,0.0,-0.6869489262144536,HU232009,2.461844745292332
2530,R137,HU31,eszakMagyarorszag,2009,HU,HU3,8.012321957606025,2.23793478335064,2.110765583324411,3.5785668918475975,4.826904751387851,6.000217976851138,0.8446023089845877,-0.15539769101541234,1.012204827684337,0.01220482768433695,0.9800006563459444,-0.019999343654055646,0.9520614655338113,-0.047938534466188676,0.9446629815146872,-0.055337018485312806,0.9231160216849652,-0.0768839783150348,0.8446023089845877,-0.15539769101541234,0.0,-1.2959108444050933,HU312009,2.4216510850035404
2531,R138,HU32,eszakAlfold,2009,HU,HU3,8.34310062253637,2.1802689008449976,1.9029304115314696,3.603589125211816,4.955383409473966,6.103753018458003,0.9173980123509538,-0.08260198764904625,1.0078437874114494,0.007843787411449421,0.987700179288548,-0.01229982071145197,0.9627485534227885,-0.03725144657721147,0.9455418912329241,-0.05445810876707591,0.9084402664004949,-0.09155973359950509,0.9173980123509538,-0.08260198764904625,0.0,-0.22039650636798513,HU322009,2.5001638932461874
2532,R139,HU33,DelAlfold,2009,HU,HU3,8.200086559220187,2.197803195637775,1.9519202222959668,3.597323372205469,4.9003384465317925,6.032208574963475,0.8397134354743808,-0.16028656452561918,1.0032660238275495,0.00326602382754948,0.9803841352561469,-0.01961586474385313,0.9593949531188702,-0.04060504688112976,0.9536195794211876,-0.04638042057881242,0.9495739172671002,-0.050426082732899835,0.8397134354743808,-0.16028656452561918,0.0,-1.3681411178130516,HU332009,2.434885202758006
2533,R140,IE01,Border_Midlands_and_Western,2009,IE,IE0,9.507852124833779,1.8842055337507735,1.6999775844238325,3.280087178354654,4.567448048321429,5.3484247218799545,0.92238130414045,-0.07761869585954995,0.9860302980997984,-0.013969701900201636,0.9901488246166672,-0.0098511753833328,0.9882413103880033,-0.011758689611996664,0.967330982956945,-0.032669017043055026,0.9615452519092356,-0.038454748090764435,0.92238130414045,-0.07761869585954995,0.0,-0.1467712575912534,IE012009,2.0683375435253004
2534,R141,IE02,Southern_and_Eastern,2009,IE,IE0,11.05739235960734,1.7566105407522357,1.4347642027617038,3.2753057000065167,4.583807359497242,5.505286002810339,0.8942472118696317,-0.10575278813036826,0.9830757589520984,-0.016924241047901578,0.9853177429805298,-0.014682257019470235,0.9991130627610342,-0.0008869372389658237,0.9739109451002174,-0.026089054899782638,0.9957413047848739,-0.004258695215126118,0.8942472118696317,-0.10575278813036826,0.0,-0.562436169469892,IE022009,2.2299803028038228
2535,R142,ITC1,Piemonte,2009,IT,ITC,11.04528415584624,2.006141388304145,1.3704403553967957,3.940194994410538,5.313252656250453,6.065232322180617,0.9233166599346181,-0.07668334006538191,1.6633728987736913,0.6633728987736913,1.0786154687987344,0.07861546879873438,1.029835338069152,0.029835338069152062,1.0444348836471313,0.04443488364713133,1.0083379564702417,0.008337956470241714,0.9233166599346181,-0.07668334006538191,0.0,-0.13295191769517642,ITC12009,2.1250373277700794
2536,R143,ITC2,Valle_dAosta_Vallee_dAoste,2009,IT,ITC,7.8217105817009775,2.7396016018318026,3.8082449909322666,3.336402626954663,5.011259528587073,5.871851909296347,1.045125758661548,0.04512575866154811,1.1004640402517036,0.10046404025170363,1.0567988070020529,0.056798807002052865,1.0632721575488842,0.06327215754888416,1.1133723243554416,0.11337232435544164,1.1499750118636038,0.14997501186360385,1.045125758661548,0.04512575866154811,1.0,1.6667069375102868,ITC22009,2.535449282341684
2537,R144,ITC3,Liguria,2009,IT,ITC,10.07170315689174,2.4655131982750325,3.1420958234431926,3.1506494312077318,4.954696965468109,5.748064190914865,0.9609241524125147,-0.03907584758748528,1.3262238398082669,0.32622383980826686,0.9906458391822578,-0.009354160817742208,0.9911659722660078,-0.008834027733992222,0.9201770052309843,-0.07982299476901566,0.7648365482577435,-0.2351634517422565,0.9609241524125147,-0.03907584758748528,1.0,0.4226769931766222,ITC32009,2.597414759707133
2538,R145,ITC4,Lombardia,2009,IT,ITC,12.00060953163922,1.9414096657554434,1.9520913898903087,3.132300174707294,4.456671181805166,5.404248159731941,0.9219926074539281,-0.07800739254607192,0.7998863207275375,-0.20011367927246249,0.851470103640873,-0.14852989635912694,0.9292250151057182,-0.0707749848942818,0.9485047531428149,-0.051495246857185095,1.3758936954053531,0.3758936954053531,0.9219926074539281,-0.07800739254607192,0.0,-0.15251402591643792,ITC42009,2.2719479850246476
2539,R146,ITD1,Provincia_Autonoma_BolzanoBozen,2009,IT,ITD,9.192422737918609,2.72065592102864,4.793051809431199,3.348768613392587,4.969807335604344,5.691210292145401,1.0508373585800035,0.05083735858000349,1.261830087789868,0.26183008778986805,0.9771847352181149,-0.022815264781885114,0.9937469778058942,-0.0062530221941058395,0.9464582031212758,-0.05354179687872418,0.770162103973501,-0.22983789602649896,1.0508373585800035,0.05083735858000349,1.0,1.7510925168969482,ITD12009,2.342441678752814
2540,R147,ITD2,Provincia_Autonoma_Trento,2009,IT,ITD,9.056373185230706,2.795965224899741,5.100109395638649,3.358833426763284,4.865958359595405,5.517748376948239,0.9947807481354283,-0.005219251864571728,1.1259882234401704,0.12598822344017035,0.9568502001479359,-0.04314979985206413,0.9612305727990443,-0.038769427200955664,0.9603197127508655,-0.03968028724913453,0.8974358483071958,-0.1025641516928042,0.9947807481354283,-0.005219251864571728,1.0,0.9228885778337385,ITD22009,2.158914950184955
2541,R148,ITD3,Veneto,2009,IT,ITD,11.22125197324012,2.324946114442468,2.6474777271633885,3.020143606295988,4.801563270021959,5.6525422556561775,0.9467929191268392,-0.05320708087316084,0.8722086685809383,-0.12779133141906174,0.9281445688356209,-0.07185543116437909,0.9616681651864023,-0.0383318348135977,0.9677202466965985,-0.03227975330340149,1.1896274572729635,0.18962745727296348,0.9467929191268392,-0.05320708087316084,1.0,0.21389620928336003,ITD32009,2.6323986493601894
2542,R149,ITD4,FriuliVenezia_Giulia,2009,IT,ITD,9.772039179209477,2.689796579988826,4.161768227389067,3.272360740626269,4.863118850609103,5.4898493643822,0.9387569865066513,-0.06124301349334871,1.1606156906623768,0.1606156906623768,0.9836365679005546,-0.016363432099445352,0.9668507043792174,-0.033149295620782615,0.9621835906772808,-0.037816409322719235,0.835111931956631,-0.16488806804336897,0.9387569865066513,-0.06124301349334871,1.0,0.09516996099072542,ITD42009,2.2174886237559313
2543,R150,ITD5,EmiliaRomagna,2009,IT,ITD,11.17329987667607,2.348733483265772,2.7650647752693085,3.0238472753064003,4.801360175662521,5.658654817193219,0.9513763315904048,-0.0486236684095952,0.8880813897063358,-0.11191861029366423,0.9338670127275263,-0.06613298727247374,0.9627438106883406,-0.037256189311659416,0.971614556711149,-0.028385443288850953,1.1742050721581603,0.17420507215816028,0.9513763315904048,-0.0486236684095952,1.0,0.28161347271707565,ITD52009,2.634807541886819
2544,R151,ITE1,Toscana,2009,IT,ITE,10.920850039432057,2.3870705668897436,2.547410170978825,3.214778907909993,5.03274202494503,5.799781201844706,1.0009307948712889,0.0009307948712888869,1.0161437501094317,0.016143750109431698,0.9912927449068719,-0.008707255093128086,0.9837621625788391,-0.016237837421160917,0.9735395975670307,-0.02646040243296932,0.9556420474624663,-0.04435795253753372,1.0009307948712889,0.0009307948712888869,1.0,1.0137519549032221,ITE12009,2.585002293934713
2545,R152,ITE2,Umbria,2009,IT,ITE,9.322587005233997,2.8764584513060307,4.764879558169368,3.396454040135164,4.9914509232272195,5.590719880045314,0.9605164354797572,-0.03948356452024282,1.2287468083404505,0.22874680834045047,0.9982015314480491,-0.0017984685519508714,0.9722663226836764,-0.02773367731632359,0.994511790976392,-0.005488209023608026,0.8684463944692409,-0.13155360553075912,0.9605164354797572,-0.03948356452024282,1.0,0.4166532117339959,ITE22009,2.19426583991015
2546,R153,ITE3,Marche,2009,IT,ITE,9.988043451484703,2.730773826788188,3.528264607040544,3.4436785267629793,5.034098728789502,5.655095271494741,1.0033121519034613,0.0033121519034613467,1.2894010731714036,0.2894010731714036,1.0154595762149323,0.015459576214932325,0.9765620046122312,-0.023437995387768806,0.9937996664588732,-0.006200333541126812,0.8362899258329639,-0.1637100741670361,1.0033121519034613,0.0033121519034613467,1.0,1.0489351252504755,ITE32009,2.2114167447317614
2547,R154,ITE4,Lazio,2009,IT,ITE,11.354178729247973,2.287798815087001,2.8577260457735063,3.102619775065956,4.898981798494863,5.813850747913502,0.9628937535954696,-0.03710624640453042,0.7985028877753314,-0.2014971122246686,0.9387778569682155,-0.061222143031784526,0.9678300630198513,-0.032169936980148695,0.9808923133914984,-0.019107686608501595,1.3227479788879488,0.3227479788879488,0.9628937535954696,-0.03710624640453042,1.0,0.451776709430776,ITE42009,2.711230972847546
2548,R155,ITF1,Abruzzo,2009,IT,ITF,9.623795130660215,2.8234024240652453,4.4440694282728845,3.277283725102694,5.057768135062709,5.665753192134519,0.9986780288851339,-0.001321971114866094,1.1274339019172082,0.12743390191720816,1.0305930073734324,0.0305930073734324,0.9978364106449343,-0.002163589355065665,1.0186622668834207,0.018662266883420653,0.91656217260782,-0.08343782739217998,0.9986780288851339,-0.001321971114866094,1.0,0.9804686427528043,ITF12009,2.3884694670318245
2549,R156,ITF2,Molise,2009,IT,ITF,8.262110121685675,2.8722717893788383,6.573013493984721,3.247090884503846,4.817926293123835,5.39659000058694,1.0819199426491055,0.08191994264910551,0.9506712796911719,-0.04932872030882807,0.9588237986398522,-0.04117620136014777,0.971989942277716,-0.028010057722284043,0.9267634227751445,-0.07323657722485555,0.8875762159839097,-0.11242378401609032,1.0819199426491055,0.08191994264910551,1.0,2.2103196866835737,ITF22009,2.149499116083094
2550,R157,ITF3,Campania,2009,IT,ITF,10.799628424416728,2.3992189222313143,2.6742209470582883,3.226204252673988,5.099484088171072,5.7821904821976275,0.9948380249550588,-0.005161975044941203,0.9721104765912375,-0.027889523408762495,1.0351005047055897,0.035100504705589675,1.0081951714066326,0.008195171406632618,1.0476011653322752,0.04760116533227521,1.074383214777529,0.07438321477752896,0.9948380249550588,-0.005161975044941203,1.0,0.9237348096565119,ITF32009,2.5559862295236395
2551,R158,ITF4,Puglia,2009,IT,ITF,10.44643040451309,2.4511701833191877,2.96451430483564,3.144180534393545,5.057635590366007,5.771229914902919,1.0031990721868123,0.0031990721868122574,1.0384279240703251,0.03842792407032514,1.047762301663732,0.047762301663732076,1.0143947805830356,0.01439478058303556,1.0327328399455618,0.032732839945561754,0.963094055373483,-0.03690594462651697,1.0031990721868123,0.0031990721868122574,1.0,1.0472644379575018,ITF42009,2.6270493805093738
2552,R159,ITF5,Basilicata,2009,IT,ITF,8.670675816719612,2.8662384280648765,6.484879416121939,3.185893199274274,4.955058335873951,5.608635490348621,0.9823618414913698,-0.017638158508630153,1.0141142288631921,0.014114228863192135,1.0268278531533224,0.026827853153322367,1.0265100709390016,0.026510070939001595,1.0201033241433979,0.020103324143397883,1.0310718753949664,0.031071875394966364,0.9823618414913698,-0.017638158508630153,1.0,0.7394064279160778,ITF52009,2.422742291074347
2553,R160,ITF6,Calabria,2009,IT,ITF,9.857933848158188,2.2512161320360593,1.7790631337386253,4.268367190310885,5.2938792920822175,5.9263741820699956,1.0266770658311228,0.026677065831122837,1.8838348839841348,0.8838348839841348,1.1280647758276907,0.1280647758276907,1.0045705609420965,0.004570560942096513,1.1002739129129753,0.10027391291297527,0.9595541213472695,-0.04044587865273053,1.0266770658311228,0.026677065831122837,1.0,1.3941381904606864,ITF62009,1.6580069917591107
2554,R161,ITG1,Sicilia,2009,IT,ITG,10.720984992009647,2.1594497980699834,1.7647551229926797,3.8846282174112923,5.220535849084479,5.891540339680759,1.0046920857386328,0.0046920857386327786,1.641866810393214,0.6418668103932139,1.1102027189751673,0.11020271897516731,0.9951676672547937,-0.004832332745206336,1.064882015378386,0.064882015378386,0.9187813678213828,-0.08121863217861724,1.0046920857386328,0.0046920857386327786,1.0,1.069322848105491,ITG12009,2.006912122269467
2555,R162,ITG2,Sardegna,2009,IT,ITG,9.770012589376575,2.288306236919682,1.8782554908518254,4.1296639100559025,5.231478024527466,5.93193419810707,0.9693508967468191,-0.03064910325318093,2.064831955027931,1.0648319550279308,1.1412931970837807,0.14129319708378074,1.0264889676983069,0.026488967698306887,1.1400190035582873,0.14001900355828734,1.0333223780753442,0.03332237807534422,0.9693508967468191,-0.03064910325318093,1.0,0.5471772581016634,ITG22009,1.8022702880511678
