,Region,RegionCode,RegionName,T,Nuts0,Nuts1,sp61,tc,tc_ratio,tl_min,tl_mean,tl_max,sp61_n,sp61_d,tl_min_n,tl_min_d,tl_mean_n,tl_mean_d,tl_max_n,tl_max_d,tc_n,tc_d,tc_ratio_n,tc_ratio_d,sp61_resi_n,sp61_resi_d_alt,sp61_resi_regional_alt,sp61_resi_regional_alt_cont,key,tl_diff
831,R34,DE22,Niederbayern,2003,DE,DE2,9.504644615546306,1.7434580327263447,1.6040173932792834,3.1524737849973836,4.129404000269625,4.951168481915285,0.9893494623879272,-0.010650537612072797,1.2243815291767617,0.22438152917676168,1.0890593452423105,0.08905934524231052,1.0958756126860996,0.09587561268609956,1.0836800874540764,0.0836800874540764,1.0863039472860216,0.08630394728602164,0.9893494623879272,-0.010650537612072797,0.0,-1.5181591045221783,DE222003,1.798694696917901
832,R35,DE23,Oberpfalz,2003,DE,DE2,9.406759927288102,1.770828905246908,1.7296383928942032,3.1312380961517245,4.07003692280774,4.85425873978911,1.0121654846511134,0.012165484651113445,1.3598960304247487,0.3598960304247487,1.1239324803200172,0.12393248032001725,1.0854414787999627,0.08544147879996267,1.0780872103126629,0.07808721031266286,1.0762329668384494,0.07623296683844938,1.0121654846511134,0.012165484651113445,0.0,-0.4081372356496062,DE232003,1.7230206436373852
833,R36,DE24,Oberfranken,2003,DE,DE2,9.336811863101097,1.7998943184909924,1.80359645733138,3.15089522931182,4.061075594255707,4.732106868805947,0.9890401832644254,-0.010959816735574557,1.392454683466725,0.3924546834667251,1.1125614997245161,0.11256149972451612,1.0873871048876136,0.08738710488761359,1.088784510774945,0.08878451077494498,1.0945635156569342,0.09456351565693422,0.9890401832644254,-0.010959816735574557,0.0,-1.5332058373274238,DE242003,1.5812116394941271
834,R37,DE25,Mittelfranken,2003,DE,DE2,9.920788351336277,1.720863493254728,1.6879694738411137,3.0865583751725256,4.00104314649406,4.531852150000833,1.0238407191050583,0.02384071910505825,1.3273738173075182,0.32737381730751824,1.115141976074004,0.115141976074004,1.0263314441171165,0.02633144411711652,1.0388868311664714,0.0388868311664714,1.02564862709171,0.025648627091710008,1.0238407191050583,0.02384071910505825,1.0,0.15987437560324125,DE252003,1.4452937748283072
835,R38,DE26,Unterfranken,2003,DE,DE2,9.661334311991816,1.7848531338711542,1.7751524583364462,3.121488831939189,4.064200138950983,4.712579460785303,1.0003297470660544,0.00032974706605437554,1.338236087576364,0.3382360875763639,1.109530562624343,0.10953056262434302,1.056806372712505,0.05680637271250499,1.0676058928980043,0.06760589289800434,1.067489461693882,0.06748946169388192,1.0003297470660544,0.00032974706605437554,0.0,-0.983957481707602,DE262003,1.5910906288461142
836,R39,DE27,Schwaben,2003,DE,DE2,9.98051907973574,1.7513984955390591,1.5810284155462238,3.1857087314765695,4.17853646009399,4.812258281638575,0.9851200139588437,-0.014879986041156257,1.288144408349597,0.288144408349597,1.0960837593360846,0.0960837593360846,1.0604269571372287,0.060426957137228676,1.0788338250793417,0.07883382507934167,1.0798793909920086,0.07987939099200858,0.9851200139588437,-0.014879986041156257,0.0,-1.7239259202885897,DE272003,1.626549550162005
837,R40,DE30,Berlin,2003,DE,DE3,10.421039556701562,1.5799795487417834,1.5708917095102473,3.037048642265716,3.896370078622745,4.5295630084918965,1.0044320817897008,0.004432081789700781,1.197645314578182,0.19764531457818202,1.0332069949317197,0.03320699493171975,0.9961256671289062,-0.003874332871093844,0.9627717233724739,-0.03722827662752615,0.9533463889871905,-0.046653611012809515,1.0044320817897008,0.004432081789700781,0.0,-0.7843748724273588,DE302003,1.4925143662261804
838,R41,DE41,Brandenburg__Nordost,2003,DE,DE4,9.080318864112694,1.796197989404721,1.9030267941898558,3.0770063775529986,4.163551463364537,4.671982552063123,1.003314152508668,0.0033141525086679557,1.3348899206391396,0.3348899206391396,1.1541695460406445,0.15416954604064448,1.0389576219624126,0.03895762196241259,1.1975141041331125,0.19751410413311254,1.1803580077772542,0.1803580077772542,1.003314152508668,0.0033141525086679557,0.0,-0.8387632287975079,DE412003,1.5949761745101245
839,R42,DE42,Brandenburg__Sudwest,2003,DE,DE4,9.353261888931854,1.7130382121439731,1.7588462383755927,3.0474317765131875,4.092284875675684,4.645075561075641,1.0135252358609252,0.013525235860925244,1.217719618282497,0.21771961828249697,1.0735025036825043,0.07350250368250433,1.0265350932842312,0.026535093284231204,1.0528031543911023,0.05280315439110228,1.0414490549920759,0.04144905499207585,1.0135252358609252,0.013525235860925244,0.0,-0.3419840051825943,DE422003,1.5976437845624538
840,R43,DE50,Bremen,2003,DE,DE5,9.326832230292773,1.6540255638717825,1.5179994208434031,3.034824286354519,4.062690661164934,4.638607625994661,1.0231288057001375,0.023128805700137534,1.251323615109343,0.251323615109343,1.0818648076149846,0.0818648076149846,1.000867475900911,0.0008674759009110744,0.9961462452124275,-0.0038537547875725497,0.9911609037382667,-0.008839096261733292,1.0231288057001375,0.023128805700137534,1.0,0.12523908996536803,DE502003,1.6037833396401417
841,R44,DE60,Hamburg,2003,DE,DE6,10.652232497782716,1.6308504034318623,1.377791227073129,3.078354501310355,4.144543844763733,4.723141380842417,0.9837885392506617,-0.016211460749338324,1.2006173203356285,0.2006173203356285,1.0298591169252094,0.029859116925209372,0.983764153392872,-0.016235846607127957,0.9575951610598921,-0.042404838940107936,0.9682841791842022,-0.031715820815797824,0.9837885392506617,-0.016211460749338324,0.0,-1.7887034712080385,DE602003,1.6447868795320622
842,R45,DE71,Darmstadt,2003,DE,DE7,11.10616246195374,1.5865359895776472,1.3972028434057107,3.0428401843054593,3.993569932593899,4.552437238727489,1.0331183842306062,0.0331183842306062,1.155316004838223,0.15531600483822294,1.0275192830363231,0.027519283036323117,0.9903033841335588,-0.009696615866441216,0.922838718487069,-0.077161281512931,0.912038681073876,-0.08796131892612402,1.0331183842306062,0.0331183842306062,1.0,0.611241886672476,DE712003,1.5095970544220294
843,R46,DE72,Giessen,2003,DE,DE7,9.313357643475538,1.7677541929496108,1.8048346041312695,3.0980631897718998,4.024374075868652,4.530622835749332,1.0110475933358394,0.011047593335839379,1.3955484170076247,0.39554841700762466,1.1007295803841939,0.10072958038419388,1.0344366121476873,0.03443661214768734,1.0633960614327975,0.06339606143279752,1.0542443399916073,0.05424433999160727,1.0110475933358394,0.011047593335839379,0.0,-0.4625237449483418,DE722003,1.4325596459774323
844,R47,DE73,Kassel,2003,DE,DE7,9.587316542633664,1.761347155679369,1.7768364852210086,3.080601116301668,4.083209459693682,4.606903308116827,1.047271839827963,0.047271839827963014,1.3136788927419112,0.3136788927419112,1.1096425712649893,0.10964257126498933,1.0561100033274473,0.05611000332744731,1.0505867272623433,0.050586727262343256,1.0318979974969151,0.03189799749691513,1.047271839827963,0.047271839827963014,1.0,1.2998213880403449,DE732003,1.5263021918151591
845,R48,DE80,MecklenburgVorpommern,2003,DE,DE8,9.5167852424962,1.7548860454491257,1.8125417432338762,3.081253745425135,4.159519384836574,4.674547591830448,1.0176356984495418,0.017635698449541826,1.2132819038149671,0.21328190381496714,1.10945748896479,0.1094574889647899,1.0263772379253933,0.02637723792539326,1.1191317933848342,0.11913179338483415,1.0990415687692552,0.09904156876925518,1.0176356984495418,0.017635698449541826,0.0,-0.1420059672969585,DE802003,1.593293846405313
846,R49,DE91,Braunschweig,2003,DE,DE9,9.671052709012482,1.725057817963667,1.8702923752556369,3.0366685417706503,3.8839424055188454,4.452184319327608,1.0188949946902535,0.018894994690253464,1.3044713686957745,0.3044713686957745,1.1022127813589133,0.10221278135891332,1.0369037150419267,0.03690371504192669,1.035776085790569,0.0357760857905689,1.0301176640298162,0.030117664029816194,1.0188949946902535,0.018894994690253464,0.0,-0.08073996963730645,DE912003,1.4155157775569576
847,R50,DE92,Hannover,2003,DE,DE9,10.019101394747308,1.6586806714941271,1.6496680189073765,3.0528043986588873,4.021074426619824,4.55279896369445,1.0070748008903496,0.0070748008903496196,1.296996067894094,0.29699606789409394,1.0835517331105817,0.08355173311058173,1.0212855854712644,0.021285585471264357,1.0306682898254762,0.030668289825476203,1.0237409785326053,0.02374097853260526,1.0070748008903496,0.0070748008903496196,0.0,-0.6558039952968326,DE922003,1.4999945650355624
848,R51,DE93,Luneburg,2003,DE,DE9,9.584115735608936,1.8087069531689597,1.7650012409519764,3.1488970596640167,4.226892004307438,4.72329775439854,1.0100634659521592,0.010063465952159234,1.3242085253532594,0.3242085253532594,1.1452242822873622,0.14522428228736217,1.051059342690503,0.05105934269050305,1.179161057169604,0.17916105716960407,1.167039396774025,0.1670393967740249,1.0100634659521592,0.010063465952159234,0.0,-0.5104025077335581,DE932003,1.574400694734523
849,R52,DE94,WeserEms,2003,DE,DE9,10.123949024377044,1.702530316084193,1.5703652350513149,3.107156435377676,4.17156990149463,4.697071631248203,0.9918108442979247,-0.008189155702075346,1.2170238108378222,0.21702381083782218,1.080598157060136,0.08059815706013596,1.0449483709978769,0.04494837099787685,1.072907452957526,0.07290745295752599,1.0703335330019488,0.07033353300194878,0.9918108442979247,-0.008189155702075346,0.0,-1.3984104596344624,DE942003,1.5899151958705273
850,R53,DEA1,Dusseldorf,2003,DE,DEA,11.108321167547663,1.6334839417177038,1.5238145894811288,3.0917831423381603,3.9975687774315696,4.526941182603566,1.0192254970147376,0.019225497014737636,1.2926508815456415,0.29265088154564145,1.0886623439184002,0.08866234391840022,0.978393514800454,-0.021606485199546,1.0541667365846876,0.054166736584687625,1.0458265072222088,0.04582650722220882,1.0192254970147376,0.019225497014737636,0.0,-0.06466070728128272,DEA12003,1.4351580402654056
851,R54,DEA2,Koln,2003,DE,DEA,10.905456455084073,1.6104086358269156,1.5254776956804965,3.0644168049938867,3.9449947018550815,4.561859850438718,0.9821611722117932,-0.01783882778820678,1.4347521389483688,0.43475213894836884,1.054944042198668,0.054944042198668,1.0573899232513213,0.057389923251321306,0.9772818967272372,-0.022718103272762802,0.9716120316586939,-0.02838796834130608,0.9821611722117932,-0.01783882778820678,0.0,-1.8678764743279137,DEA22003,1.497443045444831
852,R55,DEA3,Munster,2003,DE,DEA,10.067166773294078,1.6711392025485625,1.708358425634066,3.0829312297789926,3.960692598906249,4.5097560542666395,1.023964626212676,0.023964626212676032,1.4264442678013713,0.42644426780137135,1.0828102470749879,0.08281024707498785,0.9792503723829151,-0.020749627617084876,1.053841903709401,0.053841903709400896,1.0472367330621415,0.04723673306214149,1.023964626212676,0.023964626212676032,1.0,0.16590257795937263,DEA32003,1.426824824487647
853,R56,DEA4,Detmold,2003,DE,DEA,9.958590373362291,1.7252939210946432,1.7615120118553336,3.0804608188566927,3.9774582491361405,4.513357168154925,1.0109334109560373,0.010933410956037282,1.3892660288165275,0.3892660288165275,1.091491682980699,0.0914916829806991,1.0374768209982006,0.0374768209982006,1.041705634923811,0.041705634923810964,1.0327518463966003,0.03275184639660034,1.0109334109560373,0.010933410956037282,0.0,-0.46807882975489656,DEA42003,1.432896349298232
854,R57,DEA5,Arnsberg,2003,DE,DEA,10.50700812071072,1.6894202808726948,1.7033583803445975,3.08903580272966,3.9878824245693587,4.513354666003158,1.0271020294670032,0.02710202946700324,1.3509453637606565,0.35094536376065655,1.1043871870761652,0.10438718707616523,1.0514981780912158,0.05149817809121582,1.0541339743450375,0.05413397434503753,1.0429775585127565,0.04297755851275653,1.0271020294670032,0.02710202946700324,1.0,0.31854032452198655,DEA52003,1.424318863273498
855,R58,DEB1,Koblenz,2003,DE,DEB,9.616709747688466,1.7418700216881484,1.7714340308012775,3.0849775454611934,4.094274735545928,4.585101381345769,1.007525745925529,0.007525745925528904,1.2504790520620002,0.25047905206200016,1.117248119528528,0.11724811952852798,1.0505556401415046,0.0505556401415046,1.1019803272494,0.10198032724939998,1.0925929986168912,0.09259299861689119,1.007525745925529,0.007525745925528904,0.0,-0.6338650768940325,DEB12003,1.5001238358845757
856,R59,DEB2,Trier,2003,DE,DEB,8.51030836546866,1.7182360122309788,1.7109473508997626,3.01697719059376,4.035164068461061,4.655877630673351,1.0247979912410643,0.0247979912410643,1.508488595296872,0.5084885952968721,1.129245695607967,0.12924569560796706,1.0686564157856562,0.06865641578565618,1.13338316974044,0.13338316974043996,1.1215034933552162,0.12150349335521615,1.0247979912410643,0.0247979912410643,1.0,0.20644660424028866,DEB22003,1.638900440079591
857,R60,DEB3,RheinhessenPfalz,2003,DE,DEB,9.958963862553603,1.6743983301201057,1.6933035314202904,3.066371578215045,3.9809457057404845,4.591247293032362,0.9891832855037225,-0.010816714496277524,1.3040263933190923,0.3040263933190923,1.0916417070201974,0.09164170702019736,1.0467479156426704,0.046747915642670446,1.0633116854956013,0.06331168549560129,1.068826234794688,0.06882623479468797,0.9891832855037225,-0.010816714496277524,0.0,-1.5262437729819378,DEB32003,1.524875714817317
858,R61,DEC0,Saarland,2003,DE,DEC,9.180925640930639,1.6497873925444246,1.7023113131247647,3.0124700559738384,3.784021112900663,4.336622844178912,1.0098753985130458,0.009875398513045752,1.5062350279869086,0.5062350279869086,1.113499377568694,0.1134993775686941,1.0134903067268506,0.013490306726850587,1.0223373072831077,0.022337307283107677,1.0220889000432916,0.02208890004329156,1.0098753985130458,0.009875398513045752,0.0,-0.5195521731673818,DEC02003,1.3241527882050734
859,R62,DED1,Chemnitz,2003,DE,DED,9.396942922431538,1.7488141871134746,1.891657204899108,3.0474155574624797,3.9784634155111087,4.475328527474848,1.0188652921942771,0.018865292194277128,1.2828770738262898,0.2828770738262898,1.1220466274080336,0.12204662740803363,1.036181826281063,0.03618182628106292,1.1075864300822928,0.10758643008229285,1.0914497354942887,0.0914497354942887,1.0188652921942771,0.018865292194277128,0.0,-0.08218502520893561,DED12003,1.4279129700123683
860,R63,DED2,Dresden,2003,DE,DED,9.53514616713212,1.6862043913200002,1.7380585225010816,3.0427975206075564,4.009893191848046,4.555438995523422,1.047490262181607,0.0474902621816069,1.1974840300603171,0.19748403006031712,1.07317080138443,0.0731708013844301,1.0164023372295063,0.016402337229506347,1.0736907318215319,0.07369073182153185,1.0554484940102793,0.05544849401027929,1.047490262181607,0.0474902621816069,1.0,1.3104478498485688,DED22003,1.5126414749158652
861,R64,DED3,Leipzig,2003,DE,DED,8.98525969970282,1.6895274749669658,1.8742617100972403,2.989543271250868,3.9268229512276043,4.505758054468422,1.024607704382468,0.024607704382467954,1.276876658625646,0.2768766586256459,1.1101312643885146,0.11013126438851462,1.0260356871169667,0.026035687116966688,1.0942203786419713,0.0942203786419713,1.0784262596063003,0.07842625960630034,1.024607704382468,0.024607704382467954,1.0,0.197188961871057,DED32003,1.516214783217554
862,R65,DEE1,Dessau,2003,DE,DEE,8.176782117117089,1.7464869871733826,1.8832686460578831,2.9470954442395456,4.073563195288033,4.6409446108453345,0.9849515161622564,-0.015048483837743598,1.304851476477539,0.30485147647753896,1.090915809791748,0.09091580979174796,1.0023396789715924,0.002339678971592374,1.0830769852914441,0.08307698529144414,1.0736642739353526,0.07366427393535258,0.9849515161622564,-0.015048483837743598,0.0,-1.7321235034129092,DEE12003,1.6938491666057889
863,R66,DEE2,Halle,2003,DE,DEE,9.03708082815827,1.740890404768833,1.8741774642504505,3.014113911539434,4.1198261494565225,4.685583363026023,1.0057857096208835,0.005785709620883539,1.2796486696766352,0.27964866967663515,1.0912902091113816,0.09129020911138164,1.0142674570762504,0.014267457076250434,1.1047133699737015,0.10471336997370151,1.0861515225842082,0.08615152258420822,1.0057857096208835,0.005785709620883539,0.0,-0.7185195503385566,DEE22003,1.6714694514865887
864,R67,DEE3,Magdeburg,2003,DE,DEE,9.10630798442675,1.756889259499486,1.8705931710981316,3.030699937926171,4.15094530950112,4.710759192367298,1.0303230953748819,0.03032309537488187,1.2831510960513248,0.2831510960513248,1.1151968023445176,0.11519680234451757,1.025610205958441,0.0256102059584411,1.13857473450319,0.13857473450319002,1.1167781684159932,0.1167781684159932,1.0303230953748819,0.03032309537488187,1.0,0.47524834126486004,DEE32003,1.6800592544411264
865,R68,DEF0,SchleswigHolstein,2003,DE,DEF,10.324808337523367,1.7191537578941096,1.5591898799676616,3.1401318674672463,4.21162523776371,4.706019650429172,1.0333078423432838,0.03330784234328377,1.2906834330015136,0.29068343300151356,1.106596405975168,0.10659640597516806,1.048925066081976,0.048925066081976,1.0971296393766323,0.09712963937663233,1.0786422073988169,0.07864220739881689,1.0333078423432838,0.03330784234328377,1.0,0.6204592097396412,DEF02003,1.565887782961926
866,R69,DEG0,Thuringen,2003,DE,DEG,9.810640352047034,1.810522404323859,1.906257315976847,3.085887329325769,4.0952877987662495,4.603180191596177,1.0427668311764742,0.042766831176474174,1.3703044780187685,0.37030447801876853,1.114797276927523,0.11479727692752295,1.0325964082115238,0.032596408211523764,1.118795863805197,0.11879586380519691,1.0978558494517263,0.09785584945172632,1.0427668311764742,0.042766831176474174,1.0,1.0806482970900728,DEG02003,1.5172928622704083
867,R70,DK01,Hovedstadsreg,2003,DK,DK0,10.159668861765464,1.675232805314503,1.764262187806279,2.9964685649630702,4.187835400544889,4.979530493508607,1.0650663749270903,0.06506637492709033,1.195729686425664,0.1957296864256639,0.9960802832329094,-0.003919716767090575,0.95579028285086,-0.044209717149140015,0.9517898945069414,-0.0482101054930586,0.9489042368953513,-0.051095763104648695,1.0650663749270903,0.06506637492709033,1.0,2.165542979587104,DK012003,1.9830619285455366
868,R71,DK02,Ost_for_Storebelt,2003,DK,DK0,9.043829064865898,1.8235438219511146,2.052606985074312,3.0045095665926524,4.199379902069752,4.920581747414706,1.0139725966485769,0.013972596648576863,1.2565054565060294,0.2565054565060294,0.9927566251932667,-0.007243374806733316,0.9485732791108793,-0.0514267208891207,1.01195878422785,0.011958784227849906,1.0186594086801917,0.01865940868019167,1.0139725966485769,0.013972596648576863,0.0,-0.32021946393867246,DK022003,1.916072180822054
869,R72,DK03,West_for_Storebelt,2003,DK,DK0,10.571295045803202,1.7254003546331411,1.6536188576402213,3.0418225164898534,4.210497779691829,4.904191681929056,0.990783455734497,-0.009216544265503002,1.2446842741452222,0.2446842741452222,0.9967961993953913,-0.0032038006046086753,0.9355272685113144,-0.0644727314886856,0.9953062466404816,-0.004693753359518382,1.010273444511829,0.0102734445118291,0.990783455734497,-0.009216544265503002,0.0,-1.448393921259776,DK032003,1.862369165439203
870,R73,EE00,Eesti,2003,EE,EE0,8.369438922572867,1.928855425582835,1.374827912451959,3.77335621911207,4.90339187610501,5.656767111570302,1.1282339712703644,0.1282339712703644,1.4080779468658617,0.40807794686586174,1.0525326640311106,0.052532664031110565,0.9680223465140707,-0.03197765348592929,1.0145466748889869,0.014546674888986866,1.041097521424725,0.04109752142472489,1.1282339712703644,0.1282339712703644,1.0,5.238708518099227,EE002003,1.8834108924582318
871,R74,ES11,Galicia,2003,ES,ES1,9.765077301780856,1.9020351908999542,1.307844237860484,3.652322716868383,5.001960113949495,5.570461051245427,1.06968019234252,0.0696801923425201,1.5309547006262023,0.5309547006262023,1.1132284510997157,0.11322845109971569,1.0501138616002499,0.05011386160024989,1.1329737834448372,0.13297378344483723,1.1217791782986473,0.12177917829864726,1.06968019234252,0.0696801923425201,1.0,2.390009723660002,ES112003,1.9181383343770442
872,R75,ES12,Principado_de_Asturias,2003,ES,ES1,8.884172449371873,1.903662723575996,1.4225164816139115,3.5848526458403294,4.782797873011357,5.299172353352581,1.0407102417532943,0.040710241753294296,1.4994707342051758,0.49947073420517585,1.1145220539639873,0.11452205396398729,1.025508115135546,0.025508115135546072,1.1138730727820951,0.11387307278209513,1.0839517334360789,0.08395173343607887,1.0407102417532943,0.040710241753294296,1.0,0.9805932038451344,ES122003,1.714319707512252
873,R76,ES13,Cantabria,2003,ES,ES1,8.33970616466886,1.9534379702372442,1.5476154324578075,3.4657616308648054,4.699379865284022,5.230048834705162,1.048989401225596,0.04898940122559603,1.414027355109502,0.41402735510950195,1.0789753975225427,0.07897539752254268,1.004044825608171,0.004044825608171099,1.0886427317748641,0.08864273177486415,1.084439901437333,0.08443990143733293,1.048989401225596,0.04898940122559603,1.0,1.3833824352076323,ES132003,1.7642872038403565
874,R77,ES21,Pais_Vasco,2003,ES,ES2,9.872965251202281,1.9199076637617285,1.3836104742075461,3.6360826094197263,4.872685831233413,5.485905598212456,1.054000669377573,0.054000669377572974,1.4565408595989178,0.45654085959891777,1.0993944042109047,0.09939440421090473,1.0538974947046518,0.05389749470465177,1.0825314896770581,0.08253148967705815,1.0692146546054688,0.06921465460546883,1.054000669377573,0.054000669377572974,1.0,1.62718554756935,ES212003,1.84982298879273
875,R78,ES22,Comunidad_Foral_de_Navarra,2003,ES,ES2,8.564959866719583,1.956966148674305,1.5446015105594066,3.5669590631138908,4.663630508337792,5.210407278627848,1.0628835461524846,0.06288354615248459,1.4565700674007722,0.4565700674007722,1.0942543592858263,0.09425435928582626,1.02502847712549,0.025028477125490056,1.106009913787861,0.10600991378786095,1.0986794592208577,0.09867945922085775,1.0628835461524846,0.06288354615248459,1.0,2.0593462180365076,ES222003,1.6434482155139571
876,R79,ES23,La_Rioja,2003,ES,ES2,7.860857986409784,2.0891628249869925,1.8734746754246785,3.5167557628288106,4.688216457338379,5.301425114800253,1.0902596946313676,0.09025969463136763,1.5888623002981668,0.5888623002981668,1.0810787990716586,0.0810787990716586,0.9959454224096235,-0.004054577590376529,1.125933238674243,0.1259332386742431,1.1142074091967733,0.1142074091967733,1.0902596946313676,0.09025969463136763,1.0,3.391222701436252,ES232003,1.7846693519714423
877,R80,ES24,Aragon,2003,ES,ES2,9.208560504553493,1.9606092416412224,1.4754675360008123,3.62271533518601,4.8228175707417975,5.335354672607746,1.071348190908121,0.07134819090812106,1.4266342488247883,0.4266342488247883,1.0898864932609829,0.08988649326098286,1.028262285016351,0.028262285016350974,1.103334846975847,0.10333484697584705,1.0915713973945487,0.09157139739454867,1.071348190908121,0.07134819090812106,1.0,2.4711594904207304,ES242003,1.7126393374217361
878,R81,ES30,Comunidad_de_Madrid,2003,ES,ES3,10.89689401755506,1.9208840749522356,1.9435063445778162,2.9049504589164084,4.439892146590752,5.243767695299901,1.0835135377384435,0.0835135377384435,1.1501727665145174,0.1501727665145174,1.0763749332867385,0.0763749332867385,1.0478942724167022,0.04789427241670219,1.0352020020780528,0.035202002078052796,1.019987173513701,0.01998717351370094,1.0835135377384435,0.0835135377384435,1.0,3.0630155496544202,ES302003,2.338817236383493
879,R82,ES41,Castilla_y_Leon,2003,ES,ES4,9.841743280497033,1.8737503679770118,1.3501949448734372,3.4814724198972717,4.894764721388556,5.515437895294756,1.0625986002566303,0.06259860025663033,1.558895035475125,0.558895035475125,1.1168668463209668,0.11686684632096678,1.0560587677088749,0.05605876770887486,1.1598849773545687,0.15988497735456875,1.1553026929020656,0.15530269290206555,1.0625986002566303,0.06259860025663033,1.0,2.045483320630676,ES412003,2.0339654753974843
880,R83,ES42,Castillala_Mancha,2003,ES,ES4,9.350314986482847,1.929274015320146,1.5181816935888062,3.4563204028502064,4.755460859955974,5.371799853538695,1.0749486054679984,0.07494860546799842,1.4832207318368087,0.4832207318368087,1.0954938580012852,0.09549385800128518,1.0626213795963761,0.06262137959637615,1.125568182428332,0.1255681824283319,1.1237102101683738,0.1237102101683738,1.0749486054679984,0.07494860546799842,1.0,2.6463231912784178,ES422003,1.9154794506884887
881,R84,ES43,Extremadura,2003,ES,ES4,8.579492528551455,2.038198164602342,1.9538119362619324,3.546963343174405,4.701417847414909,5.259021985378702,1.0587696073847763,0.05876960738477632,1.6358613736041485,0.6358613736041485,1.0664744498026844,0.06647444980268435,0.9898869746381908,-0.010113025361809247,1.0800871499596867,0.08008714995968669,1.0716223437893695,0.07162234378936949,1.0587696073847763,0.05876960738477632,1.0,1.8591990606274342,ES432003,1.7120586422042967
882,R85,ES51,Cataluna,2003,ES,ES5,11.016230287101232,1.3842469780003746,3.3895852573202245,1.999999999999997,3.0680048388415364,4.548225508343762,1.0714041144008664,0.07140411440086636,0.9964439281840425,-0.0035560718159575178,0.9116413800677154,-0.08835861993228455,0.9825287672657723,-0.017471232734227682,0.7603760120005644,-0.23962398799943563,0.772062146705504,-0.227937853294496,1.0714041144008664,0.07140411440086636,1.0,2.473880223211703,ES512003,2.5482255083437653
883,R86,ES52,Comunidad_Valenciana,2003,ES,ES5,10.374210601649821,1.8749856170168162,1.4805450573977808,3.1355699461992277,4.601100923090768,5.262367915710979,1.0616068958194242,0.061606895819424246,1.3869261090234444,0.3869261090234444,1.045892506269433,0.045892506269433087,1.027015646787358,0.027015646787357905,1.072649175394688,0.07264917539468807,1.07497553578829,0.07497553578828997,1.0616068958194242,0.061606895819424246,1.0,1.9972359267572537,ES522003,2.1267979695117516
884,R87,ES53,Illes_Balears,2003,ES,ES5,9.023212658027742,1.8745940699104722,1.5627795021405764,3.4261479369377925,4.62108884073644,5.163798680061712,1.0422085302569597,0.0422085302569597,1.3783749249819517,0.3783749249819517,1.1154033386056275,0.11540333860562746,1.0442613309374367,0.04426133093743667,1.1596166508014651,0.15961665080146514,1.1492879698806395,0.14928796988063953,1.0422085302569597,0.0422085302569597,1.0,1.0534864095829475,ES532003,1.7376507431239192
885,R88,ES61,Andalucia,2003,ES,ES6,10.759042645912974,1.2689116612984697,2.157836286263601,2.000000000000001,3.086920242275941,4.670011330909474,1.093583666565636,0.09358366656563599,0.8652290275905907,-0.13477097240940927,0.8551623719349503,-0.14483762806504974,0.9689340628032932,-0.031065937196706805,0.7913365105313995,-0.20866348946860047,0.8192610554880192,-0.1807389445119808,1.093583666565636,0.09358366656563599,1.0,3.55293719732846,ES612003,2.670011330909473
886,R89,ES62,Region_de_Murcia,2003,ES,ES6,9.096013267133912,1.9841425935595374,1.545523453502086,3.6410365581959896,4.843235202355582,5.337436123146926,1.105753831083569,0.10575383108356906,1.593490106681304,0.5934901066813041,1.0745298992802168,0.0745298992802168,1.0096059523616323,0.009605952361632308,1.072739302002592,0.07273930200259193,1.0516961688025952,0.0516961688025952,1.105753831083569,0.10575383108356906,1.0,4.145027641791244,ES622003,1.6963995649509362
887,R90,ES63,Ciudad_Autonoma_de_Ceuta_ES,2003,ES,ES6,6.051723596767529,1.5463489140507998,1.7432895630201648,0.9999999999999994,3.7520871584002506,5.228247699848703,1.0821096947368434,0.08210969473684337,1.000000000000004,3.9968028886505635e-15,1.0485932181004616,0.04859321810046158,0.9878579454231369,-0.012142054576863126,1.0866918216264563,0.08669182162645628,1.0660619195376033,0.06606191953760332,1.0821096947368434,0.08210969473684337,1.0,2.9947172102565762,ES632003,4.228247699848704
888,R91,ES64,Ciudad_Autonoma_de_Melilla_ES,2003,ES,ES6,5.8751080364217945,1.5843638304513046,1.7855541402348818,0.9999999999999991,3.503900181091384,5.154714265216295,1.092465205687055,0.09246520568705496,1.0000000000000027,2.6645352591003757e-15,0.9199244718417912,-0.08007552815820884,0.9631320353228447,-0.03686796467715525,1.031023270205303,0.031023270205303044,1.0003641215223238,0.00036412152232379036,1.092465205687055,0.09246520568705496,1.0,3.4985229782160174,ES642003,4.154714265216296
889,R92,ES70,Canarias_ES,2003,ES,ES7,9.512248146970457,1.8039011760379504,1.4336698957339613,3.3310488742902598,4.616513882407331,5.2401595132071535,1.081329925395981,0.08132992539598094,1.1613334935021729,0.16133349350217285,1.087732971043586,0.0877329710435859,1.0473628073280126,0.04736280732801257,1.134379152001031,0.1343791520010309,1.1157112336146604,0.1157112336146604,1.081329925395981,0.08132992539598094,1.0,2.9567806667587977,ES702003,1.9091106389168937
