,causes,caused,weight
18370,ES11,PL63,0
18371,ES11,PT11,0
18372,ES11,PT15,0
18373,ES11,PT16,0
18374,ES11,PT17,0
18375,ES11,PT18,0
18376,ES11,SE11,0
18377,ES11,SE12,0
18378,ES11,SE21,0
18379,ES11,SE22,0
18380,ES11,SE23,0
18381,ES11,SE31,0
18382,ES11,SE32,0
18383,ES11,SE33,0
18384,ES11,SI00,0
18385,ES11,SK01,0
18386,ES11,SK02,0
18387,ES11,SK03,0
18388,ES11,SK04,0
18389,ES11,UKC1,0
18390,ES11,UKC2,0
18391,ES11,UKD1,0
18392,ES11,UKD2,0
18393,ES11,UKD3,0
18394,ES11,UKD4,0
18395,ES11,UKD5,1
18396,ES11,UKE1,0
18397,ES11,UKE2,0
18398,ES11,UKE3,0
18399,ES11,UKE4,0
18400,ES11,UKF1,0
18401,ES11,UKF2,0
18402,ES11,UKF3,0
18403,ES11,UKG1,0
18404,ES11,UKG2,0
18405,ES11,UKG3,0
18406,ES11,UKH1,0
18407,ES11,UKH2,0
18408,ES11,UKH3,0
18409,ES11,UKI1,1
18410,ES11,UKI2,0
18411,ES11,UKJ1,0
18412,ES11,UKJ2,0
18413,ES11,UKJ3,0
18414,ES11,UKJ4,0
18415,ES11,UKK1,0
18416,ES11,UKK2,0
18417,ES11,UKK3,0
18418,ES11,UKK4,0
18419,ES11,UKL1,0
18420,ES11,UKL2,0
18421,ES11,UKM2,0
18422,ES11,UKM3,0
18423,ES11,UKM5,0
18424,ES11,UKM6,0
18425,ES11,UKN0,0
18426,ES12,AT11,0
18427,ES12,AT12,0
18428,ES12,AT13,0
18429,ES12,AT21,0
18430,ES12,AT22,0
18431,ES12,AT31,0
18432,ES12,AT32,0
18433,ES12,AT33,0
18434,ES12,AT34,0
18435,ES12,BE10,0
18436,ES12,BE21,0
18437,ES12,BE22,0
18438,ES12,BE23,0
18439,ES12,BE24,0
18440,ES12,BE25,0
18441,ES12,BE31,0
18442,ES12,BE32,0
18443,ES12,BE33,0
18444,ES12,BE34,0
18445,ES12,BE35,0
18446,ES12,CZ01,0
18447,ES12,CZ02,0
18448,ES12,CZ03,0
18449,ES12,CZ04,0
18450,ES12,CZ05,0
18451,ES12,CZ06,0
18452,ES12,CZ07,0
18453,ES12,CZ08,0
18454,ES12,DE11,0
18455,ES12,DE12,0
18456,ES12,DE13,0
18457,ES12,DE14,0
18458,ES12,DE21,0
18459,ES12,DE22,0
18460,ES12,DE23,0
18461,ES12,DE24,0
18462,ES12,DE25,0
18463,ES12,DE26,0
18464,ES12,DE27,1
18465,ES12,DE30,0
18466,ES12,DE41,0
18467,ES12,DE42,0
18468,ES12,DE50,0
18469,ES12,DE60,0
18470,ES12,DE71,0
18471,ES12,DE72,0
18472,ES12,DE73,0
18473,ES12,DE80,0
18474,ES12,DE91,0
18475,ES12,DE92,0
18476,ES12,DE93,0
18477,ES12,DE94,0
18478,ES12,DEA1,1
18479,ES12,DEA2,0
18480,ES12,DEA3,0
18481,ES12,DEA4,0
18482,ES12,DEA5,0
18483,ES12,DEB1,0
18484,ES12,DEB2,0
18485,ES12,DEB3,0
18486,ES12,DEC0,0
18487,ES12,DED1,0
18488,ES12,DED2,0
18489,ES12,DED3,0
18490,ES12,DEE1,0
18491,ES12,DEE2,0
18492,ES12,DEE3,0
18493,ES12,DEF0,0
18494,ES12,DEG0,0
18495,ES12,DK01,0
18496,ES12,DK02,0
18497,ES12,DK03,0
18498,ES12,EE00,0
18499,ES12,ES11,0
18500,ES12,ES12,0
18501,ES12,ES13,0
18502,ES12,ES21,0
18503,ES12,ES22,0
18504,ES12,ES23,0
18505,ES12,ES24,0
18506,ES12,ES30,0
18507,ES12,ES41,0
18508,ES12,ES42,1
18509,ES12,ES43,0
18510,ES12,ES51,0
18511,ES12,ES52,0
18512,ES12,ES53,1
18513,ES12,ES61,1
18514,ES12,ES62,0
18515,ES12,ES63,0
18516,ES12,ES64,0
18517,ES12,ES70,0
18518,ES12,FI13,0
18519,ES12,FI18,0
18520,ES12,FI19,0
18521,ES12,FI1A,0
18522,ES12,FI20,0
18523,ES12,FR10,0
18524,ES12,FR21,0
18525,ES12,FR22,0
18526,ES12,FR23,0
18527,ES12,FR24,0
18528,ES12,FR25,0
18529,ES12,FR26,0
18530,ES12,FR30,1
18531,ES12,FR41,0
18532,ES12,FR42,0
18533,ES12,FR43,0
18534,ES12,FR51,0
18535,ES12,FR52,0
18536,ES12,FR53,0
18537,ES12,FR61,0
18538,ES12,FR62,0
18539,ES12,FR63,0
18540,ES12,FR71,0
18541,ES12,FR72,0
18542,ES12,FR81,0
18543,ES12,FR82,0
18544,ES12,FR83,0
18545,ES12,GR11,0
18546,ES12,GR12,0
18547,ES12,GR13,0
18548,ES12,GR14,0
18549,ES12,GR21,0
18550,ES12,GR22,0
18551,ES12,GR23,0
18552,ES12,GR24,0
18553,ES12,GR25,0
18554,ES12,GR30,0
18555,ES12,GR41,0
18556,ES12,GR42,0
18557,ES12,GR43,0
18558,ES12,HU10,0
18559,ES12,HU21,0
18560,ES12,HU22,0
18561,ES12,HU23,0
18562,ES12,HU31,0
18563,ES12,HU32,0
18564,ES12,HU33,0
18565,ES12,IE01,0
18566,ES12,IE02,0
18567,ES12,ITC1,0
18568,ES12,ITC2,0
18569,ES12,ITC3,0
18570,ES12,ITC4,0
18571,ES12,ITD1,0
18572,ES12,ITD2,0
18573,ES12,ITD3,0
18574,ES12,ITD4,0
18575,ES12,ITD5,0
18576,ES12,ITE1,0
18577,ES12,ITE2,0
18578,ES12,ITE3,0
18579,ES12,ITE4,0
18580,ES12,ITF1,0
18581,ES12,ITF2,0
18582,ES12,ITF3,0
18583,ES12,ITF4,0
18584,ES12,ITF5,1
18585,ES12,ITF6,0
18586,ES12,ITG1,0
18587,ES12,ITG2,0
18588,ES12,LT00,0
18589,ES12,LU00,0
18590,ES12,LV00,0
18591,ES12,MT00,0
18592,ES12,NL11,0
18593,ES12,NL12,0
18594,ES12,NL13,0
18595,ES12,NL21,0
18596,ES12,NL22,0
18597,ES12,NL23,0
18598,ES12,NL31,1
18599,ES12,NL32,0
18600,ES12,NL33,0
18601,ES12,NL34,0
18602,ES12,NL41,0
18603,ES12,NL42,0
18604,ES12,PL11,0
18605,ES12,PL12,0
18606,ES12,PL21,0
18607,ES12,PL22,0
18608,ES12,PL31,0
18609,ES12,PL32,0
18610,ES12,PL33,0
18611,ES12,PL34,0
18612,ES12,PL41,0
18613,ES12,PL42,0
18614,ES12,PL43,1
18615,ES12,PL51,0
18616,ES12,PL52,0
18617,ES12,PL61,0
18618,ES12,PL62,0
18619,ES12,PL63,0
18620,ES12,PT11,0
18621,ES12,PT15,0
18622,ES12,PT16,0
18623,ES12,PT17,0
18624,ES12,PT18,0
18625,ES12,SE11,0
18626,ES12,SE12,0
18627,ES12,SE21,0
18628,ES12,SE22,0
18629,ES12,SE23,0
18630,ES12,SE31,0
18631,ES12,SE32,0
18632,ES12,SE33,0
18633,ES12,SI00,0
18634,ES12,SK01,0
18635,ES12,SK02,0
18636,ES12,SK03,0
18637,ES12,SK04,0
18638,ES12,UKC1,0
18639,ES12,UKC2,0
18640,ES12,UKD1,0
18641,ES12,UKD2,0
18642,ES12,UKD3,0
18643,ES12,UKD4,0
18644,ES12,UKD5,1
18645,ES12,UKE1,0
18646,ES12,UKE2,0
18647,ES12,UKE3,0
18648,ES12,UKE4,0
18649,ES12,UKF1,0
18650,ES12,UKF2,0
18651,ES12,UKF3,0
18652,ES12,UKG1,1
18653,ES12,UKG2,0
18654,ES12,UKG3,0
18655,ES12,UKH1,0
18656,ES12,UKH2,0
18657,ES12,UKH3,0
18658,ES12,UKI1,1
18659,ES12,UKI2,0
18660,ES12,UKJ1,0
18661,ES12,UKJ2,0
18662,ES12,UKJ3,0
18663,ES12,UKJ4,0
18664,ES12,UKK1,0
18665,ES12,UKK2,0
18666,ES12,UKK3,0
18667,ES12,UKK4,0
18668,ES12,UKL1,0
18669,ES12,UKL2,0
18670,ES12,UKM2,0
18671,ES12,UKM3,0
18672,ES12,UKM5,0
18673,ES12,UKM6,0
18674,ES12,UKN0,0
18675,ES13,AT11,0
18676,ES13,AT12,0
18677,ES13,AT13,0
18678,ES13,AT21,0
18679,ES13,AT22,0
18680,ES13,AT31,0
18681,ES13,AT32,0
18682,ES13,AT33,0
18683,ES13,AT34,0
18684,ES13,BE10,1
18685,ES13,BE21,0
18686,ES13,BE22,0
18687,ES13,BE23,0
18688,ES13,BE24,0
18689,ES13,BE25,0
18690,ES13,BE31,0
18691,ES13,BE32,0
18692,ES13,BE33,0
18693,ES13,BE34,0
18694,ES13,BE35,0
18695,ES13,CZ01,0
18696,ES13,CZ02,0
18697,ES13,CZ03,0
18698,ES13,CZ04,0
18699,ES13,CZ05,1
18700,ES13,CZ06,0
18701,ES13,CZ07,0
18702,ES13,CZ08,0
18703,ES13,DE11,0
18704,ES13,DE12,0
18705,ES13,DE13,0
18706,ES13,DE14,0
18707,ES13,DE21,0
18708,ES13,DE22,0
18709,ES13,DE23,0
18710,ES13,DE24,0
18711,ES13,DE25,0
18712,ES13,DE26,0
18713,ES13,DE27,1
18714,ES13,DE30,0
18715,ES13,DE41,0
18716,ES13,DE42,0
18717,ES13,DE50,0
18718,ES13,DE60,0
18719,ES13,DE71,0
18720,ES13,DE72,0
18721,ES13,DE73,0
18722,ES13,DE80,0
18723,ES13,DE91,0
18724,ES13,DE92,0
18725,ES13,DE93,0
18726,ES13,DE94,0
18727,ES13,DEA1,0
18728,ES13,DEA2,0
18729,ES13,DEA3,0
18730,ES13,DEA4,0
18731,ES13,DEA5,0
18732,ES13,DEB1,0
18733,ES13,DEB2,0
18734,ES13,DEB3,0
18735,ES13,DEC0,0
18736,ES13,DED1,0
18737,ES13,DED2,1
18738,ES13,DED3,0
18739,ES13,DEE1,0
18740,ES13,DEE2,0
18741,ES13,DEE3,0
18742,ES13,DEF0,0
18743,ES13,DEG0,0
18744,ES13,DK01,0
18745,ES13,DK02,0
18746,ES13,DK03,0
18747,ES13,EE00,0
18748,ES13,ES11,0
18749,ES13,ES12,0
18750,ES13,ES13,0
18751,ES13,ES21,0
18752,ES13,ES22,0
18753,ES13,ES23,1
18754,ES13,ES24,0
18755,ES13,ES30,0
18756,ES13,ES41,0
18757,ES13,ES42,1
18758,ES13,ES43,0
18759,ES13,ES51,0
18760,ES13,ES52,0
18761,ES13,ES53,0
18762,ES13,ES61,0
18763,ES13,ES62,0
18764,ES13,ES63,0
18765,ES13,ES64,0
18766,ES13,ES70,0
18767,ES13,FI13,0
18768,ES13,FI18,1
18769,ES13,FI19,0
18770,ES13,FI1A,0
18771,ES13,FI20,0
18772,ES13,FR10,0
18773,ES13,FR21,0
18774,ES13,FR22,0
18775,ES13,FR23,0
18776,ES13,FR24,0
18777,ES13,FR25,0
18778,ES13,FR26,0
18779,ES13,FR30,0
18780,ES13,FR41,1
18781,ES13,FR42,0
18782,ES13,FR43,0
18783,ES13,FR51,0
18784,ES13,FR52,0
18785,ES13,FR53,0
18786,ES13,FR61,0
18787,ES13,FR62,0
18788,ES13,FR63,0
18789,ES13,FR71,0
18790,ES13,FR72,0
18791,ES13,FR81,0
18792,ES13,FR82,0
18793,ES13,FR83,0
18794,ES13,GR11,0
18795,ES13,GR12,1
18796,ES13,GR13,0
18797,ES13,GR14,0
18798,ES13,GR21,0
18799,ES13,GR22,0
18800,ES13,GR23,0
18801,ES13,GR24,0
18802,ES13,GR25,1
18803,ES13,GR30,0
18804,ES13,GR41,1
18805,ES13,GR42,0
18806,ES13,GR43,0
18807,ES13,HU10,0
18808,ES13,HU21,0
18809,ES13,HU22,0
18810,ES13,HU23,0
18811,ES13,HU31,0
18812,ES13,HU32,0
18813,ES13,HU33,0
18814,ES13,IE01,0
18815,ES13,IE02,0
18816,ES13,ITC1,0
18817,ES13,ITC2,1
18818,ES13,ITC3,0
18819,ES13,ITC4,0
18820,ES13,ITD1,0
18821,ES13,ITD2,0
18822,ES13,ITD3,0
18823,ES13,ITD4,0
18824,ES13,ITD5,0
18825,ES13,ITE1,0
18826,ES13,ITE2,0
18827,ES13,ITE3,0
18828,ES13,ITE4,0
18829,ES13,ITF1,0
18830,ES13,ITF2,0
18831,ES13,ITF3,0
18832,ES13,ITF4,0
18833,ES13,ITF5,0
18834,ES13,ITF6,0
18835,ES13,ITG1,0
18836,ES13,ITG2,0
18837,ES13,LT00,0
18838,ES13,LU00,0
18839,ES13,LV00,0
18840,ES13,MT00,0
18841,ES13,NL11,0
18842,ES13,NL12,0
18843,ES13,NL13,0
18844,ES13,NL21,0
18845,ES13,NL22,0
18846,ES13,NL23,0
18847,ES13,NL31,0
18848,ES13,NL32,0
18849,ES13,NL33,0
18850,ES13,NL34,0
18851,ES13,NL41,0
18852,ES13,NL42,0
18853,ES13,PL11,0
18854,ES13,PL12,0
18855,ES13,PL21,0
18856,ES13,PL22,0
18857,ES13,PL31,1
18858,ES13,PL32,0
18859,ES13,PL33,0
18860,ES13,PL34,0
18861,ES13,PL41,0
18862,ES13,PL42,0
18863,ES13,PL43,0
18864,ES13,PL51,1
18865,ES13,PL52,0
18866,ES13,PL61,0
18867,ES13,PL62,1
18868,ES13,PL63,0
18869,ES13,PT11,0
18870,ES13,PT15,0
18871,ES13,PT16,0
18872,ES13,PT17,0
18873,ES13,PT18,0
18874,ES13,SE11,0
18875,ES13,SE12,0
18876,ES13,SE21,0
18877,ES13,SE22,0
18878,ES13,SE23,0
18879,ES13,SE31,0
18880,ES13,SE32,0
18881,ES13,SE33,0
18882,ES13,SI00,0
18883,ES13,SK01,0
18884,ES13,SK02,0
18885,ES13,SK03,0
18886,ES13,SK04,0
18887,ES13,UKC1,0
18888,ES13,UKC2,0
18889,ES13,UKD1,0
18890,ES13,UKD2,1
18891,ES13,UKD3,0
18892,ES13,UKD4,0
18893,ES13,UKD5,0
18894,ES13,UKE1,0
18895,ES13,UKE2,0
18896,ES13,UKE3,0
18897,ES13,UKE4,1
18898,ES13,UKF1,0
18899,ES13,UKF2,0
18900,ES13,UKF3,0
18901,ES13,UKG1,0
18902,ES13,UKG2,0
18903,ES13,UKG3,0
18904,ES13,UKH1,0
18905,ES13,UKH2,0
18906,ES13,UKH3,0
18907,ES13,UKI1,0
18908,ES13,UKI2,0
18909,ES13,UKJ1,0
18910,ES13,UKJ2,0
18911,ES13,UKJ3,0
18912,ES13,UKJ4,0
18913,ES13,UKK1,0
18914,ES13,UKK2,0
18915,ES13,UKK3,0
18916,ES13,UKK4,0
18917,ES13,UKL1,0
18918,ES13,UKL2,0
18919,ES13,UKM2,0
18920,ES13,UKM3,1
18921,ES13,UKM5,0
18922,ES13,UKM6,0
18923,ES13,UKN0,0
18924,ES21,AT11,0
18925,ES21,AT12,0
18926,ES21,AT13,0
18927,ES21,AT21,0
18928,ES21,AT22,0
18929,ES21,AT31,0
18930,ES21,AT32,0
18931,ES21,AT33,0
18932,ES21,AT34,0
18933,ES21,BE10,0
18934,ES21,BE21,0
18935,ES21,BE22,0
18936,ES21,BE23,0
18937,ES21,BE24,0
18938,ES21,BE25,0
18939,ES21,BE31,0
18940,ES21,BE32,0
18941,ES21,BE33,0
18942,ES21,BE34,0
18943,ES21,BE35,0
18944,ES21,CZ01,0
18945,ES21,CZ02,0
18946,ES21,CZ03,0
18947,ES21,CZ04,0
18948,ES21,CZ05,0
18949,ES21,CZ06,0
18950,ES21,CZ07,0
18951,ES21,CZ08,0
18952,ES21,DE11,0
18953,ES21,DE12,0
18954,ES21,DE13,0
18955,ES21,DE14,0
18956,ES21,DE21,0
18957,ES21,DE22,0
18958,ES21,DE23,0
18959,ES21,DE24,0
18960,ES21,DE25,0
18961,ES21,DE26,0
18962,ES21,DE27,0
18963,ES21,DE30,1
18964,ES21,DE41,0
18965,ES21,DE42,0
18966,ES21,DE50,0
18967,ES21,DE60,0
18968,ES21,DE71,0
18969,ES21,DE72,0
18970,ES21,DE73,0
18971,ES21,DE80,0
18972,ES21,DE91,0
18973,ES21,DE92,0
18974,ES21,DE93,0
18975,ES21,DE94,0
18976,ES21,DEA1,1
18977,ES21,DEA2,0
18978,ES21,DEA3,0
18979,ES21,DEA4,0
18980,ES21,DEA5,0
18981,ES21,DEB1,0
18982,ES21,DEB2,0
18983,ES21,DEB3,0
18984,ES21,DEC0,0
18985,ES21,DED1,0
18986,ES21,DED2,0
18987,ES21,DED3,0
18988,ES21,DEE1,0
18989,ES21,DEE2,0
18990,ES21,DEE3,0
18991,ES21,DEF0,0
18992,ES21,DEG0,0
18993,ES21,DK01,0
18994,ES21,DK02,0
18995,ES21,DK03,0
18996,ES21,EE00,0
18997,ES21,ES11,0
18998,ES21,ES12,0
18999,ES21,ES13,0
19000,ES21,ES21,0
19001,ES21,ES22,0
19002,ES21,ES23,0
19003,ES21,ES24,0
19004,ES21,ES30,0
19005,ES21,ES41,0
19006,ES21,ES42,0
19007,ES21,ES43,0
19008,ES21,ES51,0
19009,ES21,ES52,0
19010,ES21,ES53,0
19011,ES21,ES61,0
19012,ES21,ES62,0
19013,ES21,ES63,1
19014,ES21,ES64,0
19015,ES21,ES70,0
19016,ES21,FI13,0
19017,ES21,FI18,0
19018,ES21,FI19,0
19019,ES21,FI1A,0
19020,ES21,FI20,0
19021,ES21,FR10,0
19022,ES21,FR21,0
19023,ES21,FR22,0
19024,ES21,FR23,0
19025,ES21,FR24,0
19026,ES21,FR25,1
19027,ES21,FR26,1
19028,ES21,FR30,0
19029,ES21,FR41,0
19030,ES21,FR42,0
19031,ES21,FR43,0
19032,ES21,FR51,0
19033,ES21,FR52,0
19034,ES21,FR53,0
19035,ES21,FR61,0
19036,ES21,FR62,0
19037,ES21,FR63,0
19038,ES21,FR71,0
19039,ES21,FR72,0
19040,ES21,FR81,0
19041,ES21,FR82,0
19042,ES21,FR83,0
19043,ES21,GR11,0
19044,ES21,GR12,0
19045,ES21,GR13,0
19046,ES21,GR14,0
19047,ES21,GR21,0
19048,ES21,GR22,0
19049,ES21,GR23,0
19050,ES21,GR24,0
19051,ES21,GR25,0
19052,ES21,GR30,0
19053,ES21,GR41,0
19054,ES21,GR42,0
19055,ES21,GR43,1
19056,ES21,HU10,0
19057,ES21,HU21,0
19058,ES21,HU22,0
19059,ES21,HU23,0
19060,ES21,HU31,0
19061,ES21,HU32,0
19062,ES21,HU33,0
19063,ES21,IE01,0
19064,ES21,IE02,0
19065,ES21,ITC1,0
19066,ES21,ITC2,0
19067,ES21,ITC3,0
19068,ES21,ITC4,0
19069,ES21,ITD1,0
19070,ES21,ITD2,0
19071,ES21,ITD3,1
19072,ES21,ITD4,0
19073,ES21,ITD5,0
19074,ES21,ITE1,0
19075,ES21,ITE2,0
19076,ES21,ITE3,0
19077,ES21,ITE4,0
19078,ES21,ITF1,0
19079,ES21,ITF2,0
19080,ES21,ITF3,0
19081,ES21,ITF4,1
19082,ES21,ITF5,0
19083,ES21,ITF6,0
19084,ES21,ITG1,0
19085,ES21,ITG2,0
19086,ES21,LT00,0
19087,ES21,LU00,0
19088,ES21,LV00,0
19089,ES21,MT00,0
19090,ES21,NL11,0
19091,ES21,NL12,0
19092,ES21,NL13,0
19093,ES21,NL21,0
19094,ES21,NL22,0
19095,ES21,NL23,0
19096,ES21,NL31,0
19097,ES21,NL32,0
19098,ES21,NL33,0
19099,ES21,NL34,0
19100,ES21,NL41,0
19101,ES21,NL42,0
19102,ES21,PL11,0
19103,ES21,PL12,0
19104,ES21,PL21,0
19105,ES21,PL22,0
19106,ES21,PL31,0
19107,ES21,PL32,0
19108,ES21,PL33,0
19109,ES21,PL34,0
19110,ES21,PL41,0
19111,ES21,PL42,0
19112,ES21,PL43,0
19113,ES21,PL51,0
19114,ES21,PL52,0
19115,ES21,PL61,0
19116,ES21,PL62,0
19117,ES21,PL63,0
19118,ES21,PT11,0
19119,ES21,PT15,0
19120,ES21,PT16,0
19121,ES21,PT17,0
19122,ES21,PT18,0
19123,ES21,SE11,1
19124,ES21,SE12,0
19125,ES21,SE21,0
19126,ES21,SE22,0
19127,ES21,SE23,0
19128,ES21,SE31,0
19129,ES21,SE32,0
19130,ES21,SE33,0
19131,ES21,SI00,0
19132,ES21,SK01,0
19133,ES21,SK02,0
19134,ES21,SK03,0
19135,ES21,SK04,1
19136,ES21,UKC1,0
19137,ES21,UKC2,0
19138,ES21,UKD1,0
19139,ES21,UKD2,0
19140,ES21,UKD3,0
19141,ES21,UKD4,0
19142,ES21,UKD5,0
19143,ES21,UKE1,0
19144,ES21,UKE2,0
19145,ES21,UKE3,0
19146,ES21,UKE4,0
19147,ES21,UKF1,0
19148,ES21,UKF2,0
19149,ES21,UKF3,0
19150,ES21,UKG1,0
19151,ES21,UKG2,0
19152,ES21,UKG3,0
19153,ES21,UKH1,0
19154,ES21,UKH2,0
19155,ES21,UKH3,0
19156,ES21,UKI1,0
19157,ES21,UKI2,0
19158,ES21,UKJ1,0
19159,ES21,UKJ2,0
19160,ES21,UKJ3,0
19161,ES21,UKJ4,0
19162,ES21,UKK1,0
19163,ES21,UKK2,0
19164,ES21,UKK3,0
19165,ES21,UKK4,0
19166,ES21,UKL1,0
19167,ES21,UKL2,0
19168,ES21,UKM2,0
19169,ES21,UKM3,0
19170,ES21,UKM5,0
19171,ES21,UKM6,0
19172,ES21,UKN0,0
19173,ES22,AT11,0
19174,ES22,AT12,0
19175,ES22,AT13,0
19176,ES22,AT21,0
19177,ES22,AT22,0
19178,ES22,AT31,0
19179,ES22,AT32,0
19180,ES22,AT33,0
19181,ES22,AT34,0
19182,ES22,BE10,1
19183,ES22,BE21,0
19184,ES22,BE22,0
19185,ES22,BE23,0
19186,ES22,BE24,0
19187,ES22,BE25,0
19188,ES22,BE31,0
19189,ES22,BE32,0
19190,ES22,BE33,0
19191,ES22,BE34,0
19192,ES22,BE35,0
19193,ES22,CZ01,0
19194,ES22,CZ02,0
19195,ES22,CZ03,0
19196,ES22,CZ04,0
19197,ES22,CZ05,0
19198,ES22,CZ06,0
19199,ES22,CZ07,0
19200,ES22,CZ08,0
19201,ES22,DE11,0
19202,ES22,DE12,0
19203,ES22,DE13,0
19204,ES22,DE14,0
19205,ES22,DE21,0
19206,ES22,DE22,0
19207,ES22,DE23,0
19208,ES22,DE24,0
19209,ES22,DE25,0
19210,ES22,DE26,0
19211,ES22,DE27,1
19212,ES22,DE30,0
19213,ES22,DE41,0
19214,ES22,DE42,0
19215,ES22,DE50,0
19216,ES22,DE60,0
19217,ES22,DE71,0
19218,ES22,DE72,1
19219,ES22,DE73,0
19220,ES22,DE80,0
19221,ES22,DE91,1
19222,ES22,DE92,0
19223,ES22,DE93,0
19224,ES22,DE94,0
19225,ES22,DEA1,0
19226,ES22,DEA2,0
19227,ES22,DEA3,0
19228,ES22,DEA4,0
19229,ES22,DEA5,0
19230,ES22,DEB1,0
19231,ES22,DEB2,0
19232,ES22,DEB3,0
19233,ES22,DEC0,1
19234,ES22,DED1,0
19235,ES22,DED2,1
19236,ES22,DED3,0
19237,ES22,DEE1,0
19238,ES22,DEE2,0
19239,ES22,DEE3,0
19240,ES22,DEF0,0
19241,ES22,DEG0,0
19242,ES22,DK01,0
19243,ES22,DK02,0
19244,ES22,DK03,0
19245,ES22,EE00,0
19246,ES22,ES11,0
19247,ES22,ES12,0
19248,ES22,ES13,0
19249,ES22,ES21,0
19250,ES22,ES22,0
19251,ES22,ES23,0
19252,ES22,ES24,0
19253,ES22,ES30,0
19254,ES22,ES41,0
19255,ES22,ES42,1
19256,ES22,ES43,0
19257,ES22,ES51,0
19258,ES22,ES52,0
19259,ES22,ES53,0
19260,ES22,ES61,0
19261,ES22,ES62,0
19262,ES22,ES63,0
19263,ES22,ES64,0
19264,ES22,ES70,0
19265,ES22,FI13,0
19266,ES22,FI18,1
19267,ES22,FI19,0
19268,ES22,FI1A,0
19269,ES22,FI20,0
19270,ES22,FR10,0
19271,ES22,FR21,1
19272,ES22,FR22,0
19273,ES22,FR23,0
19274,ES22,FR24,0
19275,ES22,FR25,0
19276,ES22,FR26,0
19277,ES22,FR30,0
19278,ES22,FR41,0
19279,ES22,FR42,0
19280,ES22,FR43,0
19281,ES22,FR51,0
19282,ES22,FR52,0
19283,ES22,FR53,0
19284,ES22,FR61,0
19285,ES22,FR62,0
19286,ES22,FR63,0
19287,ES22,FR71,0
19288,ES22,FR72,0
19289,ES22,FR81,0
19290,ES22,FR82,0
19291,ES22,FR83,0
19292,ES22,GR11,0
19293,ES22,GR12,1
19294,ES22,GR13,0
19295,ES22,GR14,0
19296,ES22,GR21,0
19297,ES22,GR22,0
19298,ES22,GR23,0
19299,ES22,GR24,0
19300,ES22,GR25,0
19301,ES22,GR30,0
19302,ES22,GR41,0
19303,ES22,GR42,0
19304,ES22,GR43,0
19305,ES22,HU10,0
19306,ES22,HU21,0
19307,ES22,HU22,0
19308,ES22,HU23,0
19309,ES22,HU31,0
19310,ES22,HU32,0
19311,ES22,HU33,0
19312,ES22,IE01,0
19313,ES22,IE02,0
19314,ES22,ITC1,0
19315,ES22,ITC2,1
19316,ES22,ITC3,0
19317,ES22,ITC4,0
19318,ES22,ITD1,0
19319,ES22,ITD2,0
19320,ES22,ITD3,0
19321,ES22,ITD4,0
19322,ES22,ITD5,0
19323,ES22,ITE1,0
19324,ES22,ITE2,0
19325,ES22,ITE3,0
19326,ES22,ITE4,0
19327,ES22,ITF1,0
19328,ES22,ITF2,0
19329,ES22,ITF3,0
19330,ES22,ITF4,0
19331,ES22,ITF5,0
19332,ES22,ITF6,0
19333,ES22,ITG1,0
19334,ES22,ITG2,0
19335,ES22,LT00,0
19336,ES22,LU00,0
19337,ES22,LV00,0
19338,ES22,MT00,0
19339,ES22,NL11,0
19340,ES22,NL12,0
19341,ES22,NL13,0
19342,ES22,NL21,0
19343,ES22,NL22,0
19344,ES22,NL23,0
19345,ES22,NL31,0
19346,ES22,NL32,0
19347,ES22,NL33,0
19348,ES22,NL34,0
19349,ES22,NL41,0
19350,ES22,NL42,0
19351,ES22,PL11,0
19352,ES22,PL12,1
19353,ES22,PL21,0
19354,ES22,PL22,0
19355,ES22,PL31,0
19356,ES22,PL32,0
19357,ES22,PL33,0
19358,ES22,PL34,0
19359,ES22,PL41,0
19360,ES22,PL42,1
19361,ES22,PL43,0
19362,ES22,PL51,0
19363,ES22,PL52,0
19364,ES22,PL61,0
19365,ES22,PL62,0
19366,ES22,PL63,0
19367,ES22,PT11,1
19368,ES22,PT15,0
19369,ES22,PT16,0
19370,ES22,PT17,0
19371,ES22,PT18,0
19372,ES22,SE11,0
19373,ES22,SE12,0
19374,ES22,SE21,0
19375,ES22,SE22,0
19376,ES22,SE23,0
19377,ES22,SE31,0
19378,ES22,SE32,0
19379,ES22,SE33,0
19380,ES22,SI00,0
19381,ES22,SK01,0
19382,ES22,SK02,0
19383,ES22,SK03,0
19384,ES22,SK04,0
19385,ES22,UKC1,0
19386,ES22,UKC2,0
19387,ES22,UKD1,0
19388,ES22,UKD2,0
19389,ES22,UKD3,0
19390,ES22,UKD4,0
19391,ES22,UKD5,1
19392,ES22,UKE1,0
19393,ES22,UKE2,0
19394,ES22,UKE3,0
19395,ES22,UKE4,0
19396,ES22,UKF1,0
19397,ES22,UKF2,0
19398,ES22,UKF3,0
19399,ES22,UKG1,1
19400,ES22,UKG2,0
19401,ES22,UKG3,0
19402,ES22,UKH1,0
19403,ES22,UKH2,0
19404,ES22,UKH3,0
19405,ES22,UKI1,0
19406,ES22,UKI2,0
19407,ES22,UKJ1,0
19408,ES22,UKJ2,0
19409,ES22,UKJ3,0
19410,ES22,UKJ4,0
19411,ES22,UKK1,0
19412,ES22,UKK2,0
19413,ES22,UKK3,1
19414,ES22,UKK4,0
19415,ES22,UKL1,0
19416,ES22,UKL2,0
