,Region,RegionCode,RegionName,T,Nuts0,Nuts1,sp61,tc,tc_ratio,tl_min,tl_mean,tl_max,sp61_n,sp61_d,tl_min_n,tl_min_d,tl_mean_n,tl_mean_d,tl_max_n,tl_max_d,tc_n,tc_d,tc_ratio_n,tc_ratio_d,sp61_resi_n,sp61_resi_d_alt,sp61_resi_d,sp61_resi,sp61_resi_alt,sp61_resi_regional,sp61_resi_regional_alt,sp61_resi_regional_alt_cont,key,population,empden,labprod,unemployment,tl_diff
121,R210,SE22,Norra_Mellansverige,2001,SE,SE2,8.914793850713824,1.8854760891961913,1.9608302251004774,3.3337480363656438,4.12278561866317,4.854946265426955,0.8792205801144817,-0.12077941988551832,1.0000777911959224,7.779119592243866e-05,0.9944559758248714,-0.005544024175128559,1.001157689479021,0.0011576894790210623,0.9924951830218585,-0.0075048169781415375,1.0172165923426526,0.017216592342652604,0.8792205801144817,-0.12077941988551832,-0.12077941988551832,-1.0,-1.0,-1.0,0.0,-3.8588721025474597,SE222001,1279816,4.31051129658635,0.058480404844864775,5.9,1.5211982290613113
122,R211,SE23,Mellersta_Norrland,2001,SE,SE2,8.29798880728308,2.2894067004508267,2.745161045358057,3.6494082602779114,4.324912481381362,4.971369811571437,0.9788106816276753,-0.02118931837232474,0.9969862791615699,-0.0030137208384301006,0.9995605396796766,-0.00043946032032338156,0.9957823385197988,-0.004217661480201196,0.9924368303981723,-0.0075631696018276795,0.9982878304484307,-0.0017121695515692759,0.9788106816276753,-0.02118931837232474,-0.02118931837232474,1.0,1.0,-1.0,0.0,-1.5015552419779332,SE232001,1769645,2.935307654915238,0.060473711638679796,4.1,1.3219615512935254
123,R212,SE31,ovre_Norrland,2001,SE,SE3,8.483659401491085,1.8642929272725886,1.9093620754264513,3.400688791654735,4.184129179742736,4.7714834961855965,0.9481671521325717,-0.051832847867428256,0.9952810714303589,-0.004718928569641068,0.9971384378844222,-0.0028615621155777538,0.9912123128378463,-0.008787687162153723,0.9736796533723109,-0.026320346627689117,0.9589863027319996,-0.041013697268000415,0.9481671521325717,-0.051832847867428256,-0.051832847867428256,1.0,1.0,-1.0,0.0,-2.2268934799010798,SE312001,832524,0.5962148561426539,0.05420707732634338,6.6,1.3707947045308617
124,R213,SE32,Smaland_med_oarna,2001,SE,SE3,9.067049382030769,1.702000751588833,1.5913477181574296,3.06851113594752,4.247992749140638,5.144991293748621,0.9739732976972213,-0.026026702302778704,0.9933308463630097,-0.006669153636990277,1.0103289398834476,0.01032893988344763,1.027626349900833,0.027626349900832903,0.9828840369210325,-0.017115963078967456,0.9632515419070613,-0.036748458092938696,0.9739732976972213,-0.026026702302778704,-0.026026702302778704,1.0,1.0,-1.0,0.0,-1.6160570501601101,SE322001,376469,0.24103306320359968,0.06348656542056075,6.6,2.076480157801101
125,R214,SE33,Vastsverige,2001,SE,SE3,9.797528066452436,1.614327128503476,1.4904726036084734,3.1560633990392377,4.2068149027661645,5.056419197016078,0.9362533122770628,-0.06374668772293723,0.9958341358737228,-0.0041658641262771745,0.9983838821197495,-0.0016161178802505116,1.0094729852865574,0.009472985286557378,0.9776950076814535,-0.022304992318546546,0.9838008110479517,-0.016199188952048305,0.9362533122770628,-0.06374668772293723,-0.06374668772293723,1.0,1.0,-1.0,0.0,-2.508896361099026,SE332001,511878,0.15621873751537257,0.05617805590321234,6.0,1.9003557979768404
126,R216,SK01,Bratislavsky_kraj,2001,SK,SK0,8.119998233320281,2.087977213182649,1.338261545989072,3.991313641544312,5.361604186077123,7.0827940378352885,1.0690952322268867,0.06909523222688674,0.9668585406315621,-0.03314145936843793,0.9966494409995218,-0.0033505590004782038,1.0303905758434395,0.030390575843439516,1.0323658976821786,0.03236589768217857,1.0636109552891353,0.0636109552891353,1.0690952322268867,0.06909523222688674,0.06909523222688674,-1.0,-1.0,1.0,1.0,0.6354974383857711,SK012001,598781,15.143692157817826,0.019509938887101962,7.7,3.0914803962909767
127,R217,SK02,Zapadne_Slovensko,2001,SK,SK0,8.423635288853832,2.177424178609051,1.3871061511164064,4.179741736343672,5.589307573609873,7.041199285053766,1.075113702081314,0.07511370208131396,1.009139570710249,0.009139570710249068,1.0181275707847612,0.018127570784761238,1.0249020522555363,0.024902052255536322,1.0425614674662471,0.042561467466247116,1.0719335246238215,0.07193352462382152,1.075113702081314,0.07511370208131396,0.07511370208131396,-1.0,-1.0,1.0,1.0,0.7779557775892026,SK022001,1871019,4.980991129193623,0.01021276111408677,18.6,2.861457548710094
128,R218,SK03,Stredne_Slovensko,2001,SK,SK0,7.920261459875312,2.264828808914571,1.573417433334526,3.986451028806088,5.52279750926355,7.016134981105121,1.1361942976447783,0.1361942976447783,1.00500953677276,0.005009536772760059,1.0198600985071975,0.0198600985071975,1.0521125167451364,0.052112516745136395,1.0309460349399808,0.030946034939980827,1.0441013465941582,0.04410134659415821,1.1361942976447783,0.1361942976447783,0.1361942976447783,1.0,1.0,1.0,1.0,2.2237452244079465,SK032001,1354679,3.1576679184879635,0.009658568921817118,21.1,3.029683952299033
129,R219,SK04,Vychodne_Slovensko,2001,SK,SK0,7.986151831234244,2.196600211439285,1.4836732886486492,4.061033271063066,5.468957959863677,6.98946958287103,1.129252959345015,0.1292529593450149,1.0020905643747202,0.0020905643747202163,1.0142415764797177,0.014241576479717688,1.0456886663583886,0.04568866635838864,1.0292097568308234,0.029209756830823386,1.0513912218047903,0.05139122180479028,1.129252959345015,0.1292529593450149,0.1292529593450149,1.0,1.0,1.0,1.0,2.059442411574871,SK042001,1554304,3.462466658198908,0.00965410858400587,24.4,2.928436311807964
130,R1,AT11,Burgenland,2002,AT,AT1,7.795071501115833,1.869461888209874,1.9675476083372416,2.3558067049399263,4.149081499430055,5.270005810481223,1.1278409456070677,0.07169966516645432,0.7776657045209027,-0.24752140967590497,0.985620368277502,-0.04570939476893732,0.9539363472302874,-0.068989164367658,0.9949367077838521,-0.03769988249182077,0.9516649446990707,-0.05024671835886074,1.1278409456070677,0.1278409456070677,0.07169966516645432,1.0,1.0,1.0,1.0,0.468441020664303,AT112002,276673,3.3142267257069897,0.04260631147540984,4.9,2.9141991055412966
131,R2,AT12,Niederosterreich,2002,AT,AT1,9.679622386426828,1.882649339490727,1.7918200179644335,2.3185790553518437,4.172047055205946,5.403389651049089,1.0262268538399146,0.018646471733227976,0.7508812902578974,-0.2748624735474776,0.9599189154042935,-0.0627437695196642,0.971407478638109,-0.05031279063159244,0.9938150431921203,-0.026138474366358966,0.9723379801281945,-0.030766282466812345,1.0262268538399146,0.026226853839914632,0.018646471733227976,-1.0,-1.0,-1.0,0.0,-0.6987460641923744,AT122002,1544667,3.7150132603573436,0.049525113765642774,4.7,3.0848105956972454
132,R3,AT13,Wien,2002,AT,AT1,10.162322432990651,1.8831740150337684,1.9282486275427773,2.658761458310469,4.171765566558872,5.140085587232564,1.160405365195345,0.08093805837165102,0.8677988867614258,-0.13913185781021709,1.0214997670283585,-0.01142960838138496,1.0798490206857914,0.056769724061771276,1.0422564755678396,0.023824342127557463,0.9739697250041591,-0.0002352273383177117,1.160405365195345,0.16040536519534498,0.08093805837165102,1.0,1.0,1.0,1.0,0.8424912070930461,AT132002,1571123,179.9544994944388,0.0870408905745189,7.7,2.481324128922095
133,R4,AT21,Karnten,2002,AT,AT2,8.629798359681827,1.8776106899109468,1.9565171180829681,2.4281384558876464,4.134717700382077,5.131639363378909,1.0856996116827504,0.03667179525847852,0.7943893932777895,-0.22539736382194908,0.9761468360269524,-0.04672527372182478,0.9622143182867106,-0.05798650830895402,1.0043677438703946,-0.025445280011831217,0.9623682501192492,-0.03507606920267636,1.0856996116827504,0.08569961168275042,0.03667179525847852,-1.0,1.0,-1.0,0.0,-0.015614092555686677,AT212002,559933,2.5929090132422044,0.053426482701812196,4.4,2.7035009074912626
134,R5,AT22,Steiermark,2002,AT,AT2,9.382306732016088,1.888201344677038,1.946552870289992,2.3973986166706522,4.098043553016512,5.061905001953637,1.0457964642014594,-0.001337560269212279,0.7784506818951501,-0.24182519738048847,0.9650400860218797,-0.06372156961661068,0.9315026146703344,-0.08925976597908403,0.9956206862119366,-0.02876474021633202,0.9665455100039927,-0.029141021511244203,1.0457964642014594,0.04579646420145944,-0.001337560269212279,-1.0,-1.0,-1.0,0.0,-0.4739603472466069,AT222002,1188117,3.2239401250677036,0.05448875525009546,5.5,2.6645063852829844
135,R6,AT31,Oberosterreich,2002,AT,AT3,9.644834737384434,1.8810780522269948,1.8985172377989596,2.4032407869995547,4.141601947406183,5.317393285397344,1.0586810124784773,0.05781533790559057,0.775062927108888,-0.2500538191122603,0.971629835800512,-0.04956703584633604,0.9659525619491142,-0.053837246380710746,1.0080194011399533,-0.012289114866832263,0.9803306778757012,-0.0310165902909757,1.0586810124784773,0.058681012478477346,0.05781533790559057,1.0,-1.0,1.0,0.0,-0.3259623867116791,AT312002,1377803,5.438370535904675,0.058414680050188204,3.8,2.9141524983977893
136,R7,AT32,Salzburg,2002,AT,AT3,8.908058649080417,1.8811337588588535,1.8481481880742578,2.4749141205127874,4.243287911644354,5.411067932675186,1.0398777232448944,0.014824947208929684,0.8161895502234715,-0.21179793313895723,0.9780342808245367,-0.046775526350391394,1.050282298699219,0.02983963488598329,1.0058052211112083,-0.01762812359931365,0.9887113808791941,-0.013074501255908144,1.0398777232448944,0.03987772324489436,0.014824947208929684,-1.0,-1.0,-1.0,0.0,-0.5419457800047446,AT322002,517050,3.5446412114165806,0.06465248,3.2,2.9361538121623987
137,R8,AT33,Tirol,2002,AT,AT3,9.151964195517165,1.8957324019173885,1.8194796662783759,2.4611716451887062,4.2489027932864465,5.396522291256518,1.0561007123021737,0.030493421363553708,0.8151554333909709,-0.21463260822818253,0.9778103682673834,-0.04482522758314167,1.067742973105814,0.05353640352969413,1.007867043515414,-0.013773230941155568,0.9965134867797416,-0.01605827746615085,1.0561007123021737,0.05610071230217373,0.030493421363553708,-1.0,-1.0,-1.0,0.0,-0.35560092393086945,AT332002,675700,2.507003807197759,0.06157898758357211,2.4,2.9353506460678114
138,R9,AT34,Vorarlberg,2002,AT,AT3,8.47205457687231,1.867549589971263,1.7762126751607072,2.4880170124279735,4.191385035492323,5.104105533467403,1.1234749600573357,0.059607898808556437,0.8267911089552222,-0.19977820301298488,0.9952283081643515,-0.03247303981705507,0.9856565486015767,-0.012111794256681963,1.0146241244971392,-0.011773522409025183,0.9716625020238537,-0.023375689758389884,1.1234749600573357,0.12347496005733571,0.059607898808556437,1.0,1.0,1.0,1.0,0.4182912642900071,AT342002,352574,6.38138434233879,0.06412713226205193,2.6,2.61608852103943
139,R21,CZ01,Praha,2002,CZ,CZ0,9.247953230899343,2.088579768295783,1.4145455116227257,0.9999999999999968,4.879396456239983,6.108216867782078,1.3098583807020792,0.16473221010865124,0.9999999999999915,-3.219646771412954e-15,0.965179583748785,-0.04425865233132964,1.0107939138809388,-0.008555247250549014,1.009485745003655,0.010589434856798086,1.026004308295252,0.03385918494872975,1.3098583807020792,0.30985838070207916,0.16473221010865124,1.0,1.0,1.0,1.0,2.5591785922646837,CZ012002,1157876,125.31436817151102,0.034585441684487586,3.4,5.108216867782081
140,R22,CZ02,Stredni_Cechy,2002,CZ,CZ0,8.50798558635325,2.077812534627798,1.3133918299448055,2.7652483928404408,5.300088079230037,6.162444393744181,1.3056191739228136,0.19568700540232653,0.6352674769395869,-0.3405593372683987,0.9580749656405384,-0.05232822881366517,1.022973620774625,0.007433448792607544,0.9750387563925704,-0.02773100532041428,0.9729489233213546,-0.02202372797298402,1.3056191739228136,0.30561917392281357,0.19568700540232653,1.0,1.0,1.0,1.0,2.5104850762695423,CZ022002,1123895,5.0175331464364685,0.017750082979900425,4.8,3.3971960009037403
141,R23,CZ03,Jihozapad,2002,CZ,CZ0,8.429655895316849,2.0772650378058346,1.3803915562652485,2.7115071435168345,5.1332144269226205,6.077885301612717,1.248711426341245,0.14128012769956189,0.6264065825366888,-0.35382446459680683,0.9556199584877016,-0.055668542953304145,1.0380761996591512,0.02144074821549946,0.9807433785028687,-0.02377746586219498,0.9983166343746859,0.0028420434552215434,1.248711426341245,0.2487114263412451,0.14128012769956189,-1.0,-1.0,1.0,1.0,1.8568160147215105,CZ032002,1173715,3.298338527874768,0.01634657193605684,4.8,3.3663781580958827
142,R24,CZ04,Severozapad,2002,CZ,CZ0,8.296753807216694,2.0786614936533323,1.3709375571726452,2.69669067350698,5.114129963317175,6.359612506340688,1.2638501207112383,0.1816471151662249,0.6274051648412445,-0.35358978340455505,0.9551517619324043,-0.0559233649308436,1.0785285520589953,0.06143013153017152,0.9822456807674486,-0.024688988318762095,0.9859816397695796,-0.01831207339903751,1.2638501207112383,0.26385012071123826,0.1816471151662249,1.0,-1.0,1.0,1.0,2.030706153805155,CZ042002,1122089,5.904550761211807,0.015418733772718194,11.3,3.6629218328337076
143,R25,CZ05,Severovychod,2002,CZ,CZ0,8.626911666546185,2.089014664880466,1.404131587272364,2.6879149995259097,5.112383312482566,5.907826832864762,1.2241288333997982,0.13096218678071314,0.6258522881859695,-0.3520096999999093,0.9428374413012897,-0.06652834692710807,1.0057286811305282,-0.009519524302242122,0.9750306522801302,-0.029078595629377535,0.9942367176310483,-0.006082150951097098,1.2241288333997982,0.22412883339979817,0.13096218678071314,-1.0,-1.0,1.0,1.0,1.5744488302635309,CZ052002,1483483,5.679723314354699,0.01580199626597731,5.0,3.2199118333388523
144,R26,CZ06,Jihovychod,2002,CZ,CZ0,8.751584204556854,2.0580079257381407,1.3604014010621146,2.7562087970364155,5.144191657091269,6.026073570076058,1.262240970773426,0.13612848669141941,0.6451272326102514,-0.33880200469778554,0.9507218704374394,-0.06021689552166154,1.0167157629690524,-0.0007000714897646976,0.9774619301279077,-0.026357150409069607,0.9964424953939278,0.00030934826943462834,1.262240970773426,0.2622409707734259,0.13612848669141941,-1.0,-1.0,1.0,1.0,2.0122227034062052,CZ062002,1643202,5.419049353487525,0.016625500739346686,6.7,3.269864773039642
145,R27,CZ07,Stredni_Morava,2002,CZ,CZ0,8.340844265023453,2.050956334036029,1.372650320671677,2.670459694170706,5.063532212474509,5.809748648722421,1.2495626999370975,0.15450654665674146,0.6322046690547047,-0.3488842564903232,0.9416157186966431,-0.06854402482034938,0.9974463995095498,-0.020884022160702398,0.9649459498525388,-0.0428102927150773,0.9741181186654622,-0.03302417348694586,1.2495626999370975,0.24956269993709745,0.15450654665674146,-1.0,-1.0,1.0,1.0,1.866594142237871,CZ072002,1236388,6.05282750497272,0.015081255737102993,8.5,3.1392889545517146
146,R28,CZ08,Moravskoslezko,2002,CZ,CZ0,8.293183362531938,2.035287728831861,1.3984634165553091,2.668958592269293,4.903138774067419,5.933262468500946,1.2603012907302107,0.15278697611175374,0.6314799779622324,-0.3486106773784282,0.9370080493509987,-0.07300213175719827,1.0489621158485443,0.03209737956255476,0.9734901781217317,-0.034125912153100235,0.9877317648659962,-0.01612989365090467,1.2603012907302107,0.2603012907302107,0.15278697611175374,-1.0,-1.0,1.0,1.0,1.9899426292961806,CZ082002,1260534,9.8125344605771,0.015357126802772054,12.4,3.2643038762316525
147,R73,EE00,Eesti,2002,EE,EE0,8.248785369666855,1.9011992975028902,1.3205563207666937,2.6797921432623166,4.658660052720299,5.843632775566383,1.281285775224587,0.13414840164818465,0.7214849810596704,-0.32656903174091734,0.9579524629425256,-0.09786287946118599,1.0441766953690401,-0.14314678316935203,1.0015129492289305,-0.06727127000773003,0.9788609564635109,-0.050321292823531705,1.281285775224587,0.281285775224587,0.13414840164818465,0.0,0.0,1.0,1.0,2.230980253687255,EE002002,1383510,1.3547614662000367,0.013294663494221618,10.0,3.1638406323040664
148,R95,FI19,LansiSuomi,2002,FI,FI1,9.597769306465443,1.979192225991289,1.9665306781192584,2.4861210622354193,4.390438923055408,5.634780152336489,1.1111451840049853,-0.0057077546871182605,0.7858627224924105,-0.17567552866007408,0.953706900349979,-0.035536283129116164,1.040503286563843,0.04148802057428169,0.9551572733661469,-0.028422844060027597,1.0176137110634418,0.011859125136836735,1.1111451840049853,0.1111451840049853,-0.0057077546871182605,-1.0,1.0,-1.0,1.0,0.27666567755095883,FI192002,1319440,1.0098514137061805,0.05680309260832626,10.9,3.14865909010107
149,R97,FI20,Aland,2002,FI,FI2,6.058269425550967,2.3157509727799277,8.729808227244954,1.0000000000000007,3.9560075568511013,5.883553730325334,1.3542616924707593,0.06206991489401403,1.0000000000000024,0.0,0.9767413856977533,0.0114621195837038,1.1535292594602946,0.18472592432579948,0.8577007858015636,-0.14024408194401328,1.0033737630300528,-0.11919401274434183,1.3542616924707593,0.35426169247075934,0.06206991489401403,1.0,1.0,1.0,1.0,3.0692158432005936,FI202002,26008,0.8712741565673109,0.07358496240601503,,4.883553730325333
150,R134,HU21,KozepDunantul,2002,HU,HU2,8.067396523304893,2.063173233189451,1.8992110440546528,2.654594843582772,4.348428032437953,5.242303336164194,1.194095857737738,0.06807692099159057,0.7359894909032707,-0.25951923070973637,0.9163294137900485,-0.09076896485748864,0.9390505765646763,-0.058409316193498206,0.9491859122232831,-0.056128276164267854,1.0191164648432822,0.012229396682354565,1.194095857737738,0.19409585773773808,0.06807692099159057,-1.0,-1.0,1.0,1.0,1.2294759952664192,HU212002,1120610,4.056603773584905,0.015360925844668714,4.9,2.587708492581422
151,R135,HU22,NyugatDunantul,2002,HU,HU2,8.179568193227045,2.0242036324009507,1.7020010384384536,2.834382127238036,4.603965706413891,5.424723632545289,1.1866937998641565,0.17749664296347278,0.7881929519185112,-0.20570650472974106,0.9436061489644662,-0.04357848168588663,0.9377315935237873,-0.03202146097520775,0.985950581108474,-0.0392291350413837,1.0769291667907706,-0.00834941908281217,1.1866937998641565,0.18669379986415646,0.17749664296347278,-1.0,-1.0,1.0,1.0,1.1444524891644938,HU222002,1002959,3.898652868230886,0.016879199084668194,3.7,2.5903415053072534
152,R136,HU23,DelDunantul,2002,HU,HU2,7.79254464156111,1.9628154149226913,1.703954823922421,2.6589194584724014,4.437558663865615,5.4598382074916945,1.2828656871041682,0.1841170708127966,0.7485900067751331,-0.24157753257397363,0.9234621761322749,-0.06629992428452736,0.9755342244990038,-0.012985957460621811,0.9508931461893038,-0.05545529340521349,1.0159493462455593,-0.026590666441277166,1.2828656871041682,0.28286568710416815,0.1841170708127966,-1.0,-1.0,1.0,1.0,2.2491278620453987,HU232002,993466,2.451125696944033,0.014790930031672906,7.9,2.800918749019293
153,R137,HU31,eszakMagyarorszag,2002,HU,HU3,7.885668978737295,1.9767286136159314,1.7928843770415723,2.642884082094396,4.436127375434646,5.414913056906968,1.3189085380669874,0.14429910430232074,0.7531208584763563,-0.24142288166104464,0.9299197686995283,-0.06543237372705102,0.9657449529694919,-0.027822289967837865,0.9307128072853005,-0.060350372888979154,0.9848370058527408,-0.018267623062039884,1.3189085380669874,0.3189085380669874,0.14429910430232074,-1.0,-1.0,1.0,1.0,2.663132941592992,HU312002,1296504,3.228088465261747,0.013393333333333333,8.2,2.772028974812572
154,R138,HU32,eszakAlfold,2002,HU,HU3,8.16296580070535,1.9549799642651613,1.6288922821500984,2.7103608133092054,4.535802657912121,5.506946568499561,1.38787188396399,0.1682106044886411,0.7606815586899781,-0.22447559297457986,0.9373384756385572,-0.06159048766588959,0.9728268405774466,-0.027092157814720852,0.9429530900525858,-0.042789971544569316,0.9780005832237416,-0.008268144459368076,1.38787188396399,0.3878718839639901,0.1682106044886411,-1.0,1.0,1.0,1.0,3.4552782558859536,HU322002,1559073,2.8749506458345087,0.014568471649990191,7.8,2.796585755190356
155,R139,HU33,DelAlfold,2002,HU,HU3,8.08744419322795,1.9607273615564869,1.6647396258335754,2.686402534056781,4.473973556873177,5.471263395312661,1.2370323494285114,0.11059483607059928,0.7404312597516511,-0.23979027261400576,0.9150248422693998,-0.07325104708639074,0.9605161540568403,-0.029205073543650983,0.9403841822156817,-0.05475120618123386,1.0243358820114816,-0.0040698967027568145,1.2370323494285114,0.23703234942851137,0.11059483607059928,-1.0,-1.0,1.0,1.0,1.722664663284671,HU332002,1373194,2.7062544304487703,0.014134132581100143,5.9,2.78486086125588
156,R142,ITC1,Piemonte,2002,IT,ITC,10.961062007784804,1.8079621568382849,1.2317179788357537,2.280387030443326,4.792912233296599,5.50243336304165,1.0844899326759208,0.03916770514211754,0.7048804607638826,-0.3647534154212222,0.9777656501856832,-0.04151657900186645,0.95907863762137,-0.05500545620028441,0.9731294696148256,-0.03654038481963506,0.9498795442030268,-0.057302724453213605,1.0844899326759208,0.08448993267592075,0.03916770514211754,1.0,-1.0,-1.0,0.0,-0.029509032608186814,ITC12002,4212090,7.179291202381431,0.06021454586204964,5.5,3.222046332598324
157,R143,ITC2,Valle_dAosta_Vallee_dAoste,2002,IT,ITC,7.472859458418263,1.855144155804723,2.978039067087708,1.9999999999999973,3.8080136609301483,5.151434271586636,1.1270586116818513,0.022492034361639268,0.6003906967747945,-0.3742373243636953,0.8171998145531457,-0.2020975091172993,0.985112564076682,-0.040067553366231135,0.7216065879115274,-0.2859698581914174,0.7458031307974694,-0.25353013470041563,1.1270586116818513,0.12705861168185129,0.022492034361639268,-1.0,1.0,-1.0,1.0,0.45945476651709016,ITC22002,119353,1.682618092003705,0.06893669724770643,,3.1514342715866386
158,R144,ITC3,Liguria,2002,IT,ITC,9.895769107392711,2.23044712321295,2.990919331342043,2.2460452772005284,4.361220324517853,5.558982898827951,1.0912140368878505,0.0012145117234834135,0.697200034115864,-0.31006536082293756,0.8765795819559993,-0.13091110799461225,1.0011997454904495,-0.008223750595359292,0.8511771262999382,-0.1515174936704381,0.8628921569626347,-0.12047522251580622,1.0912140368878505,0.09121403688785046,0.0012145117234834135,-1.0,1.0,-1.0,1.0,0.04772717997715963,ITC32002,1569787,11.541924592009003,0.06380537948967982,6.1,3.3129376216274227
159,R145,ITC4,Lombardia,2002,IT,ITC,11.913236167222774,1.9731376735507378,1.5389678396675366,3.1790497929729504,4.770598353458735,5.435993373016205,1.0976509393766802,0.047732871261969345,0.9053702347991599,-0.09855816508040571,0.9785063161298873,-0.029384675339122257,0.9678074341414487,-0.04027151354034486,0.9913741927547294,-0.017769295165252053,1.0040317460677355,-0.008143573677482197,1.0976509393766802,0.09765093937668023,0.047732871261969345,1.0,1.0,1.0,1.0,0.12166445895870076,ITC42002,9033024,17.57938596491228,0.0711837653751154,3.8,2.256943580043255
160,R155,ITF1,Abruzzo,2002,IT,ITF,9.503868741408922,2.17481803285568,3.392164604977142,2.1283767072672486,4.127955832801857,5.062370058273081,1.0692252150352517,0.012474491676763177,0.6234730780703133,-0.4019932227371874,0.8347866875116087,-0.17639387566551756,0.908409899717481,-0.09679649185144057,0.7707041279246608,-0.24550815843256302,0.7813221657914678,-0.2206193456980473,1.0692252150352517,0.0692252150352517,0.012474491676763177,-1.0,-1.0,-1.0,0.0,-0.20484673404628712,ITF12002,1261991,4.393982134461683,0.055230280333832656,5.8,2.9339933510058325
161,R156,ITF2,Molise,2002,IT,ITF,8.062981659351925,2.168340347083052,5.361897506430681,2.0000000000000053,3.9384646318741283,5.310927170174615,1.0782058268755006,0.03210398691343652,0.5467474766410596,-0.4449916754729063,0.8028169136782112,-0.1979664286237789,0.9751697011848774,-0.02394957643682194,0.6967015280188684,-0.3065968301250328,0.7266508744554085,-0.3035694705918921,1.0782058268755006,0.0782058268755006,0.03210398691343652,-1.0,-1.0,-1.0,0.0,-0.1016912172104046,ITF22002,320143,2.55202378230048,0.05227571684587814,12.6,3.31092717017461
162,R157,ITF3,Campania,2002,IT,ITF,10.687707914516082,1.881493517013413,2.00973275220365,2.173245710695995,4.348513729714253,4.916697706404409,1.1214237181300293,0.05430653426183918,0.6953264231391523,-0.293616739030911,0.8859367503584524,-0.11880986327107246,0.8858477362640611,-0.12462339472476858,0.8221466693549802,-0.1770896030515957,0.8201982650588816,-0.174403754734348,1.1214237181300293,0.12142371813002928,0.05430653426183918,1.0,1.0,1.0,1.0,0.3947297380899322,ITF32002,5699305,12.215501792114695,0.055858023106546854,21.1,2.743451995708414
163,R158,ITF4,Puglia,2002,IT,ITF,10.36023560442361,1.9102385937645265,2.26813371810278,2.109726198431561,4.285980699618139,4.915056757957681,1.050644643575135,0.01600309170057934,0.678159160684386,-0.3293480743233079,0.8696679257759973,-0.12964399863300646,0.8844012408371209,-0.12171137429097922,0.8043038097441737,-0.20626764618938886,0.8378798141548912,-0.1899009943131177,1.050644643575135,0.050644643575135095,0.01600309170057934,-1.0,-1.0,-1.0,0.0,-0.41827188660485215,ITF42002,4020071,6.5478609764994005,0.0491501432436734,13.6,2.80533055952612
164,R159,ITF5,Basilicata,2002,IT,ITF,8.528193757600944,2.103188883351051,4.824133786521211,2.0,3.9528676788963133,4.91573895364241,1.0620520704105125,0.01057341088534769,0.5754275854697245,-0.43345866375403463,0.8090959481094475,-0.1862499656908062,0.8950610204136719,-0.1083852408364393,0.7144374802813221,-0.29662967314302147,0.7429086959175618,-0.2769019138053149,1.0620520704105125,0.06205207041051253,0.01057341088534769,-1.0,-1.0,-1.0,0.0,-0.2872408352797053,ITF52002,597121,1.8962856260932197,0.05655718936516549,15.4,2.9157389536424096
165,R160,ITF6,Calabria,2002,IT,ITF,9.676365778621104,1.8273511285533348,1.4968917005901736,2.5573548608777195,4.664354965850931,5.546257617175758,1.081580477557856,0.012915763842974215,0.739534506252616,-0.2871092940724189,0.9641054080748113,-0.05179518455067389,0.9750504398525279,-0.03247597496197585,0.9262235129486884,-0.07521520268934445,0.9138952460470092,-0.07562722819638534,1.081580477557856,0.08158047755785591,0.012915763842974215,-1.0,-1.0,-1.0,0.0,-0.06292839776432124,ITF62002,2008041,3.7999051040466343,0.05046239743132359,25.7,2.988902756298039
166,R161,ITG1,Sicilia,2002,IT,ITG,10.561585625019857,1.8052106466167268,1.5154734906875336,2.2529653790128648,4.548157282292984,5.285076674262722,1.0665659033817572,0.018068809524031337,0.6945020994653348,-0.32716807736363274,0.9449689096992883,-0.09047567049198746,0.9347944865910068,-0.07662016854479814,0.9139873655237252,-0.10408214503966562,0.8847385122496837,-0.11187861408750344,1.0665659033817572,0.06656590338175716,0.018068809524031337,-1.0,-1.0,-1.0,0.0,-0.23539283412540057,ITG12002,4966723,5.6210642317380355,0.05278431592213975,20.7,3.0321112952498575
167,R162,ITG2,Sardegna,2002,IT,ITG,9.611668169372143,1.8889782169192746,1.509306843174957,2.502491728699259,4.6726380507899075,5.660103100712064,1.0896190480115688,0.02381653792164995,0.8379009348850319,-0.2333907039154688,0.9879219229221847,-0.02229749857829466,1.0275583159133697,0.00934063454293188,0.9594804154920795,-0.03520439648373819,0.9416473665194566,-0.0489221823886824,1.0896190480115688,0.08961904801156884,0.02381653792164995,-1.0,-1.0,-1.0,1.0,0.0294063901682824,ITG22002,1629889,2.2543110664657626,0.05021104715930189,19.0,3.1576113720128047
168,R164,LU00,Luxembourg_GrandD,2002,LU,LU0,9.293472192648862,2.2827728529488356,2.061583222626301,2.6142474279175065,4.4362617584224315,5.931184371494007,1.0294802577833826,0.05369628118970737,0.8204592528264583,-0.1549184616301703,1.0214422689838418,0.026151237267468375,1.1728285103621268,0.1784272540828603,1.2544390421865885,0.26640807374346287,1.333088667692862,0.33372717220685455,1.0294802577833826,0.02948025778338259,0.05369628118970737,0.0,0.0,1.0,0.0,-0.661375941617849,LU002002,444050,7.277648878576952,0.13289633368756643,2.6,3.3169369435765006
