DATAFLOW,LAST UPDATE,freq,isced11,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,HU32,2001,8.3,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,HU32,2002,7.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,HU32,2003,6.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,HU32,2004,6.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,HU32,2005,9.0,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,HU32,2006,10.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,HU32,2007,10.7,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,HU32,2008,12.1,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,HU32,2009,14.1,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,HU32,2010,14.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,HU33,2000,5.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,HU33,2001,5.5,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,HU33,2002,5.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,HU33,2003,6.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,HU33,2004,6.2,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,HU33,2005,8.1,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,HU33,2006,8.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,HU33,2007,8.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,HU33,2008,8.7,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,HU33,2009,10.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,HU33,2010,10.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IE01,2000,5.7,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IE01,2001,4.5,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IE01,2002,5.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IE01,2003,5.3,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IE01,2004,4.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IE01,2005,4.4,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IE01,2006,4.7,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IE01,2007,4.9,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IE01,2008,7.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IE01,2009,13.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IE01,2010,14.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IE02,2000,3.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IE02,2001,3.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IE02,2002,3.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IE02,2003,4.2,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IE02,2004,4.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IE02,2005,4.3,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IE02,2006,4.3,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IE02,2007,5.0,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IE02,2008,6.5,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IE02,2009,12.3,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IE02,2010,14.5,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IS00,2000,1.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IS00,2001,1.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IS00,2002,3.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IS00,2003,4.0,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IS00,2004,4.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IS00,2005,2.5,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IS00,2006,2.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IS00,2007,2.3,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IS00,2008,2.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IS00,2009,7.2,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,IS00,2010,7.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC1,2000,6.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC1,2001,5.2,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC1,2002,5.5,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC1,2003,4.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC1,2004,5.4,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC1,2005,4.7,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC1,2006,4.1,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC1,2007,4.2,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC1,2008,5.1,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC1,2009,6.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC1,2010,7.5,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC2,2000,,u
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC2,2001,,u
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC2,2002,,u
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC2,2003,,u
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC2,2004,,bu
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC2,2005,3.2,bu
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC2,2006,2.9,u
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC2,2007,3.2,u
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC2,2008,3.3,u
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC2,2009,4.5,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC2,2010,4.5,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC3,2000,9.2,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC3,2001,6.1,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC3,2002,6.1,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC3,2003,6.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC3,2004,5.4,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC3,2005,5.8,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC3,2006,4.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC3,2007,4.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC3,2008,5.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC3,2009,5.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC3,2010,6.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC4,2000,4.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC4,2001,4.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC4,2002,3.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC4,2003,3.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC4,2004,3.8,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC4,2005,4.1,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC4,2006,3.7,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC4,2007,3.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC4,2008,3.7,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC4,2009,5.3,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITC4,2010,5.5,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF1,2000,7.5,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF1,2001,4.3,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF1,2002,5.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF1,2003,5.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF1,2004,7.9,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF1,2005,7.9,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF1,2006,6.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF1,2007,6.2,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF1,2008,6.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF1,2009,8.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF1,2010,8.7,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF2,2000,13.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF2,2001,13.2,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF2,2002,12.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF2,2003,12.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF2,2004,11.4,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF2,2005,9.9,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF2,2006,9.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF2,2007,8.1,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF2,2008,9.1,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF2,2009,9.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF2,2010,8.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF3,2000,23.2,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF3,2001,22.5,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF3,2002,21.1,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF3,2003,21.2,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF3,2004,15.3,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF3,2005,14.9,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF3,2006,12.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF3,2007,11.2,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF3,2008,12.5,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF3,2009,12.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF3,2010,13.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF4,2000,17.3,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF4,2001,14.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF4,2002,13.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF4,2003,13.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF4,2004,15.3,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF4,2005,14.6,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF4,2006,12.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF4,2007,11.1,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF4,2008,11.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF4,2009,12.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF4,2010,13.5,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF5,2000,17.1,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF5,2001,15.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF5,2002,15.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF5,2003,17.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF5,2004,11.6,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF5,2005,12.3,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF5,2006,10.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF5,2007,9.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF5,2008,11.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF5,2009,11.2,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF5,2010,12.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF6,2000,27.3,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF6,2001,25.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF6,2002,25.7,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF6,2003,25.1,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF6,2004,14.5,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF6,2005,14.2,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF6,2006,12.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF6,2007,11.1,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF6,2008,12.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF6,2009,11.3,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITF6,2010,11.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITG1,2000,23.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITG1,2001,20.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITG1,2002,20.7,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITG1,2003,20.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITG1,2004,17.2,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITG1,2005,16.1,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITG1,2006,13.4,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITG1,2007,12.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITG1,2008,13.7,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITG1,2009,13.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITG1,2010,14.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITG2,2000,20.1,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITG2,2001,19.2,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITG2,2002,19.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITG2,2003,17.3,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITG2,2004,13.4,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITG2,2005,12.8,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITG2,2006,10.7,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITG2,2007,9.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITG2,2008,12.2,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITG2,2009,13.2,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITG2,2010,14.0,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITH1,2000,2.3,u
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITH1,2001,2.2,u
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITH1,2002,,u
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITH1,2003,1.8,u
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITH1,2004,3.2,bu
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITH1,2005,2.7,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITH1,2006,2.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITH1,2007,2.6,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITH1,2008,2.3,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITH1,2009,2.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITH1,2010,2.7,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITH2,2000,3.7,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITH2,2001,3.9,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITH2,2002,3.8,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITH2,2003,3.4,u
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITH2,2004,3.0,bu
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITH2,2005,3.6,b
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITH2,2006,3.1,
ESTAT:LFST_R_LFU3RT(1.0),27/04/23 11:00:00,A,TOTAL,T,Y_GE15,PC,ITH2,2007,2.9,
