Region,RegionCode,RegionName,SectorCode,SectorName,sp60,sp61
R1,AT11,Burgenland,ss1,Agriculture,8.978498336,167.9197229
R1,AT11,Burgenland,ss2,Mining_quarrying_and_energy_supply,53.85475355,114.168619
R1,AT11,Burgenland,ss3,Food_beverages_and_tobacco,66.87233465,62.12997252
R1,AT11,Burgenland,ss4,Textiles_and_leather_etc,16.31043777,11.39149786
R1,AT11,Burgenland,ss5,Coke_refined_petroleum_nuclear_fuel_and_chemicals_etc,57.30454848,73.79785579
R1,AT11,Burgenland,ss6,Electrical_and_optical_equipment_and_Transport_equipment,121.3696451,89.76846517
R1,AT11,Burgenland,ss8,Other_manufacturing,264.0651972,218.8088527
R1,AT11,Burgenland,ss9,Construction,191.6355809,212.2077638
R1,AT11,Burgenland,ss10,Distribution,314.835468,311.172982
R1,AT11,Burgenland,ss11,Hotels_and_restaurant,117.5608691,142.3142283
R1,AT11,Burgenland,ss12,Transport_storage_and_communication,133.8875591,158.5341025
R1,AT11,Burgenland,ss13,Financial_intermediation,113.2817292,155.7587614
R1,AT11,Burgenland,ss14,Real_estate_renting_and_busine_activitie,158.0801688,690.4016314
R1,AT11,Burgenland,ss15,Non-Market_Service,931.7708014,277.6453411
R2,AT12,Niederosterreich,ss1,Agriculture,54.92773503,946.1816491
R2,AT12,Niederosterreich,ss2,Mining_quarrying_and_energy_supply,298.057324,822.7825317
R2,AT12,Niederosterreich,ss3,Food_beverages_and_tobacco,439.7273862,529.5466051
R2,AT12,Niederosterreich,ss4,Textiles_and_leather_etc,124.8461724,112.9906004
R2,AT12,Niederosterreich,ss5,Coke_refined_petroleum_nuclear_fuel_and_chemicals_etc,477.9709995,800.4841184
R2,AT12,Niederosterreich,ss6,Electrical_and_optical_equipment_and_Transport_equipment,536.9115805,513.4975774
R2,AT12,Niederosterreich,ss8,Other_manufacturing,2076.429574,2222.355337
R2,AT12,Niederosterreich,ss9,Construction,1211.838828,1457.234747
R2,AT12,Niederosterreich,ss10,Distribution,3019.608849,2220.92565
R2,AT12,Niederosterreich,ss11,Hotels_and_restaurant,736.4118431,668.4623908
R2,AT12,Niederosterreich,ss12,Transport_storage_and_communication,1363.148652,1207.932277
R2,AT12,Niederosterreich,ss13,Financial_intermediation,730.182705,1034.639971
R2,AT12,Niederosterreich,ss14,Real_estate_renting_and_busine_activitie,1107.060526,5163.82199
R2,AT12,Niederosterreich,ss15,Non-Market_Service,4140.597812,2248.800354
R3,AT13,Wien,ss1,Agriculture,77.90464154,40.23854895
R3,AT13,Wien,ss2,Mining_quarrying_and_energy_supply,457.4756635,1116.288781
R3,AT13,Wien,ss3,Food_beverages_and_tobacco,407.665643,430.0632017
R3,AT13,Wien,ss4,Textiles_and_leather_etc,125.9264723,99.781203
R3,AT13,Wien,ss5,Coke_refined_petroleum_nuclear_fuel_and_chemicals_etc,126.8606875,185.9542542
R3,AT13,Wien,ss6,Electrical_and_optical_equipment_and_Transport_equipment,1744.001509,1456.860045
R3,AT13,Wien,ss8,Other_manufacturing,2284.416162,2135.349548
R3,AT13,Wien,ss9,Construction,2084.621131,1412.110758
R3,AT13,Wien,ss10,Distribution,3704.096576,4342.346153
R3,AT13,Wien,ss11,Hotels_and_restaurant,1091.283536,1581.646882
R3,AT13,Wien,ss12,Transport_storage_and_communication,1624.671646,2301.461506
R3,AT13,Wien,ss13,Financial_intermediation,2354.940269,1968.5956
R3,AT13,Wien,ss14,Real_estate_renting_and_busine_activitie,3498.907027,10449.99347
R3,AT13,Wien,ss15,Non-Market_Service,10573.09753,3835.209584
R4,AT21,Karnten,ss1,Agriculture,18.43614047,283.4511392
R4,AT21,Karnten,ss2,Mining_quarrying_and_energy_supply,129.8577292,331.0418967
R4,AT21,Karnten,ss3,Food_beverages_and_tobacco,110.4599876,123.7161955
R4,AT21,Karnten,ss4,Textiles_and_leather_etc,33.00922672,27.81032709
R4,AT21,Karnten,ss5,Coke_refined_petroleum_nuclear_fuel_and_chemicals_etc,143.3029913,222.345243
R4,AT21,Karnten,ss6,Electrical_and_optical_equipment_and_Transport_equipment,341.2756016,304.2434356
R4,AT21,Karnten,ss8,Other_manufacturing,715.2990055,712.5269605
R4,AT21,Karnten,ss9,Construction,501.7238023,486.0787375
R4,AT21,Karnten,ss10,Distribution,842.312247,722.5204751
R4,AT21,Karnten,ss11,Hotels_and_restaurant,353.3057709,370.2237838
R4,AT21,Karnten,ss12,Transport_storage_and_communication,372.7235163,382.124952
R4,AT21,Karnten,ss13,Financial_intermediation,357.9454751,423.1299412
R4,AT21,Karnten,ss14,Real_estate_renting_and_busine_activitie,452.4681112,1679.758114
R4,AT21,Karnten,ss15,Non-Market_Service,2189.491873,665.9585596
R5,AT22,Steiermark,ss1,Agriculture,35.96894428,699.3926843
R5,AT22,Steiermark,ss2,Mining_quarrying_and_energy_supply,271.9103962,570.5313446
R5,AT22,Steiermark,ss3,Food_beverages_and_tobacco,256.5029186,235.3165316
R5,AT22,Steiermark,ss4,Textiles_and_leather_etc,56.0431587,38.64862221
R5,AT22,Steiermark,ss5,Coke_refined_petroleum_nuclear_fuel_and_chemicals_etc,409.7478435,521.6013418
R5,AT22,Steiermark,ss6,Electrical_and_optical_equipment_and_Transport_equipment,805.7490759,588.7437361
R5,AT22,Steiermark,ss8,Other_manufacturing,2143.784205,1750.598383
R5,AT22,Steiermark,ss9,Construction,975.6362237,1047.852105
R5,AT22,Steiermark,ss10,Distribution,1984.225493,1566.033005
R5,AT22,Steiermark,ss11,Hotels_and_restaurant,620.820795,601.3918687
R5,AT22,Steiermark,ss12,Transport_storage_and_communication,851.6564819,806.4746851
R5,AT22,Steiermark,ss13,Financial_intermediation,536.6241154,598.4566812
R5,AT22,Steiermark,ss14,Real_estate_renting_and_busine_activitie,1159.554164,4153.716577
R5,AT22,Steiermark,ss15,Non-Market_Service,4546.676025,1549.292281
R6,AT31,Oberosterreich,ss1,Agriculture,37.74855873,794.1009719
R6,AT31,Oberosterreich,ss2,Mining_quarrying_and_energy_supply,271.8174085,659.7327583
R6,AT31,Oberosterreich,ss3,Food_beverages_and_tobacco,440.4526349,468.1035748
R6,AT31,Oberosterreich,ss4,Textiles_and_leather_etc,151.5318922,121.1199213
R6,AT31,Oberosterreich,ss5,Coke_refined_petroleum_nuclear_fuel_and_chemicals_etc,568.7942886,838.2567905
R6,AT31,Oberosterreich,ss6,Electrical_and_optical_equipment_and_Transport_equipment,747.0227259,631.9060975
R6,AT31,Oberosterreich,ss8,Other_manufacturing,2649.18598,2504.433845
R6,AT31,Oberosterreich,ss9,Construction,1533.216308,1345.685958
R6,AT31,Oberosterreich,ss10,Distribution,2730.20367,2088.323408
R6,AT31,Oberosterreich,ss11,Hotels_and_restaurant,629.7273194,590.4013432
