,Region,RegionCode,RegionName,T,Nuts0,Nuts1,sp61,tc,tc_ratio,tl_min,tl_mean,tl_max,sp61_n,sp61_d,tl_min_n,tl_min_d,tl_mean_n,tl_mean_d,tl_max_n,tl_max_d,tc_n,tc_d,tc_ratio_n,tc_ratio_d,sp61_resi_n,sp61_resi_d_alt,sp61_resi_d,sp61_resi,sp61_resi_alt,sp61_resi_regional,sp61_resi_regional_alt,sp61_resi_regional_alt_cont
1839,R251,UKL2,East_Wales,2006,UK,UKL,12968.149553235,2.232461834924859,3.7538476281775126,3.5856303381850787,3.982207337688244,4.76349352429753,1.0955227244533103,0.09748922465963528,1.0127374313033268,-0.0014597992971108198,1.012593639669132,-0.0009228527622533456,1.0434982628776852,-0.0023456433947615096,1.0167016614460267,-0.007135552769052866,1.0092014395130742,-0.015581406073158277,1.0955227244533103,0.09552272445331034,0.09748922465963528,1.0,1.0,1.0,-1.0,-0.04649124218471443
1840,R252,UKM2,North_Eastern_Scotland,2006,UK,UKM,8302.10440323,2.2623201327725235,4.575077283933709,3.534012679033344,4.0039306288069625,5.104905070583136,1.191214996911624,0.14588596540863485,1.015665786664965,0.010742081989581154,1.020193577702945,0.007917285151640918,1.0664194845535984,0.013688155618406528,1.005726557916778,-0.0030038162605205976,0.9120372828431919,-0.08276598227756093,1.191214996911624,0.1912149969116239,0.14588596540863485,1.0,1.0,1.0,1.0,0.908709945453589
1841,R253,UKM3,Eastern_Scotland,2006,UK,UKM,25119.86343224,1.7560293715713755,2.594800051723609,2.872325603246414,3.840328872635641,5.171769060745721,1.0953395702722355,0.10797561094057528,1.0003725261427405,-0.0003262540085482435,1.0222683193526119,0.00889366229083155,1.045182709903406,-0.00033413629427903047,1.0197858144884726,-0.0009541122689733506,1.0191505884424983,-0.01922860933324655,1.0953395702722355,0.0953395702722355,0.10797561094057528,1.0,1.0,1.0,-1.0,-0.04831948898865382
1842,R254,UKM5,South_Western_Scotland,2006,UK,UKM,28267.152881055,1.7426581783550612,2.393289390476775,2.9233049702295655,3.8586204963510538,5.221505187581972,1.150319769979831,0.07106148808503487,1.0078778150600287,0.014042307402163612,1.0318210609065812,0.007171812490942342,1.0676826264280688,-0.0038673322404561006,1.0197403710204558,0.012594695063486094,0.9840699627443635,-0.014927239834740758,1.150319769979831,0.1503197699798311,0.07106148808503487,-1.0,1.0,1.0,1.0,0.5004933953554239
1843,R255,UKM6,Highlands_and_Islands,2006,UK,UKM,4752.082372147,2.5524495542371475,6.144792386483369,2.0000000000000027,4.008302590806052,5.066849530031327,1.0647084223071337,0.014865561774733749,1.0000000000000087,5.995204332975845e-15,1.0258722206100932,0.007456902002773935,1.0432890082550865,0.006929267391007521,1.0321044272795448,0.00450996778292323,0.964285563392654,-0.02145553166180958,1.0647084223071337,0.0647084223071337,0.014865561774733749,-1.0,-1.0,-1.0,-1.0,-0.35407990373620724
1844,R256,UKN0,Northern_Ireland,2006,UK,UKN,20570.25452868,1.8208170272827346,1.6698982591103029,3.6333099713094468,4.412396203576011,5.777988909322481,1.109578909771663,0.09236807841276273,1.073430528492551,0.0026059883617686186,1.0153005045655694,-0.00013658052332932158,1.0230252998595164,-0.016118120185853124,1.0305790105249002,0.005825087488307679,0.9964561860429536,0.009856668742744157,1.109578909771663,0.10957890977166307,0.09236807841276273,1.0,1.0,1.0,1.0,0.09381773538297362
1862,R1,AT11,Burgenland,2007,AT,AT1,2834.7970879,2.1660528630885993,2.2170467884697733,3.3206822815639923,4.7153392249091794,6.188640634435547,1.0839010374556375,0.05688585657564449,1.036490988091265,0.007262567785019325,1.0546162765917535,0.011414642083841686,1.0888457077170597,0.02854920202236233,1.0869025816550308,0.02205392897470415,1.0717724526886225,0.020539041319834528,1.0839010374556375,0.08390103745563748,0.05688585657564449,-1.0,-1.0,-1.0,-1.0,-0.5081766164527015
1863,R2,AT12,Niederosterreich,2007,AT,AT1,21711.3024682,2.1213237370193596,1.8500687570033985,3.3921739852058033,4.872032589392588,6.348281720403406,1.2031682113297273,0.0976246024484766,1.038007308893194,0.011657864902353321,1.0634503020912132,0.017349361726572088,1.1031227371220382,0.029729849396764152,1.0711300444641814,0.02160358674061791,1.02174790455415,0.008275226332448149,1.2031682113297273,0.2031682113297273,0.0976246024484766,1.0,1.0,1.0,1.0,0.190961162765992
1864,R3,AT13,Wien,2007,AT,AT1,32853.23558564,2.0123057695056707,1.89287379057807,3.2548253411801094,4.6657474840401605,6.2260586372722955,1.1881902155630162,0.05415357158112277,1.033042838267536,0.009785105421331819,1.061780078788634,0.012257830534782688,1.1532815202731594,0.028753914163925698,1.0697720803176185,0.019600812385741406,1.0198857627563132,0.015324808587785066,1.1881902155630162,0.18819021556301618,0.05415357158112277,-1.0,-1.0,-1.0,1.0,0.10316095456670712
1865,R4,AT21,Karnten,2007,AT,AT2,7104.42513259,2.1279046137342537,2.088881965256346,3.3479734426167607,4.726502354308749,6.239909260323897,1.1731414285455755,0.061014131365250135,1.0383635161407485,0.007963790967034035,1.0587453634170008,0.00992265242969359,1.1238646352486035,0.024455239932868578,1.0755396913312434,0.02055596791750558,1.0364375970198332,0.021136802237019303,1.1731414285455755,0.17314142854557546,0.061014131365250135,-1.0,-1.0,-1.0,1.0,0.014945771850834238
1866,R5,AT22,Steiermark,2007,AT,AT2,15837.852120860001,2.1317095789158067,2.0650848723452655,3.345640018648523,4.734222377761769,6.19233497435923,1.200066724168594,0.084092007525433,1.0346939781216997,0.010901520740713266,1.0628065901731591,0.01613584853468719,1.100092388411394,0.03674123282910813,1.0755681577373826,0.01912165307948377,1.0338293014871276,0.010494270669337835,1.200066724168594,0.20006672416859406,0.084092007525433,1.0,1.0,1.0,1.0,0.172780411301225
1867,R6,AT31,Oberosterreich,2007,AT,AT3,19890.2240699,2.091070688165066,2.013690325486801,3.3369209998139393,4.715080773081434,6.185001455519121,1.2009249094223222,0.06039836675016641,1.030729919432681,0.010290708962261252,1.056797558839128,0.011308022664775708,1.0904480201959283,0.023650849504849525,1.0739411420440814,0.020877376341152054,1.039706435931778,0.023238713820091794,1.2009249094223222,0.20092490942232222,0.06039836675016641,-1.0,1.0,-1.0,1.0,0.17781104725041874
1868,R7,AT32,Salzburg,2007,AT,AT3,10022.91992702,2.10087287854375,1.897650930368669,3.3593769635260475,4.848537261841253,6.432890573570188,1.2369683022403941,0.10459583826688745,1.0380765630137538,0.011100599048667226,1.0653637383816559,0.017877316806762966,1.1420482866266632,0.03858700196923781,1.0732775743744072,0.01981892945481256,1.013154833929881,0.004741917356655412,1.2369683022403941,0.2369683022403941,0.10459583826688745,1.0,1.0,1.0,1.0,0.38909548362799784
1869,R8,AT33,Tirol,2007,AT,AT3,12408.65796785,2.1177761233188686,1.8833374716854707,3.350158702792382,4.8475376074241,6.374969566117237,1.226148396764815,0.06114587328744192,1.03832801281113,0.011761476828553885,1.0663095690037856,0.011248269893621377,1.1564699064214599,0.031114242474012954,1.0751430191771216,0.02169135570560865,1.0163728459181727,0.018699617392497703,1.226148396764815,0.22614839676481502,0.06114587328744192,-1.0,1.0,-1.0,1.0,0.3256697777959934
1870,R9,AT34,Vorarlberg,2007,AT,AT3,6290.40733892,2.088021940403175,1.8347804038108446,3.339685289029579,4.8028106150672,6.37964132181827,1.210078922203724,0.08222655470625795,1.042051973980946,0.014633033183623967,1.0684330182309008,0.01426390653592291,1.1548083078724536,0.036677708314254875,1.0780778202129837,0.021623207256060706,1.0275101485816487,0.013868430043897817,1.210078922203724,0.21007892220372404,0.08222655470625795,1.0,1.0,1.0,1.0,0.231471379419312
1871,R10,BE10,Region_de_BruxellesCapitale,2007,BE,BE1,26281.440040979003,1.885074730002382,1.8178641708472356,3.1723067028174854,4.653062260499937,5.606958986644052,1.1428785116181184,0.03263480476537817,1.0163899352740497,0.004692872844582752,1.034354595028454,0.001656034449623034,1.0378531057072395,0.002351932060445039,1.0421740279923248,0.014079629173027408,1.026190872218035,0.03144367038450668,1.1428785116181184,0.14287851161811838,0.03263480476537817,-1.0,-1.0,-1.0,-1.0,-0.16245382475299383
1872,R11,BE21,Prov_Antwerpen,2007,BE,BE2,29475.6640509,2.084768230633233,1.8275382789201355,3.1959514790361787,4.813982361610188,5.658604388633617,1.1863995891781993,0.06572635591279452,1.0152936439625089,0.003098734741008302,1.036040390197056,0.003120446825752854,1.0527004353877538,0.010368215543682613,1.040056455287545,0.011737024147952413,1.0197807987363188,0.020006120785507342,1.1863995891781993,0.18639958917819932,0.06572635591279452,-1.0,1.0,-1.0,1.0,0.09266439869616322
1873,R12,BE22,Prov_Limburg_B,2007,BE,BE2,10126.4355529,2.255228209122861,2.252537659794476,3.211374891332361,4.821757258531335,5.370244694444273,1.2025304785691842,0.10063100765159771,1.018814816198371,0.004915062948700033,1.0423876208617522,0.007830338525643965,1.0281259262705236,0.00878174775317353,1.0483972615996215,0.010314996672809107,1.023963272301418,0.009031057054962766,1.2025304785691842,0.20253047856918416,0.10063100765159771,1.0,1.0,1.0,1.0,0.18722280751317258
1874,R13,BE23,Prov_OostVlaanderen,2007,BE,BE2,19476.0896747,2.1337997869691963,1.9874855918522047,3.247595424909922,4.910982365277605,5.592049195671848,1.1948195865532902,0.09504428256323805,1.0180574507467095,0.002650278418257379,1.0361083773097899,0.006941701069979711,1.0488283193551835,0.013008186673849398,1.0445015098613608,0.0030097608411776555,1.0383739102644352,-0.0023584107733689574,1.1948195865532902,0.19481958655329024,0.09504428256323805,1.0,1.0,1.0,1.0,0.14202197190455426
1875,R14,BE24,Prov_Vlaams_Brabant,2007,BE,BE2,15839.38711789,2.1317431942088194,2.074302566571649,3.2149794080332335,4.746670468799246,5.5022265607345355,1.180645458473683,0.06853851549980194,1.0175238478214195,0.004473381193505821,1.03755513867985,0.0029241288415364775,1.0537910407142592,0.011499695605164062,1.042511854204904,0.012543795849195183,1.0352561335166477,0.02711656920033989,1.180645458473683,0.18064545847368296,0.06853851549980194,1.0,1.0,-1.0,1.0,0.058933992990929815
1876,R15,BE25,Prov_WestVlaanderen,2007,BE,BE2,17018.17468929,2.1746688563296486,1.8953252319122913,3.2616247232164737,4.949396962721693,5.5955740413495985,1.1876506714276494,0.08211070173685386,1.0181115330280577,0.0025711686173950365,1.0390411765691483,0.0037605620340452894,1.034043887634573,0.007073390237389621,1.0433006220060026,0.009462702935324696,1.0192529489189328,0.011576250244629271,1.1876506714276494,0.18765067142764935,0.08211070173685386,1.0,1.0,1.0,1.0,0.0999981757706818
1877,R16,BE31,Prov_Brabant_Wallon,2007,BE,BE3,5312.76366289,2.319556467397589,2.4694172414969313,3.2457283255259197,4.778627492653997,5.394308271950291,1.1165751580695669,0.02151871426302132,1.0233947160193246,0.005608324916477558,1.019020325095917,-0.006226632771234142,1.0177252169069022,-0.0030683652152492247,1.0556445383220379,0.021665095399693968,1.0645551157669482,0.05502286366926801,1.1165751580695669,0.11657515806956686,0.02151871426302132,-1.0,-1.0,-1.0,-1.0,-0.31664267310578864
1878,R17,BE32,Prov_Hainaut,2007,BE,BE3,11832.77715898,2.2047998855571085,2.3232749363113583,3.2774221533551255,4.881956896382144,5.551783588152775,1.1419933697771047,0.052934857048795525,1.0220514161321133,0.004719347562897491,1.0365874815805574,0.0062345915735233515,1.0315640455269242,0.011126814000367746,1.0528332400032419,0.006641940989621453,1.0621880689454783,0.01527661688994253,1.1419933697771047,0.14199336977710475,0.052934857048795525,-1.0,-1.0,-1.0,-1.0,-0.16764247877168564
1879,R18,BE33,Prov_Liege,2007,BE,BE3,11182.65939146,2.206863464180004,2.143025184891502,3.2540528844113945,4.885452207938006,5.52565080697453,1.1970812355257647,0.08427353808326354,1.0194934407690073,0.00321231130169064,1.043967143726124,0.00888241799531131,1.0349384618215116,0.016140717357307155,1.0402858560007238,0.008545719711278377,1.0009677454107988,-0.0012198086521262308,1.1970812355257647,0.19708123552576473,0.08427353808326354,1.0,1.0,1.0,1.0,0.15527963693196015
1880,R19,BE34,Prov_Luxembourg_B,2007,BE,BE3,2667.367453789,2.25399404888655,2.339876541291366,3.213489838399485,4.901610957451186,5.601400896891462,1.1771122155325786,0.035413191017911405,1.0204270956674528,0.005873488137692062,1.0461381939218073,0.007711085753689284,1.0306858674853574,0.012614932745097729,1.0361527079111894,0.00956009358221288,1.0119074850189633,0.01912937497071754,1.1771122155325786,0.1771122155325786,0.035413191017911405,-1.0,1.0,-1.0,1.0,0.038222312290826746
1881,R20,BE35,Prov_Namur,2007,BE,BE3,4746.647736561,2.265103656139616,2.397397789268586,3.263048871036396,4.913782836777486,5.523199046216341,1.1832244017995857,0.0682831721684416,1.0193108107750195,0.004638883151609541,1.0372522652223812,-0.00021890773895960614,1.0318238138813443,0.01040970682898279,1.0417202269025054,0.010886047234939689,1.01576561573744,0.014169367445006076,1.1832244017995857,0.18322440179958566,0.0682831721684416,1.0,1.0,-1.0,1.0,0.07405162050766752
1882,R21,CZ01,Praha,2007,CZ,CZ0,16939.393001619,2.143783648418002,1.4122379294880654,4.125886232729881,5.44345481994877,6.15575403286249,1.507554745831391,0.18703779600979198,1.0135130670438535,0.01573482235286161,0.9988007492062683,0.01879217153168855,0.9918346582721811,0.017207574937226022,1.0088682770019133,0.018956544080481863,0.9809869024748549,0.0007898574863262064,1.507554745831391,0.5075547458313909,0.18703779600979198,1.0,1.0,1.0,1.0,1.9752587095514016
1883,R22,CZ02,Stredni_Cechy,2007,CZ,CZ0,7813.63966611,2.2303733044360454,1.4008839979400045,4.262660692534369,5.74829717415006,6.324199666942965,1.4510558536391605,0.15034287167245464,1.0079972357954832,0.012720441093149293,1.0140437579324022,0.013998264325886023,0.9923087770378026,0.018677048512895422,1.0209207381045238,0.022485270430318116,1.0148950025300023,0.02123016190404181,1.4510558536391605,0.45105585363916045,0.15034287167245464,1.0,1.0,1.0,1.0,1.6440652324820697
1884,R23,CZ03,Jihozapad,2007,CZ,CZ0,6941.0774146,2.2394917324314276,1.4709849108742874,4.181463329427095,5.587537055750201,6.123421793967365,1.3617885193967403,0.07609303432080505,1.011939097128106,0.013359291704293175,1.0216291500082448,0.014576243487911977,0.9958600292576416,0.01560515640035276,1.0290544536994948,0.029573565631478393,1.0214307550584714,0.035755544080570245,1.3617885193967403,0.3617885193967403,0.07609303432080505,-1.0,-1.0,1.0,1.0,1.1207849048631324
1885,R24,CZ04,Severozapad,2007,CZ,CZ0,6055.47170664,2.225976088162299,1.4412397872126035,4.221372980456657,5.633798398387978,6.229251218818568,1.3628946310978654,0.10988226845937343,1.00875347025808,0.012531637237143678,1.0242437524791095,0.016715098367917625,0.9788982399231801,0.020419955029010506,1.0321238618486248,0.02694824887789049,1.033798952105567,0.02788024967422653,1.3628946310978654,0.36289463109786535,0.10988226845937343,-1.0,-1.0,1.0,1.0,1.1272688723553845
1886,R25,CZ05,Severovychod,2007,CZ,CZ0,8040.24903565,2.277546872879188,1.5195080122222109,4.236562966215088,5.594641183594044,6.1855563099840465,1.3995660047333378,0.13228972184926935,1.016592761383339,0.0124053809162199,1.0260223856089445,0.017558579141577324,1.0121743188312649,0.01333803196689698,1.0233312904231622,0.020931599291406533,0.9986935191502848,0.012240862212927306,1.3995660047333378,0.3995660047333378,0.13228972184926935,-1.0,-1.0,1.0,1.0,1.3422344986178927
1887,R26,CZ06,Jihovychod,2007,CZ,CZ0,9503.48707228,2.2326904448252316,1.4769996328027613,4.153697977874045,5.563283563159137,6.089198285141386,1.4098112314737121,0.15828771268796515,1.0022965953108018,0.009027934619975309,1.017692730282383,0.021845774033083964,0.9884776092552509,0.013071739511981373,1.0271241960508843,0.0186972413479225,1.022411310337155,0.003433729078479386,1.4098112314737121,0.4098112314737121,0.15828771268796515,1.0,-1.0,1.0,1.0,1.4022914685132224
1888,R27,CZ07,Stredni_Morava,2007,CZ,CZ0,6244.59549356,2.2436795794933366,1.4726597557208039,4.22876520248897,5.588034086242389,6.164561832116194,1.3904458576824485,0.13991556914439762,1.0185254032462783,0.017047042259176637,1.0219583178614922,0.01878040487393573,1.0074698583556478,0.02400902621903478,1.0241387776409687,0.023100017757385016,1.0032210104724844,0.014733667983302001,1.3904458576824485,0.39044585768244855,0.13991556914439762,-1.0,-1.0,1.0,1.0,1.2887726855456887
1889,R28,CZ08,Moravskoslezko,2007,CZ,CZ0,7016.091416679999,2.154416404735535,1.3768661693519493,4.114198455606969,5.559078383755099,6.10967238395337,1.477062096075041,0.15769991508213388,1.0120314694718895,0.01552259293483027,1.0305331016786703,0.02148276266422333,0.9875382879812127,0.025093888566900313,1.0209592078635679,0.022806380997513642,0.9951802853600493,0.011568937461035378,1.477062096075041,0.4770620960750409,0.15769991508213388,1.0,1.0,1.0,1.0,1.7965124314208074
1890,R29,DE11,Stuttgart,2007,DE,DE1,65788.63810504001,1.8173365977688798,1.6295516528488472,3.2192295009398997,4.2948585732295665,4.953522883351048,1.2193673726285263,0.10161588178483827,1.0405954510984232,0.01472104509368588,1.06180970792881,0.017189818553041025,1.0735140740092217,0.014738085689480762,1.0637063728315432,0.017715063423168864,0.9997762026009861,-0.006735182510343551,1.2193673726285263,0.21936737262852635,0.10161588178483827,1.0,1.0,1.0,1.0,0.28591977784648376
1891,R30,DE12,Karlsruhe,2007,DE,DE1,41810.5684503,1.8080452671314662,1.6254230311280926,3.2065274689385985,4.253588595753011,4.8196357511054355,1.164147062818078,0.04075506136566465,1.039359755977819,0.011766836465145314,1.0531990670932656,0.0076490287199393325,1.0566312942624674,0.011354682377358039,1.06458503949354,0.018240153187040198,1.0126464141560976,0.011358370614085178,1.164147062818078,0.1641470628180779,0.04075506136566465,-1.0,1.0,-1.0,-1.0,-0.03777871784690881
1892,R31,DE13,Freiburg,2007,DE,DE1,29445.55272086,1.8715772728706324,1.6521567931919996,3.305413470516835,4.392348685017676,4.977094035363068,1.1533047090396338,0.04778636010275816,1.0465029715215564,0.01679721283440916,1.0544555501525088,0.009148279010658289,1.056363485817452,-0.005274560490382996,1.067688060357832,0.019538771186403014,1.0139651597016548,0.008638435905642394,1.1533047090396338,0.15330470903963378,0.04778636010275816,-1.0,1.0,-1.0,-1.0,-0.1013360144268323
1893,R32,DE14,Tubingen,2007,DE,DE1,27631.5982935,1.8750976615579718,1.6382554816592212,3.282237750879481,4.415332183958098,5.032913413419119,1.1894272364063523,0.07091859466019623,1.0439324044369107,0.01198583275910603,1.0555891748754742,0.011851232880272233,1.0625418232890427,0.0007881172426602578,1.0549171613559125,0.012888099942314435,0.991060302170668,-0.0010425992324479827,1.1894272364063523,0.18942723640635228,0.07091859466019623,1.0,1.0,1.0,1.0,0.11041230443243175
1894,R33,DE21,Oberbayern,2007,DE,DE2,87022.3929801,1.8316926095283268,1.4826818914106792,3.326661605370452,4.495880120762594,5.0977290264046395,1.133808717249956,0.06584199288743964,1.0516176255291652,0.014978844583419582,1.0547599666854848,0.010724386688245158,1.066535122340715,-0.0029430092390090312,1.05858918921166,0.009810923591619725,1.0124308723120603,-0.0075415200155777296,1.133808717249956,0.13380871724995602,0.06584199288743964,1.0,-1.0,-1.0,-1.0,-0.2156204730985098
1895,R34,DE22,Niederbayern,2007,DE,DE2,15985.131598369999,1.8992685629836858,1.6683556552309589,3.323243979845574,4.408375056611072,5.218293880652694,1.1180986407169256,0.05797568508589457,1.0439760283060773,0.013604652550860408,1.0502012577938538,0.00855968927268802,1.0396939740132762,-0.0008180989715118603,1.063645777089144,0.013634328741191526,1.0241000726822524,0.003031095492652014,1.1180986407169256,0.11809864071692555,0.05797568508589457,1.0,-1.0,-1.0,-1.0,-0.30771209950238443
1896,R35,DE23,Oberpfalz,2007,DE,DE2,14971.19708221,1.9280084945527785,1.776024747290959,3.3090676675428314,4.366326557290878,5.200988636797044,1.1882108994599339,0.09928894874352756,1.0457775003244854,0.01565713843323424,1.05958485577061,0.015104002698812957,1.0590740468357842,0.0013684617125753196,1.0653768083616872,0.015937417814933186,1.0089853441952448,-0.0054773840667576845,1.1882108994599339,0.18821089945993386,0.09928894874352756,1.0,1.0,1.0,1.0,0.10328220246155434
1897,R36,DE24,Oberfranken,2007,DE,DE2,12944.42843401,1.9639604251705054,1.8914473023569498,3.3285677772588387,4.320164895558806,5.042727052868859,1.0970532626803933,0.012558195382750492,1.0474397802123683,0.01574238341306744,1.0494095605251046,0.003845749781398622,1.0502687363017897,-0.0068148498515878675,1.0657791165700643,0.01518452647339541,1.0311128164624397,0.015690730514404505,1.0970532626803933,0.09705326268039327,0.012558195382750492,-1.0,-1.0,-1.0,-1.0,-0.4310789772889931
1898,R37,DE25,Mittelfranken,2007,DE,DE2,22855.68541894,1.8866012800794922,1.7934893289595033,3.2564676113552453,4.247409871416668,4.8657516805551895,1.0425663975223243,0.0423338478800499,1.0439896941604405,0.013117765739312226,1.0389944907612017,0.007114221348901717,1.050988099730544,-0.004530404644793373,1.070112612658781,0.015940099652329565,1.0565793872707498,0.008976896873093665,1.0425663975223243,0.04256639752232427,0.0423338478800499,-1.0,-1.0,-1.0,-1.0,-0.7504780597508309
1899,R38,DE26,Unterfranken,2007,DE,DE2,18007.92931475,1.9394248432956387,1.8535610292708529,3.301724977871452,4.323378069572546,5.054045861211289,1.1172495073005506,0.0275312841838129,1.0492900662782836,0.013304023220507943,1.0501708214560546,0.0028919834341785133,1.0661851837073144,0.0008683175346015926,1.0645594807669971,0.014583221943692104,1.0270680498492968,0.012993158406082284,1.1172495073005506,0.11724950730055061,0.0275312841838129,-1.0,-1.0,-1.0,-1.0,-0.3126896740662915
1900,R39,DE27,Schwaben,2007,DE,DE2,24507.85237314,1.9049397091040665,1.662592990733334,3.3804788407302393,4.436623334042367,5.14397834243857,1.1052491720984505,0.003415337341482916,1.0500721295266502,0.014582356306534372,1.048718106967852,0.0025087468453692807,1.055430865262362,-0.008794046333607808,1.0627949337885012,0.016545374429271176,1.0289204886303334,0.020800210534319463,1.1052491720984505,0.10524917209845053,0.003415337341482916,-1.0,-1.0,-1.0,-1.0,-0.38303499567115623
1901,R40,DE30,Berlin,2007,DE,DE3,39915.5660166,1.7396618456640134,1.6239037512714913,3.1815187208418605,4.209198068276647,4.924822833069783,1.191217530353477,0.057926681036853056,1.0423615314437515,0.011214081717864754,1.0769349455790618,0.011567055644924773,1.0713688834696302,0.018575241105370344,1.0816624985656493,0.016296556355996916,1.0060931532375235,-0.0025294904093855486,1.191217530353477,0.1912175303534771,0.057926681036853056,1.0,1.0,-1.0,1.0,0.12090691157104723
1902,R41,DE41,Brandenburg__Nordost,2007,DE,DE4,9983.62410749,1.922375772419763,1.8972678558139329,3.2084969816047617,4.458032249765433,5.025929367156699,1.1162716643379564,0.02082606132100051,1.0340322019067114,0.009324953849253692,1.0509210093865855,0.0025679267969407338,1.055215542419793,0.013822401084259361,1.0472755658425574,0.009306716520347535,0.9814267355539079,-0.001935071091494489,1.1162716643379564,0.11627166433795644,0.02082606132100051,-1.0,-1.0,-1.0,-1.0,-0.31842173708988963
1903,R42,DE42,Brandenburg__Sudwest,2007,DE,DE4,14211.67452885,1.8549164638698268,1.772524182499121,3.1739154908016203,4.3869851254820835,4.979616639641334,1.111075901480135,0.04329994399560566,1.0314970014451663,0.00885277298050502,1.044573763354106,0.004253932514531655,1.050265524988838,0.017893139152731496,1.0622227937407218,0.01011167446864758,1.0166034716245058,-0.005373528154945628,1.111075901480135,0.11107590148013502,0.04329994399560566,-1.0,-1.0,-1.0,-1.0,-0.34887902041245017
1904,R43,DE50,Bremen,2007,DE,DE5,13187.277474272,1.8062022298449285,1.5531045978561153,3.1916924725893354,4.375139490124768,5.0086026504696335,1.142836828629144,0.040768322137448854,1.043098788049024,0.011941258154789525,1.0609975059359864,0.009261744121284776,1.058154751249699,0.0131691953878037,1.0649781615305813,0.013908715104506308,1.0045146162576217,-0.0008185422855717661,1.142836828629144,0.14283682862914393,0.040768322137448854,-1.0,1.0,-1.0,-1.0,-0.16269816819969574
1905,R44,DE60,Hamburg,2007,DE,DE6,45093.97057056,1.7433100252880975,1.4742922499409405,3.214430897450935,4.308379429239414,5.0245446458836,1.036465509699369,0.005642053348066334,1.0363872884004854,0.009005487028050041,1.0324423406206324,-0.0006850355919396645,1.0448183586443796,0.005412393119495151,1.0487440329811013,0.01572205444085384,1.036971651426987,0.022437302477796628,1.036465509699369,0.0364655096993689,0.005642053348066334,-1.0,-1.0,-1.0,-1.0,-0.7862411370943616
1906,R45,DE71,Darmstadt,2007,DE,DE7,74375.6552582,1.7206284527934292,1.4580522374532687,3.2017122576559562,4.239983037286678,4.823056787785773,1.0823884989245296,0.013716913364375971,1.0421506758305839,0.00860939608370237,1.0478973504129125,0.0038591029963270795,1.0467188273752333,0.004107339715569536,1.0565662664531652,0.009562971345431936,1.0253734541482962,0.014941895519047899,1.0823884989245296,0.0823884989245296,0.013716913364375971,-1.0,-1.0,-1.0,-1.0,-0.5170430362333684
1907,R46,DE72,Giessen,2007,DE,DE7,13390.072665529999,1.9107238253328762,1.831198062883115,3.2469907804489138,4.317693934235388,4.843445719079565,1.1169766517384965,0.046471628559735745,1.039764032934621,0.003947289238934726,1.054198345081836,0.011410534096822023,1.0484648430759649,0.011224736105343469,1.0616353159265304,0.01029721116371718,1.0187183124274366,-0.0017219185530403802,1.1169766517384965,0.11697665173849647,0.046471628559735745,-1.0,-1.0,-1.0,-1.0,-0.3142891387429962
1908,R47,DE73,Kassel,2007,DE,DE7,16049.325408949999,1.9224807316006831,1.8610995232322558,3.2498861114463296,4.310047267276081,4.93580364241047,1.0854183526897128,0.01143220521788213,1.0453461259834946,0.0037212267229636,1.0456598311471084,0.006245661129183455,1.0646891368465532,0.006939931373187713,1.0669575870542727,0.011146329186643822,1.025874843258161,0.009037783643315533,1.0854183526897128,0.08541835268971276,0.01143220521788213,-1.0,-1.0,-1.0,-1.0,-0.49928219589532347
1909,R48,DE80,MecklenburgVorpommern,2007,DE,DE8,16248.039784613,1.8777163100218106,1.7837705957624959,3.214428788031747,4.455831783304465,5.029849685136583,1.1271170499477008,0.07107475825574694,1.0338380920198487,0.008563406767803539,1.054591349940061,0.009111222934613306,1.0516526268385344,0.012350310800512299,1.046540177502099,0.002120419483053748,0.9789408089090424,-0.028606103463269306,1.1271170499477008,0.1271170499477008,0.07107475825574694,1.0,-1.0,1.0,-1.0,-0.2548466680774237
1910,R49,DE91,Braunschweig,2007,DE,DE9,20400.097358142,1.8896491230508938,1.8942923562965233,3.187559008643679,4.222263675309294,4.803673549024739,1.208166053727796,0.10999852000043031,1.0390503070306247,0.01197769741954069,1.0705027529502489,0.02449591015771868,1.0742189688874328,0.033175742213613635,1.0673470933997178,0.010325646824378198,1.0029110033575104,-0.01645609786531743,1.208166053727796,0.20816605372779606,0.10999852000043031,1.0,1.0,1.0,1.0,0.22025824696419422
1911,R50,DE92,Hannover,2007,DE,DE9,27126.799576420002,1.8289321350643597,1.6964266046296606,3.2106559125003136,4.348877164674911,4.9146563548418705,1.1849111707072952,-0.010360356764730572,1.0430521521230176,0.01037476523708647,1.0727266265903188,0.007798441201212647,1.0780502135772416,0.008403252127966443,1.0753126404443083,0.019638247231435146,1.0051219317091677,0.018175326324820773,1.1849111707072952,0.18491117070729524,-0.010360356764730572,-1.0,1.0,-1.0,1.0,0.08393936941531066
1912,R51,DE93,Luneburg,2007,DE,DE9,16805.073123269,1.9556724100925098,1.8229388405162925,3.3007258004057505,4.512808777536381,5.082233891709468,1.1233457132377436,0.022447637719122504,1.0361690241145163,0.0057040871375086954,1.0574018358978843,0.004186049583328355,1.0723416057648312,0.00014991545590814503,1.0581171185425724,0.011969413215656699,1.0121766679895756,0.014921992522648808,1.1233457132377436,0.12334571323774357,0.022447637719122504,-1.0,-1.0,-1.0,-1.0,-0.27695404168609966
