,index,Region,RegionCode,RegionName,SectorCode,SectorName,sp60,sp61,Nuts0,Nuts1,trophic_depth_2000,trophic_depth_2001,trophic_depth_2002,trophic_depth_2003,trophic_depth_2004,trophic_depth_2005,trophic_depth_2006,trophic_depth_2007,trophic_depth_2008,trophic_depth_2009,trophic_depth_2010
BE21_ss14,152,R11,BE21,Prov_Antwerpen,ss14,Real_estate_renting_and_busine_activitie,2339.904005,6566.595957,BE,BE2,4.426739895645819,4.44849609618509,4.802355915024757,4.418954810153382,4.495023745123272,4.606759697895821,4.588491206584909,4.568449449098397,4.6013768625479905,4.583244000605987,4.622530514221057
BE21_ss15,153,R11,BE21,Prov_Antwerpen,ss15,Non-Market_Service,5696.320677,2316.931238,BE,BE2,3.1367077966447985,3.144825096217583,2.516973621138133,3.1085024221080624,3.147809993730438,3.171269173119649,3.1861972508505128,3.1959514790361787,3.2329394547455426,3.1857497896467715,3.227191202529012
BE22_ss1,154,R12,BE22,Prov_Limburg_B,ss1,Agriculture,30.31901644,247.4902866,BE,BE2,5.4466561456444476,5.440298858764699,5.248458822430099,5.181318750247117,5.1919102801739285,5.290950425496991,5.3243746963492935,5.362328063873656,5.46152382326799,5.149147380176783,5.0702853008451525
BE22_ss2,155,R12,BE22,Prov_Limburg_B,ss2,Mining_quarrying_and_energy_supply,90.84898653,200.1715392,BE,BE2,4.1564103444565,4.391995506677398,4.5275812629351675,4.129948675549127,4.222236220391073,4.365161090642607,4.461600574390127,4.493512731100208,4.532620106856982,4.312315549115828,4.409941875898514
BE22_ss3,156,R12,BE22,Prov_Limburg_B,ss3,Food_beverages_and_tobacco,173.9404096,144.663954,BE,BE2,5.346286021910219,5.411644838957158,4.4140777213931415,5.25427001707749,5.223333598759223,5.235468023035745,5.280062256833882,5.370244694444273,5.439327343473843,5.2037154298824415,5.3038407176801385
BE22_ss4,157,R12,BE22,Prov_Limburg_B,ss4,Textiles_and_leather_etc,84.34766007,53.29112295,BE,BE2,4.823131505632146,4.849296695579676,4.157403713398924,4.816027900074058,4.827950914671714,4.911187777056762,5.0020661130279285,5.012023902255502,4.99284714609102,4.870100906019668,5.036233647874198
BE22_ss5,158,R12,BE22,Prov_Limburg_B,ss5,Coke_refined_petroleum_nuclear_fuel_and_chemicals_etc,849.1428647,754.943858,BE,BE2,4.978112067871769,4.95762222393153,4.541003680292658,4.878641741711348,4.940760012203497,5.159375911263851,5.2142525322291435,5.318435010940177,5.533797183086652,5.226557363700187,5.256146250808908
BE22_ss6,159,R12,BE22,Prov_Limburg_B,ss6,Electrical_and_optical_equipment_and_Transport_equipment,356.7083104,163.013296,BE,BE2,4.849801627741059,4.910219443275182,4.350670141112776,4.823464068610668,4.897930933750942,4.973252405489303,5.045968831914231,5.097703275471864,5.1575257797833665,4.985923795932495,5.054909452565254
BE22_ss8,160,R12,BE22,Prov_Limburg_B,ss8,Other_manufacturing,859.9480154,555.4710472,BE,BE2,4.665285959794072,4.6792257690513255,4.694988060099934,4.668416560078898,4.749434599470436,4.805273080211341,4.931241062367924,5.008309792754291,5.030848927807161,4.76882710425053,4.92092319866503
BE22_ss9,161,R12,BE22,Prov_Limburg_B,ss9,Construction,467.5269663,409.6329468,BE,BE2,4.813218698293191,4.802323983181655,4.47412115839919,4.735086137616477,4.8253664964902745,5.007395657206629,5.127861777824494,5.143485977625261,5.192270500685728,5.059859961585561,5.154994471299984
BE22_ss10,162,R12,BE22,Prov_Limburg_B,ss10,Distribution,663.534922,794.2393453,BE,BE2,4.546884650920882,4.494769922069322,4.641340388093704,4.343873836735506,4.377172715987753,4.461136743041162,4.440637946885456,4.406581691461377,4.455393835261374,4.317521121644905,4.442269703181607
BE22_ss11,163,R12,BE22,Prov_Limburg_B,ss11,Hotels_and_restaurant,102.2833487,155.9882515,BE,BE2,4.848216028310136,4.864827394042493,3.8674006973205155,4.680715496905096,4.685108248525875,4.776572120400586,4.7935867722429615,4.808132284572926,4.850778611686129,4.74882193361425,4.7664987420504
BE22_ss12,164,R12,BE22,Prov_Limburg_B,ss12,Transport_storage_and_communication,400.641648,550.8615315,BE,BE2,4.759506478344548,4.7385520855136525,4.8911869766377905,4.587533925668584,4.670221331428849,4.859031692318545,4.923074475194898,4.973764522035843,5.059197828010526,4.893052591694129,4.981823976498811
BE22_ss13,165,R12,BE22,Prov_Limburg_B,ss13,Financial_intermediation,267.8269692,345.1898004,BE,BE2,4.15006934773931,4.182747311822384,4.88897375744671,4.18021072389804,4.255029531908263,4.396115795186416,4.430593349290391,4.476371776481633,4.633195107985391,4.545564043615775,4.4288575023871
BE22_ss14,166,R12,BE22,Prov_Limburg_B,ss14,Real_estate_renting_and_busine_activitie,583.9923701,2229.534866,BE,BE2,4.624303478113054,4.675719802236522,4.906196413382749,4.65010285905028,4.741072229258544,4.858097528957628,4.826309395923475,4.822333005089315,4.879503945712335,4.837530810050934,4.847141573684571
BE22_ss15,167,R12,BE22,Prov_Limburg_B,ss15,Non-Market_Service,2289.499714,790.6443261,BE,BE2,3.134563072592948,3.1482442863080893,2.431799468792594,3.1105030941644207,3.1520692870519484,3.1846084915328094,3.195882272367837,3.211374891332361,3.2367090752308254,3.191023140032766,3.2351255648104833
BE23_ss1,168,R13,BE23,Prov_OostVlaanderen,ss1,Agriculture,50.06597515,454.0333797,BE,BE2,5.501752817464807,5.506521771593414,5.290527699002267,5.260137408836648,5.2918526670183805,5.38607908180524,5.421128746046692,5.469198345009792,5.539496052066863,5.2860829941612035,5.301107524179797
BE23_ss2,169,R13,BE23,Prov_OostVlaanderen,ss2,Mining_quarrying_and_energy_supply,253.4906841,611.3060507,BE,BE2,4.334751267153408,4.49399540160845,4.5242275144482065,4.286402457828728,4.451692071146651,4.511506278767051,4.5698953488513885,4.7037810731309175,4.635747752064086,4.611586891340232,4.653334194627715
BE23_ss3,170,R13,BE23,Prov_OostVlaanderen,ss3,Food_beverages_and_tobacco,521.7657583,471.502993,BE,BE2,5.377897991241385,5.4360169584653875,4.587132733117526,5.284787832509903,5.301827299294177,5.3109461866057215,5.356411748124878,5.45521533777721,5.461809928278873,5.318642964465818,5.3786982590246755
